region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Portugal,6259 (1127 -- 38839),6259,11893,18397,1127,2979,4803,8426,13518,38839,New confirmed cases by infection date,Likely increasing,0.093
Denmark,95 (31 -- 355),95,132,126,31,59,79,115,158,355,New confirmed cases by infection date,Likely increasing,0.16
Poland,24 (6 -- 125),24,42,76,6,14,20,31,44,125,New confirmed cases by infection date,Likely increasing,0.096
Romania,18 (4 -- 86),18,28,31,4,10,15,23,33,86,New confirmed cases by infection date,Likely increasing,0.37
Lithuania,11 (2 -- 68),11,22,44,2,6,9,15,22,68,New confirmed cases by infection date,Likely increasing,0.25
Poland,1.2 (0.96 -- 1.8),1.2,1.3,0.28,0.96,1.1,1.2,1.3,1.4,1.8,Effective reproduction no.,Likely increasing,0.096
Portugal,1.2 (0.96 -- 1.7),1.2,1.3,0.22,0.96,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.093
Denmark,1.1 (0.92 -- 1.6),1.1,1.2,0.21,0.92,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.16
Lithuania,1.1 (0.84 -- 1.6),1.1,1.1,0.24,0.84,1,1.1,1.1,1.2,1.6,Effective reproduction no.,Likely increasing,0.25
Romania,1 (0.81 -- 1.4),1,1.1,0.2,0.81,0.95,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.37
