Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,15796 (7378 -- 38785),Likely increasing,1.4 (0.96 -- 2.1),0.057 (-0.0081 -- 0.14),12 (4.9 -- -86)
Belgium,340 (62 -- 3717),Stable,0.92 (0.54 -- 2.5),-0.015 (-0.11 -- 0.17),-47 (4 -- -6.4)
Bulgaria,71 (26 -- 160),Likely decreasing,0.77 (0.52 -- 1),-0.047 (-0.11 -- 0.0025),-15 (280 -- -6)
Croatia,103 (53 -- 216),Likely decreasing,0.89 (0.65 -- 1.3),-0.02 (-0.075 -- 0.05),-34 (14 -- -9.3)
Cyprus,445 (222 -- 811),Likely decreasing,0.86 (0.63 -- 1),-0.027 (-0.081 -- 0.0042),-25 (170 -- -8.5)
Czechia,1419 (680 -- 3658),Likely increasing,1.2 (0.88 -- 1.9),0.033 (-0.023 -- 0.12),21 (5.8 -- -30)
Denmark,256 (59 -- 1197),Likely decreasing,0.8 (0.47 -- 1.4),-0.039 (-0.13 -- 0.065),-18 (11 -- -5.3)
Estonia,130 (9 -- 645),Stable,0.98 (0.36 -- 1.3),-0.0034 (-0.17 -- 0.054),-210 (13 -- -4.1)
Finland,683 (121 -- 3553),Likely decreasing,0.92 (0.54 -- 1.4),-0.014 (-0.11 -- 0.068),-49 (10 -- -6.5)
France,6724 (3021 -- 13937),Likely decreasing,0.79 (0.47 -- 1.2),-0.041 (-0.13 -- 0.039),-17 (18 -- -5.4)
Germany,23580 (10639 -- 78699),Likely decreasing,0.94 (0.71 -- 1.6),-0.01 (-0.06 -- 0.089),-67 (7.8 -- -11)
Greece,0 (0 -- 0),Decreasing,0.017 (4.9e-05 -- 0.78),-0.54 (-0.89 -- -0.029),-1.3 (-24 -- -0.78)
Hungary,157 (9 -- 1187),Likely decreasing,0.84 (0.35 -- 1.5),-0.032 (-0.18 -- 0.079),-22 (8.7 -- -3.9)
Ireland,229 (16 -- 1150),Likely decreasing,0.89 (0.38 -- 1.3),-0.02 (-0.16 -- 0.044),-35 (16 -- -4.2)
Italy,8522 (4577 -- 16491),Likely decreasing,0.82 (0.64 -- 1.1),-0.035 (-0.077 -- 0.017),-20 (40 -- -9)
Latvia,28 (7 -- 132),Likely decreasing,0.74 (0.46 -- 1.3),-0.053 (-0.13 -- 0.054),-13 (13 -- -5.2)
Liechtenstein,4 (0 -- 21),Likely decreasing,0.87 (0.57 -- 1.4),-0.024 (-0.099 -- 0.06),-28 (11 -- -7)
Lithuania,616 (300 -- 1466),Likely decreasing,0.97 (0.77 -- 1.3),-0.0049 (-0.047 -- 0.055),-140 (13 -- -15)
Luxembourg,175 (51 -- 945),Likely decreasing,0.95 (0.68 -- 1.5),-0.0099 (-0.069 -- 0.081),-70 (8.6 -- -10)
Malta,3 (0 -- 15),Likely decreasing,0.56 (0.25 -- 1.1),-0.1 (-0.23 -- 0.015),-7 (45 -- -3)
Netherlands,175 (13 -- 2840),Likely decreasing,0.7 (0.22 -- 2.5),-0.064 (-0.25 -- 0.18),-11 (3.9 -- -2.8)
Norway,105 (59 -- 184),Stable,1 (0.73 -- 1.4),-0.00016 (-0.055 -- 0.056),-4300 (12 -- -12)
Poland,3928 (2096 -- 7643),Increasing,1.7 (1.2 -- 2.5),0.1 (0.038 -- 0.18),6.9 (3.9 -- 18)
Portugal,852 (161 -- 9577),Stable,1 (0.6 -- 1.9),0.001 (-0.088 -- 0.12),660 (5.9 -- -7.8)
Romania,50 (0 -- 2823),Likely decreasing,0.49 (0.044 -- 3.3),-0.12 (-0.45 -- 0.24),-5.7 (2.9 -- -1.5)
Slovakia,330 (187 -- 689),Likely increasing,1.1 (0.9 -- 1.7),0.024 (-0.02 -- 0.097),29 (7.2 -- -34)
Slovenia,466 (253 -- 882),Stable,1 (0.71 -- 1.4),-0.00014 (-0.062 -- 0.067),-5000 (10 -- -11)
Spain,1641 (161 -- 9393),Likely decreasing,0.9 (0.42 -- 1.4),-0.02 (-0.15 -- 0.058),-35 (12 -- -4.6)
Sweden,337 (89 -- 1379),Likely decreasing,0.76 (0.42 -- 1.3),-0.05 (-0.15 -- 0.052),-14 (13 -- -4.7)
Switzerland,2833 (258 -- 362239),Likely increasing,1.1 (0.7 -- 7),0.016 (-0.062 -- 0.4),44 (1.7 -- -11)
United Kingdom,4741 (1098 -- 21331),Likely decreasing,0.96 (0.62 -- 1.4),-0.007 (-0.083 -- 0.067),-100 (10 -- -8.3)
