region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Portugal,98 (35 -- 328),98,129,114,35,62,83,117,154,328,New confirmed cases by infection date,Stable,0.47
Denmark,32 (10 -- 112),32,44,45,10,20,27,38,51,112,New confirmed cases by infection date,Likely decreasing,0.75
Romania,29 (6 -- 128),29,43,48,6,16,23,35,51,128,New confirmed cases by infection date,Likely decreasing,0.6
Hungary,15 (4 -- 57),15,21,21,4,9,12,18,26,57,New confirmed cases by infection date,Likely increasing,0.37
Lithuania,9 (1 -- 44),9,14,22,1,4,7,11,17,44,New confirmed cases by infection date,Stable,0.49
Bulgaria,1 (0 -- 17),1,4,10,0,0,0,2,4,17,New confirmed cases by infection date,Decreasing,0.96
Estonia,1 (0 -- 14),1,3,7,0,0,0,2,4,14,New confirmed cases by infection date,Likely decreasing,0.88
Hungary,1 (0.81 -- 1.5),1,1.1,0.21,0.81,0.95,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.37
Lithuania,1 (0.73 -- 1.3),1,1,0.18,0.73,0.9,0.97,1,1.1,1.3,Effective reproduction no.,Stable,0.49
Portugal,1 (0.83 -- 1.3),1,1,0.13,0.83,0.94,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.47
Romania,0.97 (0.73 -- 1.2),0.97,0.98,0.16,0.73,0.88,0.94,1,1.1,1.2,Effective reproduction no.,Likely decreasing,0.6
Denmark,0.92 (0.7 -- 1.1),0.92,0.92,0.14,0.7,0.84,0.9,0.95,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Estonia,0.78 (0.35 -- 1.1),0.78,0.75,0.23,0.35,0.6,0.71,0.83,0.91,1.1,Effective reproduction no.,Likely decreasing,0.88
Bulgaria,0.63 (0.24 -- 0.99),0.63,0.62,0.23,0.24,0.45,0.55,0.7,0.79,0.99,Effective reproduction no.,Decreasing,0.96
