Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,110261 (52424 -- 218896),Likely increasing,1.1 (0.66 -- 1.7),0.016 (-0.073 -- 0.1),43 (6.6 -- -9.5)
Belgium,100916 (40025 -- 506389),Likely increasing,1.1 (0.83 -- 1.9),0.0089 (-0.034 -- 0.12),78 (5.6 -- -20)
Bulgaria,63834 (28612 -- 136261),Likely increasing,1.4 (0.95 -- 2),0.068 (-0.0086 -- 0.13),10 (5.4 -- -81)
Croatia,69817 (32971 -- 141380),Likely increasing,1.3 (0.91 -- 1.8),0.051 (-0.019 -- 0.11),14 (6.2 -- -36)
Cyprus,52974 (15564 -- 169885),Likely increasing,1.3 (0.81 -- 1.8),0.054 (-0.039 -- 0.12),13 (6 -- -18)
Czechia,44812 (14390 -- 226839),Stable,1.1 (0.69 -- 2.1),0.0087 (-0.066 -- 0.14),79 (5.1 -- -10)
Denmark,175914 (96254 -- 315818),Likely increasing,1.2 (0.97 -- 1.4),0.031 (-0.0058 -- 0.063),22 (11 -- -120)
Estonia,17964 (11440 -- 28078),Increasing,1.4 (1.1 -- 1.7),0.059 (0.014 -- 0.1),12 (6.9 -- 50)
Finland,85548 (43025 -- 171524),Increasing,1.3 (1 -- 1.7),0.054 (0.0031 -- 0.099),13 (7 -- 220)
France,1344870 (534667 -- 3007280),Likely decreasing,0.88 (0.48 -- 1.4),-0.024 (-0.13 -- 0.058),-29 (12 -- -5.5)
Germany,511186 (181766 -- 1951110),Likely increasing,1.3 (0.84 -- 2.3),0.046 (-0.032 -- 0.16),15 (4.4 -- -22)
Greece,31006 (7200 -- 114044),Likely decreasing,0.56 (0.19 -- 1.5),-0.1 (-0.27 -- 0.075),-6.8 (9.3 -- -2.6)
Hungary,82889 (25846 -- 283209),Likely increasing,1.6 (0.89 -- 2.9),0.089 (-0.02 -- 0.21),7.8 (3.3 -- -34)
Iceland,11686 (3441 -- 44267),Likely increasing,1.3 (0.82 -- 2),0.053 (-0.039 -- 0.14),13 (5.1 -- -18)
Ireland,172153 (61807 -- 405589),Likely increasing,1.2 (0.72 -- 1.6),0.034 (-0.058 -- 0.087),20 (8 -- -12)
Italy,682891 (326205 -- 1285700),Likely decreasing,0.78 (0.49 -- 1.1),-0.045 (-0.13 -- 0.022),-15 (31 -- -5.5)
Latvia,24463 (12591 -- 51347),Increasing,1.5 (1.1 -- 2.3),0.082 (0.02 -- 0.16),8.5 (4.4 -- 35)
Liechtenstein,3176 (643 -- 18412),Increasing,1.9 (1 -- 4.1),0.13 (0.0065 -- 0.29),5.5 (2.4 -- 110)
Lithuania,26818 (14348 -- 51777),Likely increasing,1.3 (0.99 -- 1.7),0.045 (-0.0023 -- 0.098),15 (7.1 -- -300)
Luxembourg,13291 (6470 -- 32345),Increasing,1.3 (1 -- 1.8),0.049 (0.0042 -- 0.11),14 (6.4 -- 170)
Malta,1546 (444 -- 5570),Likely decreasing,0.87 (0.37 -- 2.2),-0.024 (-0.17 -- 0.15),-28 (4.7 -- -4.1)
Netherlands,133073 (73046 -- 231834),Likely decreasing,0.77 (0.5 -- 1.1),-0.046 (-0.12 -- 0.018),-15 (38 -- -5.8)
Norway,83426 (40894 -- 226028),Increasing,1.4 (1.1 -- 2.2),0.059 (0.011 -- 0.15),12 (4.7 -- 66)
Poland,101035 (57907 -- 163961),Likely increasing,1.2 (0.86 -- 1.6),0.034 (-0.027 -- 0.085),20 (8.1 -- -26)
Portugal,142196 (66818 -- 285828),Likely decreasing,0.83 (0.51 -- 1.3),-0.035 (-0.12 -- 0.04),-20 (17 -- -6)
Romania,120074 (38427 -- 314540),Likely increasing,1.6 (0.8 -- 2.7),0.089 (-0.04 -- 0.19),7.8 (3.6 -- -17)
Slovakia,12659 (5904 -- 24814),Likely decreasing,0.95 (0.64 -- 1.3),-0.0088 (-0.079 -- 0.05),-79 (14 -- -8.8)
Slovenia,61784 (32474 -- 108675),Likely increasing,1.4 (0.94 -- 1.9),0.065 (-0.013 -- 0.13),11 (5.5 -- -53)
Spain,1348130 (362729 -- 5140630),Likely increasing,1.3 (0.82 -- 2),0.051 (-0.038 -- 0.13),13 (5.5 -- -18)
Sweden,160683 (58713 -- 596432),Increasing,1.4 (1 -- 2.2),0.059 (0.001 -- 0.14),12 (4.9 -- 700)
Switzerland,186032 (89669 -- 539458),Likely increasing,1.2 (0.92 -- 1.8),0.031 (-0.017 -- 0.11),22 (6.5 -- -42)
United Kingdom,95249 (46454 -- 178983),Decreasing,0.37 (0.22 -- 0.59),-0.17 (-0.25 -- -0.093),-4.1 (-7.5 -- -2.8)
