region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,458291 (187613 -- 1121330),458291,538307,388584,187613,323418,400412,518741,657613,1121330,New confirmed cases by infection date,Likely increasing,0.11
United Kingdom,331698 (234069 -- 488678),331698,342961,78672,234069,289115,315261,351279,386199,488678,New confirmed cases by infection date,Likely increasing,0.088
Germany,243312 (96455 -- 528817),243312,269641,140141,96455,171301,214088,275060,338773,528817,New confirmed cases by infection date,Likely decreasing,0.63
Spain,105574 (35657 -- 374456),105574,148261,190628,35657,67725,89354,127037,171532,374456,New confirmed cases by infection date,Likely increasing,0.12
Poland,95258 (64856 -- 137513),95258,97680,22581,64856,82065,90150,100553,111719,137513,New confirmed cases by infection date,Likely decreasing,0.85
Italy,88780 (63284 -- 122889),88780,90624,18817,63284,77677,84365,93316,101785,122889,New confirmed cases by infection date,Likely increasing,0.21
Belgium,65389 (10443 -- 283343),65389,100108,131369,10443,32836,50466,83971,124225,283343,New confirmed cases by infection date,Stable,0.57
Czechia,65086 (17688 -- 201288),65086,82649,67311,17688,38894,54372,78961,103688,201288,New confirmed cases by infection date,Likely decreasing,0.68
Switzerland,61639 (26696 -- 137550),61639,70122,37912,26696,45011,54737,70117,87356,137550,New confirmed cases by infection date,Likely increasing,0.29
Netherlands,58384 (39259 -- 87764),58384,60302,15623,39259,49528,55043,62012,68741,87764,New confirmed cases by infection date,Likely decreasing,0.92
Denmark,40402 (28362 -- 61463),40402,42088,10622,28362,34861,38155,42787,47545,61463,New confirmed cases by infection date,Increasing,0.031
Norway,34859 (18355 -- 65752),34859,37260,15268,18355,26536,31434,38221,44460,65752,New confirmed cases by infection date,Likely increasing,0.14
Slovakia,24950 (13867 -- 41233),24950,25938,8547,13867,19994,22824,27100,30884,41233,New confirmed cases by infection date,Decreasing,0.99
Greece,20874 (14189 -- 30491),20874,21346,5166,14189,17868,19704,21966,24074,30491,New confirmed cases by infection date,Likely decreasing,0.78
Portugal,20830 (13600 -- 31445),20830,21488,5596,13600,17663,19544,22343,24470,31445,New confirmed cases by infection date,Likely increasing,0.35
Ireland,17293 (11304 -- 25433),17293,17707,4431,11304,14510,16234,18469,20383,25433,New confirmed cases by infection date,Likely decreasing,0.85
Sweden,15196 (9043 -- 24970),15196,15841,5231,9043,12368,14087,16280,18352,24970,New confirmed cases by infection date,Likely increasing,0.22
Hungary,12827 (6705 -- 22419),12827,13527,4989,6705,10055,11730,14048,16131,22419,New confirmed cases by infection date,Decreasing,1
Croatia,12335 (7227 -- 21720),12335,13204,4990,7227,9930,11383,13500,15521,21720,New confirmed cases by infection date,Likely decreasing,0.82
Lithuania,7942 (5242 -- 11922),7942,8163,2069,5242,6737,7485,8450,9340,11922,New confirmed cases by infection date,Stable,0.55
Austria,6898 (3902 -- 12508),6898,7373,2863,3902,5409,6279,7502,8643,12508,New confirmed cases by infection date,Decreasing,0.99
Finland,6864 (1542 -- 42602),6864,12643,20108,1542,3786,5547,8707,13368,42602,New confirmed cases by infection date,Likely increasing,0.34
Bulgaria,6271 (3845 -- 10250),6271,6573,2042,3845,5198,5858,6766,7579,10250,New confirmed cases by infection date,Likely decreasing,0.8
Cyprus,5695 (1941 -- 21940),5695,8191,9040,1941,3599,4743,6985,9506,21940,New confirmed cases by infection date,Likely increasing,0.16
