Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,6898 (3902 -- 12508),Decreasing,0.55 (0.4 -- 0.8),-0.1 (-0.16 -- -0.039),-6.7 (-18 -- -4.4)
Belgium,65389 (10443 -- 283343),Stable,0.96 (0.46 -- 1.5),-0.0088 (-0.13 -- 0.072),-79 (9.7 -- -5.2)
Bulgaria,6271 (3845 -- 10250),Likely decreasing,0.87 (0.64 -- 1.2),-0.025 (-0.078 -- 0.03),-27 (23 -- -8.9)
Croatia,12335 (7227 -- 21720),Likely decreasing,0.86 (0.63 -- 1.1),-0.028 (-0.08 -- 0.026),-25 (27 -- -8.6)
Cyprus,5695 (1941 -- 21940),Likely increasing,1.2 (0.81 -- 1.9),0.037 (-0.038 -- 0.12),19 (5.9 -- -18)
Czechia,65086 (17688 -- 201288),Likely decreasing,0.89 (0.49 -- 1.4),-0.021 (-0.12 -- 0.057),-33 (12 -- -5.7)
Denmark,40402 (28362 -- 61463),Increasing,1.2 (1 -- 1.5),0.033 (0.0049 -- 0.071),21 (9.7 -- 140)
Estonia,2571 (1481 -- 4705),Likely increasing,1.1 (0.77 -- 1.6),0.011 (-0.046 -- 0.083),64 (8.4 -- -15)
Finland,6864 (1542 -- 42602),Likely increasing,1.1 (0.6 -- 2.5),0.018 (-0.09 -- 0.18),39 (3.9 -- -7.7)
France,458291 (187613 -- 1121330),Likely increasing,1.3 (0.88 -- 1.7),0.048 (-0.024 -- 0.1),15 (6.8 -- -29)
Germany,243312 (96455 -- 528817),Likely decreasing,0.94 (0.62 -- 1.2),-0.011 (-0.083 -- 0.036),-63 (19 -- -8.3)
Greece,20874 (14189 -- 30491),Likely decreasing,0.91 (0.72 -- 1.1),-0.017 (-0.057 -- 0.022),-42 (31 -- -12)
Hungary,12827 (6705 -- 22419),Decreasing,0.61 (0.41 -- 0.84),-0.087 (-0.15 -- -0.032),-7.9 (-22 -- -4.6)
Iceland,489 (282 -- 873),Likely decreasing,0.93 (0.71 -- 1.3),-0.014 (-0.062 -- 0.042),-50 (16 -- -11)
Ireland,17293 (11304 -- 25433),Likely decreasing,0.91 (0.74 -- 1.1),-0.018 (-0.054 -- 0.01),-39 (66 -- -13)
Italy,88780 (63284 -- 122889),Likely increasing,1.1 (0.9 -- 1.3),0.015 (-0.019 -- 0.047),46 (15 -- -37)
Latvia,3025 (1691 -- 5402),Likely decreasing,0.95 (0.67 -- 1.3),-0.0099 (-0.072 -- 0.05),-70 (14 -- -9.7)
Liechtenstein,353 (69 -- 1361),Stable,1 (0.51 -- 1.7),0.0079 (-0.12 -- 0.098),87 (7.1 -- -5.9)
Lithuania,7942 (5242 -- 11922),Stable,0.98 (0.78 -- 1.2),-0.0028 (-0.044 -- 0.031),-250 (22 -- -16)
Luxembourg,2396 (1228 -- 4458),Likely increasing,1.1 (0.89 -- 1.3),0.019 (-0.02 -- 0.051),37 (14 -- -35)
Malta,409 (198 -- 825),Likely decreasing,0.95 (0.64 -- 1.4),-0.01 (-0.08 -- 0.063),-68 (11 -- -8.6)
Netherlands,58384 (39259 -- 87764),Likely decreasing,0.81 (0.63 -- 1),-0.038 (-0.08 -- 0.005),-18 (140 -- -8.7)
Norway,34859 (18355 -- 65752),Likely increasing,1.3 (0.87 -- 1.8),0.044 (-0.025 -- 0.12),16 (6 -- -27)
Poland,95258 (64856 -- 137513),Likely decreasing,0.9 (0.74 -- 1.1),-0.019 (-0.053 -- 0.013),-37 (53 -- -13)
Portugal,20830 (13600 -- 31445),Likely increasing,1 (0.84 -- 1.3),0.0084 (-0.031 -- 0.043),82 (16 -- -22)
Romania,1767 (625 -- 3856),Decreasing,0.63 (0.35 -- 0.91),-0.082 (-0.17 -- -0.017),-8.5 (-41 -- -4)
Slovakia,24950 (13867 -- 41233),Decreasing,0.73 (0.52 -- 0.91),-0.056 (-0.11 -- -0.017),-12 (-40 -- -6.1)
Slovenia,4427 (2482 -- 8105),Likely decreasing,0.8 (0.57 -- 1.1),-0.041 (-0.098 -- 0.021),-17 (33 -- -7.1)
Spain,105574 (35657 -- 374456),Likely increasing,1.3 (0.86 -- 1.8),0.044 (-0.027 -- 0.12),16 (5.9 -- -26)
Sweden,15196 (9043 -- 24970),Likely increasing,1.1 (0.83 -- 1.5),0.023 (-0.034 -- 0.079),30 (8.7 -- -21)
Switzerland,61639 (26696 -- 137550),Likely increasing,1.1 (0.75 -- 1.5),0.019 (-0.051 -- 0.078),36 (8.9 -- -14)
United Kingdom,331698 (234069 -- 488678),Likely increasing,1.2 (0.96 -- 1.5),0.032 (-0.0081 -- 0.077),22 (9.1 -- -86)
