Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,16619 (8570 -- 38970),Likely decreasing,0.97 (0.78 -- 1.2),-0.04 (-0.31 -- 0.22),-17 (3.2 -- -2.2)
Belgium,10667 (4909 -- 23262),Likely increasing,1.3 (1 -- 1.9),0.33 (0.0018 -- 0.87),2.1 (0.79 -- 380)
Bulgaria,2343 (1200 -- 4588),Stable,1 (0.85 -- 1.4),0.039 (-0.21 -- 0.47),18 (1.5 -- -3.3)
Croatia,2246 (1067 -- 5235),Stable,1 (0.85 -- 1.3),0.007 (-0.21 -- 0.34),100 (2 -- -3.4)
Cyprus,20220 (9802 -- 44214),Increasing,1.2 (1 -- 1.5),0.28 (0.049 -- 0.59),2.5 (1.2 -- 14)
Czechia,1727 (867 -- 4173),Likely increasing,1 (0.9 -- 1.5),0.051 (-0.14 -- 0.5),14 (1.4 -- -5)
Denmark,1263 (622 -- 2581),Likely decreasing,0.96 (0.82 -- 1.1),-0.058 (-0.25 -- 0.18),-12 (3.8 -- -2.8)
Estonia,293 (99 -- 873),Likely decreasing,0.85 (0.65 -- 1),-0.21 (-0.53 -- 0.04),-3.3 (17 -- -1.3)
Finland,3250 (952 -- 15464),Stable,0.99 (0.79 -- 1.3),-0.017 (-0.29 -- 0.35),-41 (2 -- -2.4)
France,169258 (85889 -- 346741),Likely decreasing,0.92 (0.72 -- 1.2),-0.11 (-0.42 -- 0.21),-6.6 (3.4 -- -1.6)
Germany,24795 (11128 -- 66868),Likely decreasing,0.95 (0.73 -- 1.3),-0.071 (-0.4 -- 0.3),-9.8 (2.3 -- -1.7)
Greece,84649 (47821 -- 161516),Increasing,1.3 (1 -- 1.6),0.38 (0.044 -- 0.59),1.8 (1.2 -- 16)
Hungary,768 (340 -- 2020),Likely increasing,1 (0.89 -- 1.4),0.058 (-0.15 -- 0.48),12 (1.4 -- -4.6)
Iceland,503 (218 -- 1355),Likely increasing,1.2 (0.97 -- 1.5),0.18 (-0.039 -- 0.53),3.8 (1.3 -- -18)
Ireland,11157 (6312 -- 24581),Increasing,1.2 (1.1 -- 1.6),0.28 (0.11 -- 0.62),2.5 (1.1 -- 6.1)
Italy,86607 (44201 -- 196240),Likely decreasing,0.92 (0.78 -- 1.1),-0.11 (-0.3 -- 0.11),-6.5 (6.1 -- -2.3)
Lithuania,1283 (667 -- 2663),Stable,0.99 (0.87 -- 1.3),-0.011 (-0.17 -- 0.33),-65 (2.1 -- -4)
Luxembourg,1022 (514 -- 2308),Likely increasing,1.1 (0.98 -- 1.4),0.14 (-0.031 -- 0.41),5.1 (1.7 -- -22)
Malta,4008 (1941 -- 8809),Increasing,1.2 (1 -- 1.3),0.19 (0.045 -- 0.39),3.6 (1.8 -- 15)
Netherlands,1146 (616 -- 2322),Likely decreasing,0.95 (0.83 -- 1.1),-0.067 (-0.23 -- 0.18),-10 (3.9 -- -3.1)
Norway,2934 (1507 -- 5935),Likely increasing,1.1 (0.97 -- 1.5),0.16 (-0.043 -- 0.5),4.3 (1.4 -- -16)
Poland,1329 (592 -- 3403),Likely decreasing,0.94 (0.79 -- 1.1),-0.084 (-0.29 -- 0.18),-8.2 (4 -- -2.4)
Portugal,38346 (23733 -- 72277),Increasing,1.2 (1 -- 1.3),0.2 (0.05 -- 0.36),3.4 (1.9 -- 14)
Romania,14802 (8439 -- 25472),Increasing,1.3 (1 -- 1.5),0.38 (0.012 -- 0.57),1.8 (1.2 -- 59)
Slovakia,363 (151 -- 1045),Likely decreasing,0.97 (0.82 -- 1.2),-0.042 (-0.26 -- 0.27),-16 (2.6 -- -2.7)
Slovenia,240 (99 -- 682),Likely decreasing,0.9 (0.75 -- 1.1),-0.13 (-0.36 -- 0.15),-5.4 (4.5 -- -1.9)
Spain,57958 (24781 -- 154411),Likely decreasing,0.94 (0.7 -- 1.2),-0.081 (-0.44 -- 0.24),-8.6 (2.8 -- -1.6)
Sweden,3291 (1828 -- 5954),Stable,1 (0.87 -- 1.3),0.031 (-0.18 -- 0.35),22 (2 -- -3.9)
