region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Ireland,1.2 (1.1 -- 1.6),1.2,1.3,0.16,1.1,1.2,1.2,1.3,1.3,1.6,Effective reproduction no.,Increasing,0.0045
Malta,1.2 (1 -- 1.3),1.2,1.2,0.1,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.023
Portugal,1.2 (1 -- 1.3),1.2,1.2,0.086,1,1.1,1.2,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.016
Luxembourg,1.1 (0.98 -- 1.4),1.1,1.1,0.12,0.98,1.1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.086
Norway,1.1 (0.97 -- 1.5),1.1,1.2,0.16,0.97,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.099
Bulgaria,1 (0.85 -- 1.4),1,1.1,0.19,0.85,0.92,0.98,1.1,1.2,1.4,Effective reproduction no.,Stable,0.45
Croatia,1 (0.85 -- 1.3),1,1,0.15,0.85,0.93,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.48
Czechia,1 (0.9 -- 1.5),1,1.1,0.18,0.9,0.98,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.34
Hungary,1 (0.89 -- 1.4),1,1.1,0.17,0.89,0.97,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.35
Sweden,1 (0.87 -- 1.3),1,1.1,0.14,0.87,0.95,0.99,1.1,1.1,1.3,Effective reproduction no.,Stable,0.44
Finland,0.99 (0.79 -- 1.3),0.99,1,0.16,0.79,0.92,0.96,1,1.1,1.3,Effective reproduction no.,Stable,0.53
Lithuania,0.99 (0.87 -- 1.3),0.99,1,0.14,0.87,0.94,0.97,1,1.1,1.3,Effective reproduction no.,Stable,0.53
Austria,0.97 (0.78 -- 1.2),0.97,0.98,0.12,0.78,0.9,0.94,1,1,1.2,Effective reproduction no.,Likely decreasing,0.61
Slovakia,0.97 (0.82 -- 1.2),0.97,0.99,0.13,0.82,0.91,0.95,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.64
Denmark,0.96 (0.82 -- 1.1),0.96,0.97,0.1,0.82,0.9,0.94,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.71
Germany,0.95 (0.73 -- 1.3),0.95,0.97,0.17,0.73,0.86,0.92,0.98,1,1.3,Effective reproduction no.,Likely decreasing,0.65
Netherlands,0.95 (0.83 -- 1.1),0.95,0.96,0.1,0.83,0.9,0.93,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.71
Poland,0.94 (0.79 -- 1.1),0.94,0.95,0.12,0.79,0.88,0.92,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.76
Spain,0.94 (0.7 -- 1.2),0.94,0.95,0.15,0.7,0.86,0.91,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.71
France,0.92 (0.72 -- 1.2),0.92,0.93,0.14,0.72,0.83,0.88,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.71
Italy,0.92 (0.78 -- 1.1),0.92,0.93,0.092,0.78,0.87,0.9,0.94,0.97,1.1,Effective reproduction no.,Likely decreasing,0.85
Slovenia,0.9 (0.75 -- 1.1),0.9,0.91,0.12,0.75,0.84,0.88,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.81
Estonia,0.85 (0.65 -- 1),0.85,0.85,0.12,0.65,0.78,0.82,0.87,0.92,1,Effective reproduction no.,Likely decreasing,0.92
