forecaster_id,forecast_date,expert,leaderboard,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,forecast_duration,forecast_week
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,74078,0.086,1,2021-03-20,2021-03-15T00:00:00Z,Germany,cases,DE,,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,83230,0.093,2,2021-03-27,2021-03-15T00:00:00Z,Germany,cases,DE,,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,99559,0.102,3,2021-04-03,2021-03-15T00:00:00Z,Germany,cases,DE,,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,120317,0.156,4,2021-04-10,2021-03-15T00:00:00Z,Germany,cases,DE,,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,74100,0.086,1,2021-03-20,2021-03-15T00:00:00Z,Germany,cases,DE,10.8281305472056,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,83230,0.092,2,2021-03-27,2021-03-15T00:00:00Z,Germany,cases,DE,10.8281305472056,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,99559,0.099,3,2021-04-03,2021-03-15T00:00:00Z,Germany,cases,DE,10.8281305472056,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,120361,0.107,4,2021-04-10,2021-03-15T00:00:00Z,Germany,cases,DE,10.8281305472056,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,74078,0.086,1,2021-03-20,2021-03-15T00:00:00Z,Germany,cases,DE,5.82784645557404,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,83230,0.088,2,2021-03-27,2021-03-15T00:00:00Z,Germany,cases,DE,5.82784645557404,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,99559,0.09,3,2021-04-03,2021-03-15T00:00:00Z,Germany,cases,DE,5.82784645557404,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,120531,0.095,4,2021-04-10,2021-03-15T00:00:00Z,Germany,cases,DE,5.82784645557404,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,74078,0.086,1,2021-03-20,2021-03-15T00:00:00Z,Germany,cases,DE,52.3784327030182,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,83230,0.09,2,2021-03-27,2021-03-15T00:00:00Z,Germany,cases,DE,52.3784327030182,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,99559,0.094,3,2021-04-03,2021-03-15T00:00:00Z,Germany,cases,DE,52.3784327030182,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,120531,0.098,4,2021-04-10,2021-03-15T00:00:00Z,Germany,cases,DE,52.3784327030182,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,74078,0.086,1,2021-03-20,2021-03-15T00:00:00Z,Germany,cases,DE,108.686631464958,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,83230,0.087,2,2021-03-27,2021-03-15T00:00:00Z,Germany,cases,DE,108.686631464958,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,99559,0.088,3,2021-04-03,2021-03-15T00:00:00Z,Germany,cases,DE,108.686631464958,10
778898,2021-03-13T00:00:00Z,FALSE,yes,log-normal,120531,0.089,4,2021-04-10,2021-03-15T00:00:00Z,Germany,cases,DE,108.686631464958,10
778898,2021-03-14T00:00:00Z,FALSE,yes,log-normal,74078,0.05,1,2021-03-20,2021-03-15T00:00:00Z,Germany,cases,DE,644.094745635986,11
778898,2021-03-14T00:00:00Z,FALSE,yes,log-normal,83230,0.075,2,2021-03-27,2021-03-15T00:00:00Z,Germany,cases,DE,644.094745635986,11
778898,2021-03-14T00:00:00Z,FALSE,yes,log-normal,99559,0.1,3,2021-04-03,2021-03-15T00:00:00Z,Germany,cases,DE,644.094745635986,11
778898,2021-03-14T00:00:00Z,FALSE,yes,log-normal,120531,0.125,4,2021-04-10,2021-03-15T00:00:00Z,Germany,cases,DE,644.094745635986,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,38134.62,0.082,1,2021-03-20,2021-03-15T00:00:00Z,Netherlands,cases,NL,,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,40500.71,0.112,2,2021-03-27,2021-03-15T00:00:00Z,Netherlands,cases,NL,,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,41789.22,0.132,3,2021-04-03,2021-03-15T00:00:00Z,Netherlands,cases,NL,,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,41903.43,0.162,4,2021-04-10,2021-03-15T00:00:00Z,Netherlands,cases,NL,,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.1,1,2021-03-20,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.61994643211365,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.15,2,2021-03-27,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.61994643211365,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.2,3,2021-04-03,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.61994643211365,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.25,4,2021-04-10,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.61994643211365,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,40844,0.071,1,2021-03-20,2021-03-15T00:00:00Z,United Kingdom,cases,GB,1.29512116909027,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,40844,0.091,2,2021-03-27,2021-03-15T00:00:00Z,United Kingdom,cases,GB,1.29512116909027,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,40844,0.121,3,2021-04-03,2021-03-15T00:00:00Z,United Kingdom,cases,GB,1.29512116909027,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,40844,0.151,4,2021-04-10,2021-03-15T00:00:00Z,United Kingdom,cases,GB,1.29512116909027,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,728.44,0.151,1,2021-03-20,2021-03-15T00:00:00Z,United Kingdom,deaths,GB,1.42315227985382,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,539.89,0.181,2,2021-03-27,2021-03-15T00:00:00Z,United Kingdom,deaths,GB,1.42315227985382,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,426.72,0.211,3,2021-04-03,2021-03-15T00:00:00Z,United Kingdom,deaths,GB,1.42315227985382,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,397,0.281,4,2021-04-10,2021-03-15T00:00:00Z,United Kingdom,deaths,GB,1.42315227985382,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.08,1,2021-03-20,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.22297630310059,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.12,2,2021-03-27,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.22297630310059,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.16,3,2021-04-03,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.22297630310059,11
89444,2021-03-15T00:00:00Z,TRUE,anonymous,log-normal,244,0.2,4,2021-04-10,2021-03-15T00:00:00Z,Netherlands,deaths,NL,1.22297630310059,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,76082.75,0.16,1,2021-03-20,2021-03-15T00:00:00Z,Germany,cases,DE,,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,80672.03,0.24,2,2021-03-27,2021-03-15T00:00:00Z,Germany,cases,DE,,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,81181.95,0.38,3,2021-04-03,2021-03-15T00:00:00Z,Germany,cases,DE,,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,78377.39,0.46,4,2021-04-10,2021-03-15T00:00:00Z,Germany,cases,DE,,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,1155.65,0.12,1,2021-03-20,2021-03-15T00:00:00Z,Germany,deaths,DE,32.3564462661743,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,1056.15,0.18,2,2021-03-27,2021-03-15T00:00:00Z,Germany,deaths,DE,32.3564462661743,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,956.65,0.24,3,2021-04-03,2021-03-15T00:00:00Z,Germany,deaths,DE,32.3564462661743,11
593160,2021-03-15T00:00:00Z,TRUE,yes,log-normal,1101.38,0.26,4,2021-04-10,2021-03-15T00:00:00Z,Germany,deaths,DE,32.3564462661743,11
