Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,30195 (19135 -- 48990),Increasing,1.5 (1.1 -- 1.9),0.071 (0.022 -- 0.12),9.7 (5.7 -- 32)
Belgium,63016 (45833 -- 86359),Increasing,1.7 (1.5 -- 2.1),0.1 (0.07 -- 0.14),6.6 (5 -- 10)
Bulgaria,42616 (25283 -- 73055),Increasing,1.4 (1.1 -- 1.9),0.064 (0.0099 -- 0.13),11 (5.4 -- 70)
Croatia,31858 (20147 -- 51911),Increasing,1.8 (1.4 -- 2.5),0.12 (0.066 -- 0.18),6 (3.9 -- 11)
Cyprus,529 (249 -- 1625),Likely decreasing,0.96 (0.77 -- 1.4),-0.0066 (-0.046 -- 0.061),-100 (11 -- -15)
Czechia,26588 (15475 -- 54114),Increasing,1.5 (1.2 -- 2),0.076 (0.038 -- 0.14),9.2 (5 -- 18)
Denmark,11957 (7403 -- 20531),Increasing,1.7 (1.2 -- 2.3),0.096 (0.041 -- 0.16),7.2 (4.3 -- 17)
Estonia,8592 (6257 -- 11820),Increasing,1.2 (1 -- 1.3),0.026 (0.0031 -- 0.043),26 (16 -- 230)
Finland,2056 (908 -- 5664),Likely decreasing,0.96 (0.74 -- 1.3),-0.0071 (-0.054 -- 0.043),-97 (16 -- -13)
France,21033 (8595 -- 78743),Likely decreasing,0.95 (0.73 -- 1.5),-0.0098 (-0.056 -- 0.075),-71 (9.2 -- -12)
Germany,106729 (46033 -- 293335),Likely increasing,1.3 (0.88 -- 2),0.043 (-0.023 -- 0.13),16 (5.3 -- -30)
Greece,22248 (15918 -- 31364),Increasing,1.2 (1 -- 1.5),0.039 (0.0048 -- 0.071),18 (9.7 -- 150)
Hungary,19478 (9771 -- 41531),Increasing,1.6 (1.2 -- 2.4),0.092 (0.035 -- 0.17),7.6 (4.1 -- 20)
Iceland,326 (115 -- 1036),Likely increasing,1.2 (0.75 -- 1.8),0.027 (-0.052 -- 0.11),25 (6.4 -- -13)
Ireland,11427 (6649 -- 23496),Likely increasing,1.1 (0.94 -- 1.4),0.015 (-0.01 -- 0.066),45 (10 -- -67)
Italy,28556 (21018 -- 39734),Increasing,1.5 (1.2 -- 1.8),0.074 (0.04 -- 0.11),9.4 (6.1 -- 18)
Latvia,18627 (11122 -- 27574),Likely increasing,1.2 (0.87 -- 1.4),0.031 (-0.024 -- 0.058),23 (12 -- -29)
Liechtenstein,63 (15 -- 248),Likely increasing,1.7 (0.79 -- 3.3),0.096 (-0.042 -- 0.23),7.2 (3 -- -16)
Lithuania,17563 (12619 -- 24513),Likely increasing,1.1 (0.96 -- 1.2),0.016 (-0.0066 -- 0.037),43 (19 -- -100)
Luxembourg,687 (484 -- 1086),Likely increasing,1.1 (0.96 -- 1.3),0.015 (-0.0068 -- 0.05),45 (14 -- -100)
Malta,41 (12 -- 88),Likely decreasing,0.79 (0.39 -- 1.1),-0.043 (-0.16 -- 0.018),-16 (38 -- -4.3)
Netherlands,42657 (22897 -- 82980),Increasing,1.4 (1 -- 1.9),0.06 (0.0054 -- 0.12),12 (5.9 -- 130)
Norway,7215 (3642 -- 16551),Increasing,1.7 (1.1 -- 2.8),0.098 (0.019 -- 0.2),7.1 (3.5 -- 36)
Poland,60932 (44554 -- 86261),Increasing,1.7 (1.5 -- 2.1),0.1 (0.074 -- 0.14),6.7 (4.8 -- 9.4)
Portugal,4454 (3078 -- 6537),Likely increasing,1.1 (0.93 -- 1.4),0.024 (-0.012 -- 0.062),28 (11 -- -57)
Romania,71381 (50849 -- 99121),Likely decreasing,0.93 (0.73 -- 1.1),-0.014 (-0.056 -- 0.015),-51 (46 -- -12)
Slovakia,20644 (8985 -- 50403),Likely increasing,1.3 (0.9 -- 1.8),0.044 (-0.018 -- 0.12),16 (6 -- -38)
Slovenia,17558 (10281 -- 29307),Increasing,1.5 (1 -- 2.2),0.081 (0.0039 -- 0.15),8.5 (4.7 -- 180)
Spain,8803 (4256 -- 21695),Stable,1 (0.78 -- 1.5),0.004 (-0.044 -- 0.075),170 (9.3 -- -16)
Sweden,3108 (1979 -- 5051),Stable,1 (0.8 -- 1.3),0.004 (-0.04 -- 0.051),170 (14 -- -17)
Switzerland,4840 (2042 -- 16248),Stable,0.96 (0.72 -- 1.6),-0.0073 (-0.057 -- 0.087),-95 (7.9 -- -12)
United Kingdom,266457 (198699 -- 357325),Likely increasing,1.1 (0.93 -- 1.2),0.016 (-0.013 -- 0.037),45 (19 -- -54)
