Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,13865 (6464 -- 35204),Likely decreasing,0.9 (0.68 -- 1.1),-0.14 (-0.48 -- 0.11),-4.9 (6.3 -- -1.4)
Belgium,3393 (1622 -- 6663),Stable,0.98 (0.81 -- 1.4),-0.026 (-0.27 -- 0.46),-27 (1.5 -- -2.6)
Bulgaria,1267 (837 -- 2171),Decreasing,0.83 (0.75 -- 0.95),-0.24 (-0.35 -- -0.069),-2.9 (-10 -- -2)
Croatia,1227 (558 -- 3588),Likely decreasing,0.84 (0.68 -- 1),-0.22 (-0.48 -- 0.045),-3.1 (15 -- -1.4)
Cyprus,4862 (2422 -- 12575),Likely decreasing,0.91 (0.75 -- 1.1),-0.12 (-0.36 -- 0.13),-5.8 (5.3 -- -1.9)
Czechia,826 (440 -- 1663),Likely decreasing,0.88 (0.75 -- 1.1),-0.16 (-0.35 -- 0.18),-4.4 (3.9 -- -2)
Denmark,977 (491 -- 2507),Likely decreasing,0.86 (0.7 -- 1),-0.19 (-0.43 -- 0.04),-3.6 (17 -- -1.6)
Estonia,495 (263 -- 1091),Likely decreasing,0.89 (0.74 -- 1.2),-0.15 (-0.37 -- 0.2),-4.5 (3.5 -- -1.9)
Finland,2077 (677 -- 7680),Likely decreasing,0.85 (0.68 -- 1),-0.21 (-0.47 -- 0.043),-3.3 (16 -- -1.5)
France,193438 (82542 -- 558984),Likely decreasing,0.89 (0.68 -- 1.1),-0.15 (-0.47 -- 0.15),-4.7 (4.7 -- -1.5)
Germany,15497 (8580 -- 38847),Decreasing,0.78 (0.65 -- 0.98),-0.31 (-0.54 -- -0.021),-2.3 (-33 -- -1.3)
Greece,41638 (21752 -- 74914),Likely increasing,1.2 (0.9 -- 1.5),0.26 (-0.14 -- 0.52),2.6 (1.3 -- -5)
Hungary,284 (135 -- 688),Likely decreasing,0.85 (0.7 -- 1.1),-0.21 (-0.45 -- 0.071),-3.3 (9.7 -- -1.6)
Iceland,334 (142 -- 879),Likely increasing,1 (0.89 -- 1.4),0.049 (-0.15 -- 0.39),14 (1.8 -- -4.7)
Ireland,4938 (2528 -- 9757),Likely increasing,1.1 (0.9 -- 1.6),0.093 (-0.13 -- 0.63),7.4 (1.1 -- -5.2)
Italy,34324 (21254 -- 61057),Decreasing,0.8 (0.7 -- 0.93),-0.28 (-0.45 -- -0.085),-2.5 (-8.2 -- -1.6)
Latvia,292 (128 -- 751),Likely decreasing,0.91 (0.75 -- 1),-0.13 (-0.36 -- 0.033),-5.5 (21 -- -1.9)
Lithuania,861 (486 -- 1704),Likely decreasing,0.9 (0.78 -- 1.1),-0.14 (-0.31 -- 0.16),-5.1 (4.2 -- -2.3)
Luxembourg,649 (309 -- 1623),Stable,1 (0.87 -- 1.4),-0.0015 (-0.17 -- 0.4),-470 (1.7 -- -4.1)
Malta,2387 (1190 -- 5312),Likely increasing,1.1 (0.99 -- 1.3),0.14 (-0.012 -- 0.37),4.8 (1.9 -- -58)
Netherlands,832 (528 -- 1649),Decreasing,0.87 (0.76 -- 1),-0.17 (-0.34 -- 0.0032),-4 (220 -- -2.1)
Norway,1503 (861 -- 3004),Likely decreasing,0.96 (0.85 -- 1.2),-0.051 (-0.2 -- 0.25),-14 (2.8 -- -3.5)
Poland,915 (428 -- 2340),Decreasing,0.82 (0.67 -- 0.99),-0.24 (-0.5 -- -0.014),-2.9 (-50 -- -1.4)
Portugal,20215 (11181 -- 37393),Stable,1 (0.89 -- 1.2),0.016 (-0.15 -- 0.24),44 (2.8 -- -4.7)
Romania,6136 (3164 -- 12737),Likely decreasing,0.93 (0.81 -- 1.2),-0.087 (-0.27 -- 0.28),-7.9 (2.5 -- -2.6)
Slovakia,219 (88 -- 631),Decreasing,0.78 (0.61 -- 0.95),-0.31 (-0.6 -- -0.058),-2.3 (-12 -- -1.2)
Slovenia,173 (66 -- 569),Decreasing,0.78 (0.62 -- 0.96),-0.31 (-0.59 -- -0.045),-2.2 (-15 -- -1.2)
Spain,44856 (16586 -- 152751),Likely decreasing,0.79 (0.56 -- 1.1),-0.29 (-0.69 -- 0.072),-2.4 (9.6 -- -1)
Sweden,2316 (1352 -- 4506),Likely decreasing,0.89 (0.8 -- 1.1),-0.14 (-0.28 -- 0.11),-4.8 (6.2 -- -2.5)
