Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,41055 (16784 -- 107509),Likely decreasing,0.9 (0.72 -- 1.1),-0.14 (-0.41 -- 0.072),-5.1 (9.6 -- -1.7)
Bulgaria,14895 (8144 -- 31491),Likely decreasing,0.87 (0.73 -- 1),-0.18 (-0.39 -- 0.01),-3.9 (68 -- -1.8)
Croatia,102500 (38001 -- 303948),Stable,1 (0.81 -- 1.3),0.025 (-0.27 -- 0.32),28 (2.2 -- -2.6)
Czechia,21181 (8085 -- 73881),Decreasing,0.64 (0.48 -- 0.87),-0.54 (-0.89 -- -0.17),-1.3 (-4 -- -0.78)
Estonia,5249 (2735 -- 12737),Decreasing,0.77 (0.63 -- 0.97),-0.32 (-0.56 -- -0.035),-2.2 (-20 -- -1.2)
Greece,128320 (54905 -- 443923),Likely decreasing,0.59 (0.44 -- 1),-0.64 (-0.97 -- 0.045),-1.1 (15 -- -0.72)
Hungary,5420 (2152 -- 18912),Decreasing,0.66 (0.5 -- 0.9),-0.51 (-0.84 -- -0.14),-1.4 (-5.1 -- -0.82)
Iceland,159 (74 -- 366),Decreasing,0.68 (0.52 -- 0.85),-0.48 (-0.8 -- -0.21),-1.4 (-3.3 -- -0.86)
Ireland,23521 (11310 -- 57885),Likely increasing,1.1 (0.9 -- 1.2),0.074 (-0.14 -- 0.23),9.3 (3 -- -5.1)
Italy,37126 (11915 -- 245262),Decreasing,0.46 (0.28 -- 0.88),-0.94 (-1.5 -- -0.17),-0.74 (-4.2 -- -0.47)
Latvia,5994 (3011 -- 12531),Stable,0.99 (0.84 -- 1.2),-0.016 (-0.22 -- 0.21),-44 (3.4 -- -3.2)
Lithuania,14504 (4037 -- 67719),Likely decreasing,0.92 (0.72 -- 1.2),-0.11 (-0.41 -- 0.22),-6.3 (3.1 -- -1.7)
Luxembourg,2851 (1125 -- 8543),Decreasing,0.78 (0.61 -- 0.97),-0.31 (-0.61 -- -0.039),-2.3 (-18 -- -1.1)
Malta,4509 (1201 -- 16724),Likely increasing,1.2 (0.96 -- 1.5),0.22 (-0.047 -- 0.56),3.1 (1.2 -- -15)
Netherlands,11264 (5192 -- 26989),Decreasing,0.77 (0.63 -- 0.98),-0.33 (-0.58 -- -0.024),-2.1 (-29 -- -1.2)
Norway,4252 (2468 -- 8214),Decreasing,0.65 (0.57 -- 0.77),-0.52 (-0.69 -- -0.33),-1.3 (-2.1 -- -1)
Poland,69287 (29867 -- 198926),Decreasing,0.77 (0.61 -- 0.95),-0.33 (-0.61 -- -0.061),-2.1 (-11 -- -1.1)
Portugal,8538 (3945 -- 21255),Decreasing,0.73 (0.56 -- 0.99),-0.39 (-0.71 -- -0.012),-1.8 (-57 -- -0.97)
Romania,48618 (25554 -- 101181),Likely increasing,1 (0.89 -- 1.1),0.038 (-0.15 -- 0.15),18 (4.6 -- -4.8)
Slovakia,7118 (2000 -- 28047),Likely decreasing,0.9 (0.65 -- 1.1),-0.14 (-0.52 -- 0.14),-5 (4.8 -- -1.3)
Slovenia,2031 (1060 -- 4465),Decreasing,0.61 (0.51 -- 0.75),-0.61 (-0.82 -- -0.36),-1.1 (-1.9 -- -0.85)
Sweden,5649 (3335 -- 10359),Decreasing,0.64 (0.57 -- 0.74),-0.55 (-0.69 -- -0.38),-1.3 (-1.8 -- -1)
