Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,14446 (5266 -- 33090),Stable,1 (0.62 -- 1.4),0.0011 (-0.085 -- 0.057),610 (12 -- -8.2)
Belgium,2261 (257 -- 15987),Stable,1 (0.35 -- 1.9),0.0048 (-0.17 -- 0.12),140 (5.6 -- -4)
Bulgaria,251 (106 -- 669),Likely increasing,1.1 (0.79 -- 1.7),0.025 (-0.043 -- 0.1),28 (6.9 -- -16)
Croatia,36 (7 -- 154),Likely decreasing,0.81 (0.46 -- 1.2),-0.038 (-0.13 -- 0.041),-18 (17 -- -5.2)
Cyprus,529 (206 -- 1557),Likely decreasing,0.97 (0.68 -- 1.4),-0.0051 (-0.068 -- 0.061),-140 (11 -- -10)
Czechia,1892 (1041 -- 3538),Likely decreasing,0.94 (0.66 -- 1.3),-0.012 (-0.073 -- 0.055),-57 (13 -- -9.5)
Denmark,270 (86 -- 1180),Stable,0.95 (0.63 -- 1.7),-0.0093 (-0.081 -- 0.097),-74 (7.2 -- -8.5)
Estonia,53 (15 -- 247),Likely decreasing,0.95 (0.64 -- 1.5),-0.009 (-0.077 -- 0.079),-77 (8.8 -- -8.9)
Finland,171 (42 -- 787),Likely decreasing,0.89 (0.61 -- 1.3),-0.021 (-0.087 -- 0.053),-33 (13 -- -7.9)
France,23749 (10945 -- 52927),Likely increasing,1.7 (0.98 -- 3),0.099 (-0.0044 -- 0.22),7 (3.2 -- -160)
Germany,25190 (3592 -- 82429),Likely decreasing,0.94 (0.43 -- 1.3),-0.011 (-0.14 -- 0.053),-61 (13 -- -4.8)
Hungary,129 (27 -- 1145),Likely decreasing,0.94 (0.51 -- 2.1),-0.012 (-0.12 -- 0.15),-60 (4.7 -- -5.9)
Italy,8264 (2774 -- 24352),Likely decreasing,0.95 (0.62 -- 1.4),-0.0094 (-0.085 -- 0.065),-74 (11 -- -8.2)
Latvia,69 (16 -- 332),Stable,1 (0.52 -- 2.1),0.0085 (-0.11 -- 0.14),81 (5 -- -6.2)
Liechtenstein,5 (1 -- 34),Stable,0.99 (0.54 -- 1.6),-0.0026 (-0.11 -- 0.092),-270 (7.5 -- -6.3)
Lithuania,745 (344 -- 1583),Stable,1 (0.75 -- 1.3),-6e-05 (-0.051 -- 0.042),-11000 (16 -- -13)
Luxembourg,109 (34 -- 522),Likely decreasing,0.94 (0.7 -- 1.6),-0.01 (-0.062 -- 0.084),-67 (8.2 -- -11)
Malta,23 (2 -- 201),Stable,1.2 (0.36 -- 3.1),0.027 (-0.17 -- 0.22),26 (3.1 -- -4)
Netherlands,517 (45 -- 4997),Likely decreasing,0.91 (0.28 -- 2),-0.017 (-0.21 -- 0.13),-40 (5.2 -- -3.3)
Norway,138 (78 -- 249),Likely increasing,1.1 (0.77 -- 1.4),0.0094 (-0.047 -- 0.063),74 (11 -- -15)
Poland,7701 (4169 -- 14444),Likely increasing,1.1 (0.75 -- 1.5),0.012 (-0.05 -- 0.076),59 (9.1 -- -14)
Romania,2459 (1181 -- 4714),Likely increasing,1.1 (0.78 -- 1.5),0.018 (-0.045 -- 0.07),39 (9.9 -- -15)
Slovakia,727 (408 -- 1325),Likely increasing,1.1 (0.83 -- 1.5),0.018 (-0.033 -- 0.077),38 (9 -- -21)
Slovenia,1131 (626 -- 2031),Likely increasing,1.1 (0.79 -- 1.5),0.017 (-0.042 -- 0.075),41 (9.3 -- -17)
Spain,589 (72 -- 3521),Likely decreasing,0.87 (0.44 -- 1.5),-0.026 (-0.14 -- 0.07),-26 (10 -- -4.9)
Sweden,248 (115 -- 574),Stable,0.98 (0.75 -- 1.4),-0.0032 (-0.051 -- 0.065),-210 (11 -- -14)
Switzerland,209 (47 -- 1307),Likely decreasing,0.93 (0.59 -- 1.9),-0.013 (-0.091 -- 0.12),-52 (5.8 -- -7.6)
United Kingdom,6527 (2206 -- 25800),Stable,1 (0.76 -- 1.5),0.0021 (-0.049 -- 0.08),330 (8.7 -- -14)
