region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Malta,23 (2 -- 201),23,66,373,2,9,16,32,54,201,New confirmed cases by infection date,Stable,0.4
Liechtenstein,5 (1 -- 34),5,11,26,1,3,4,7,11,34,New confirmed cases by infection date,Stable,0.54
France,1.7 (0.98 -- 3),1.7,1.8,0.67,0.98,1.3,1.5,1.8,2.1,3,Effective reproduction no.,Likely increasing,0.056
Malta,1.2 (0.36 -- 3.1),1.2,1.4,0.96,0.36,0.78,1,1.3,1.7,3.1,Effective reproduction no.,Stable,0.4
Bulgaria,1.1 (0.79 -- 1.7),1.1,1.2,0.3,0.79,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.24
Norway,1.1 (0.77 -- 1.4),1.1,1.1,0.2,0.77,0.94,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.37
Poland,1.1 (0.75 -- 1.5),1.1,1.1,0.23,0.75,0.93,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.37
Romania,1.1 (0.78 -- 1.5),1.1,1.1,0.21,0.78,1,1.1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.26
Slovakia,1.1 (0.83 -- 1.5),1.1,1.1,0.22,0.83,0.99,1.1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.26
Slovenia,1.1 (0.79 -- 1.5),1.1,1.1,0.22,0.79,0.97,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.31
Austria,1 (0.62 -- 1.4),1,1,0.24,0.62,0.86,0.95,1.1,1.1,1.4,Effective reproduction no.,Stable,0.49
Belgium,1 (0.35 -- 1.9),1,1.1,0.64,0.35,0.8,0.97,1.1,1.2,1.9,Effective reproduction no.,Stable,0.45
Latvia,1 (0.52 -- 2.1),1,1.2,0.54,0.52,0.84,0.97,1.1,1.3,2.1,Effective reproduction no.,Stable,0.44
Lithuania,1 (0.75 -- 1.3),1,1,0.17,0.75,0.94,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.5
United Kingdom,1 (0.76 -- 1.5),1,1.1,0.25,0.76,0.94,0.98,1,1.1,1.5,Effective reproduction no.,Stable,0.46
Liechtenstein,0.99 (0.54 -- 1.6),0.99,1,0.34,0.54,0.88,0.95,1,1.1,1.6,Effective reproduction no.,Stable,0.54
Sweden,0.98 (0.75 -- 1.4),0.98,1,0.24,0.75,0.87,0.94,1,1.1,1.4,Effective reproduction no.,Stable,0.53
Cyprus,0.97 (0.68 -- 1.4),0.97,1,0.24,0.68,0.9,0.95,1,1.1,1.4,Effective reproduction no.,Likely decreasing,0.6
Denmark,0.95 (0.63 -- 1.7),0.95,1,0.34,0.63,0.84,0.9,1,1.1,1.7,Effective reproduction no.,Stable,0.58
Estonia,0.95 (0.64 -- 1.5),0.95,1,0.37,0.64,0.86,0.92,0.98,1.1,1.5,Effective reproduction no.,Likely decreasing,0.64
Italy,0.95 (0.62 -- 1.4),0.95,0.99,0.28,0.62,0.84,0.91,1,1.1,1.4,Effective reproduction no.,Likely decreasing,0.61
Czechia,0.94 (0.66 -- 1.3),0.94,0.96,0.22,0.66,0.82,0.89,0.98,1.1,1.3,Effective reproduction no.,Likely decreasing,0.63
Germany,0.94 (0.43 -- 1.3),0.94,0.92,0.3,0.43,0.8,0.9,0.97,1,1.3,Effective reproduction no.,Likely decreasing,0.69
Hungary,0.94 (0.51 -- 2.1),0.94,1.1,0.67,0.51,0.81,0.89,1,1.2,2.1,Effective reproduction no.,Likely decreasing,0.6
Luxembourg,0.94 (0.7 -- 1.6),0.94,1,0.37,0.7,0.87,0.92,0.98,1.1,1.6,Effective reproduction no.,Likely decreasing,0.64
Switzerland,0.93 (0.59 -- 1.9),0.93,1.1,0.49,0.59,0.82,0.89,0.98,1.1,1.9,Effective reproduction no.,Likely decreasing,0.63
Netherlands,0.91 (0.28 -- 2),0.91,1,0.64,0.28,0.66,0.83,0.99,1.2,2,Effective reproduction no.,Likely decreasing,0.61
Finland,0.89 (0.61 -- 1.3),0.89,0.93,0.3,0.61,0.8,0.86,0.92,0.98,1.3,Effective reproduction no.,Likely decreasing,0.78
Spain,0.87 (0.44 -- 1.5),0.87,0.9,0.39,0.44,0.72,0.82,0.91,0.99,1.5,Effective reproduction no.,Likely decreasing,0.76
Croatia,0.81 (0.46 -- 1.2),0.81,0.82,0.26,0.46,0.69,0.77,0.84,0.91,1.2,Effective reproduction no.,Likely decreasing,0.85
