region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,25190 (3592 -- 82429),25190,33396,36094,3592,14878,21363,30395,40344,82429,New confirmed cases by infection date,Likely decreasing,0.69
France,23749 (10945 -- 52927),23749,26928,14271,10945,17183,20960,26718,32807,52927,New confirmed cases by infection date,Likely increasing,0.056
Austria,14446 (5266 -- 33090),14446,16211,9491,5266,9854,12648,16511,20410,33090,New confirmed cases by infection date,Stable,0.49
Italy,8264 (2774 -- 24352),8264,10678,10723,2774,5617,7169,9543,12515,24352,New confirmed cases by infection date,Likely decreasing,0.61
Poland,7701 (4169 -- 14444),7701,8319,3241,4169,6114,7048,8509,9949,14444,New confirmed cases by infection date,Likely increasing,0.37
United Kingdom,6527 (2206 -- 25800),6527,9556,11451,2206,4260,5544,7748,10768,25800,New confirmed cases by infection date,Stable,0.46
Romania,2459 (1181 -- 4714),2459,2663,1192,1181,1875,2235,2690,3220,4714,New confirmed cases by infection date,Likely increasing,0.26
Belgium,2261 (257 -- 15987),2261,4654,9849,257,1101,1724,2942,4525,15987,New confirmed cases by infection date,Stable,0.45
Czechia,1892 (1041 -- 3538),1892,2047,822,1041,1480,1722,2094,2448,3538,New confirmed cases by infection date,Likely decreasing,0.63
Slovenia,1131 (626 -- 2031),1131,1203,440,626,904,1040,1229,1428,2031,New confirmed cases by infection date,Likely increasing,0.31
Lithuania,745 (344 -- 1583),745,846,481,344,570,679,827,1012,1583,New confirmed cases by infection date,Stable,0.5
Slovakia,727 (408 -- 1325),727,779,304,408,578,669,789,908,1325,New confirmed cases by infection date,Likely increasing,0.26
Spain,589 (72 -- 3521),589,1242,6335,72,281,442,737,1132,3521,New confirmed cases by infection date,Likely decreasing,0.76
Cyprus,529 (206 -- 1557),529,676,650,206,376,459,603,765,1557,New confirmed cases by infection date,Likely decreasing,0.6
Netherlands,517 (45 -- 4997),517,1484,5791,45,239,386,701,1244,4997,New confirmed cases by infection date,Likely decreasing,0.61
Denmark,270 (86 -- 1180),270,407,502,86,164,221,320,452,1180,New confirmed cases by infection date,Stable,0.58
Bulgaria,251 (106 -- 669),251,308,222,106,178,221,289,371,669,New confirmed cases by infection date,Likely increasing,0.24
Sweden,248 (115 -- 574),248,285,189,115,179,217,277,336,574,New confirmed cases by infection date,Stable,0.53
Switzerland,209 (47 -- 1307),209,487,1972,47,112,166,264,395,1307,New confirmed cases by infection date,Likely decreasing,0.63
Finland,171 (42 -- 787),171,285,637,42,98,137,209,297,787,New confirmed cases by infection date,Likely decreasing,0.78
Norway,138 (78 -- 249),138,148,54,78,111,128,152,175,249,New confirmed cases by infection date,Likely increasing,0.37
Hungary,129 (27 -- 1145),129,338,1174,27,68,100,167,268,1145,New confirmed cases by infection date,Likely decreasing,0.6
Luxembourg,109 (34 -- 522),109,192,682,34,71,92,131,183,522,New confirmed cases by infection date,Likely decreasing,0.64
Latvia,69 (16 -- 332),69,115,183,16,38,56,86,127,332,New confirmed cases by infection date,Stable,0.44
Estonia,53 (15 -- 247),53,96,257,15,32,44,64,88,247,New confirmed cases by infection date,Likely decreasing,0.64
Croatia,36 (7 -- 154),36,55,85,7,21,30,43,60,154,New confirmed cases by infection date,Likely decreasing,0.85
