Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1646 (600 -- 5305),Increasing,1.3 (1 -- 1.7),0.29 (0.021 -- 0.68),2.4 (1 -- 34)
Belgium,47910 (23676 -- 107028),Likely increasing,1.1 (0.93 -- 1.2),0.082 (-0.097 -- 0.24),8.5 (2.9 -- -7.1)
Bulgaria,17347 (9210 -- 37503),Likely increasing,1 (0.91 -- 1.1),0.031 (-0.12 -- 0.15),22 (4.5 -- -5.6)
Croatia,60736 (25072 -- 165214),Likely decreasing,0.96 (0.73 -- 1.1),-0.046 (-0.39 -- 0.16),-15 (4.4 -- -1.8)
Cyprus,1634 (673 -- 4470),Likely decreasing,0.86 (0.69 -- 1),-0.19 (-0.47 -- 0.02),-3.7 (34 -- -1.5)
Czechia,535145 (192373 -- 1424340),Increasing,1.3 (1 -- 1.6),0.32 (0.051 -- 0.59),2.1 (1.2 -- 13)
Denmark,9787 (4658 -- 22155),Stable,1 (0.82 -- 1.2),0.023 (-0.26 -- 0.27),30 (2.5 -- -2.7)
France,42904 (22014 -- 96017),Increasing,1.2 (1 -- 1.4),0.25 (0.027 -- 0.47),2.7 (1.5 -- 26)
Greece,74687 (44799 -- 139082),Likely decreasing,0.98 (0.89 -- 1.1),-0.019 (-0.14 -- 0.093),-36 (7.5 -- -4.9)
Hungary,35355 (10645 -- 127547),Likely increasing,1.1 (0.87 -- 1.4),0.17 (-0.18 -- 0.48),4 (1.5 -- -3.8)
Iceland,324 (147 -- 781),Likely decreasing,0.91 (0.76 -- 1),-0.12 (-0.35 -- 0.056),-5.9 (12 -- -2)
Ireland,5886 (3421 -- 11119),Decreasing,0.91 (0.81 -- 0.99),-0.12 (-0.26 -- -0.013),-5.8 (-55 -- -2.6)
Liechtenstein,32 (8 -- 157),Likely increasing,1.1 (0.84 -- 1.5),0.093 (-0.22 -- 0.5),7.4 (1.4 -- -3.2)
Lithuania,70446 (26117 -- 214154),Likely decreasing,0.95 (0.67 -- 1.1),-0.069 (-0.48 -- 0.17),-10 (4.1 -- -1.5)
Luxembourg,7595 (3869 -- 17233),Likely increasing,1.1 (0.97 -- 1.3),0.13 (-0.039 -- 0.31),5.4 (2.3 -- -18)
Malta,117 (60 -- 258),Decreasing,0.83 (0.7 -- 0.98),-0.24 (-0.45 -- -0.027),-2.9 (-26 -- -1.5)
Norway,16213 (8755 -- 33244),Likely decreasing,0.93 (0.81 -- 1),-0.098 (-0.27 -- 0.055),-7.1 (13 -- -2.6)
Poland,175319 (61425 -- 559824),Likely decreasing,0.91 (0.6 -- 1.1),-0.12 (-0.62 -- 0.14),-5.6 (4.9 -- -1.1)
Portugal,3600 (2050 -- 6719),Decreasing,0.88 (0.76 -- 0.97),-0.16 (-0.34 -- -0.034),-4.4 (-20 -- -2)
Romania,1422 (716 -- 3230),Decreasing,0.58 (0.46 -- 0.73),-0.67 (-0.94 -- -0.39),-1 (-1.8 -- -0.74)
Slovakia,50548 (16979 -- 153724),Likely increasing,1.2 (0.92 -- 1.5),0.25 (-0.11 -- 0.55),2.8 (1.3 -- -6.2)
Sweden,14163 (8245 -- 26664),Likely decreasing,0.98 (0.91 -- 1.1),-0.019 (-0.12 -- 0.11),-36 (6.5 -- -6)
