region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Austria,2021-08-28,1322,1,,,,,,,,,
Austria,2021-08-29,1415,4,,,,,,,,,
Austria,2021-08-30,1120,1,,,,,,,,,
Austria,2021-08-31,1229,0,,,,,,,,,
Austria,2021-09-01,1848,3,,,,,,,,,
Austria,2021-09-02,1510,3,,,,,,,,,
Austria,2021-09-03,1753,7,,,,,,,,,
Austria,2021-09-04,1715,5,,,,,,,,,
Austria,2021-09-05,1774,3,,,,,,,,,
Austria,2021-09-06,605,8,,,,,,,,,
Austria,2021-09-07,1438,11,,,,,,,,,
Austria,2021-09-08,2268,3,,,,,,,,,
Austria,2021-09-09,2356,7,,,,,,,,,
Austria,2021-09-10,2341,10,,,,,,,,,
Austria,2021-09-11,2260,5,,,,,,,,,
Austria,2021-09-12,1857,2,,,,,,,,,
Austria,2021-09-13,1543,1,,,,,,,,,
Austria,2021-09-14,1696,9,,,,,,,,,
Austria,2021-09-15,2624,7,,,,,,,,,
Austria,2021-09-16,2198,14,,,,,,,,,
Austria,2021-09-17,2364,12,,,,,,,,,
Austria,2021-09-18,1902,7,,,,,,,,,
Austria,2021-09-19,1678,6,,,,,,,,,
Austria,2021-09-20,1399,1,,,,,,,,,
Austria,2021-09-21,1240,22,,,,,,,,,
Austria,2021-09-22,2022,15,,,,,,,,,
Austria,2021-09-23,1707,10,,,,,,,,,
Austria,2021-09-24,1754,10,,,,,,,,,
Austria,2021-09-25,2145,8,,,,,,,,,
Austria,2021-09-26,1588,8,,,,,,,,,
Austria,2021-09-27,1312,7,,,,,,,,,
Austria,2021-09-28,1561,10,,,,,,,,,
Austria,2021-09-29,2283,12,,,,,,,,,
Austria,2021-09-30,2049,11,,,,,,,,,
Austria,2021-10-01,1869,5,,,,,,,,,
Austria,2021-10-02,1416,7,,,,,,,,,
Austria,2021-10-03,2445,5,,,,,,,,,
Austria,2021-10-04,1404,8,,,,,,,,,
Austria,2021-10-05,910,15,,,,,,,,,
Austria,2021-10-06,2693,12,,,,,,,,,
Austria,2021-10-07,1965,11,,,,,,,,,
Austria,2021-10-08,1878,12,,,,,,,,,
Austria,2021-10-09,1868,6,,,,,,,,,
Austria,2021-10-10,1675,6,,,,,,,,,
Austria,2021-10-11,1320,10,,,,,,,,,
Austria,2021-10-12,1390,14,,,,,,,,,
Austria,2021-10-13,2614,15,,,,,,,,,
Austria,2021-10-14,2169,8,,,,,,,,,
Austria,2021-10-15,2432,8,,,,,,,,,
Austria,2021-10-16,2397,10,,,,,,,,,
Austria,2021-10-17,2242,6,,,,,,,,,
Austria,2021-10-18,1897,13,,,,,,,,,
Austria,2021-10-19,2590,16,,,,,,,,,
Austria,2021-10-20,3727,13,,,,,,,,,
Austria,2021-10-21,3648,11,,,,,,,,,
Austria,2021-10-22,3582,13,,,,,,,,,
Austria,2021-10-23,3756,12,,,,,,,,,
Austria,2021-10-24,3791,,12.9,5,12,5,9,11,14,16,21
Austria,2021-10-25,3041,,14.4,5.9,14,6,10,12.6,15,18,25
Austria,2021-10-26,3567.5,,15.2,6.8,14,6,10,13,16,19,27
Austria,2021-10-27,6050.5,,15.7,6.6,15,6,11,13,17,20,27
Austria,2021-10-28,5666.5,,16.1,6.6,15,7,11,14,17,20,28
Austria,2021-10-29,6258,,16.9,7.3,16,7,12,14,18,21,30
Austria,2021-10-30,6381.5,,17.8,7.3,17,7,13,16,19,22,31
Austria,2021-10-31,6385.5,,19.8,8.6,19,8,14,17,21,25,35
Austria,2021-11-01,4964,,21.6,10.1,20,9,15,18,22,26,40
Austria,2021-11-02,5730.5,,23.4,10.9,21,10,16,19,24,28,44
Austria,2021-11-03,9741,,25.4,12.4,23,10,16,21,26,32,49
Austria,2021-11-04,9017,,27,13.4,24.5,10.9,18,22,27,33,52
Austria,2021-11-05,9817,,28.6,15,26,11,19,23,29,35,55
Austria,2021-11-06,9857,,30.4,15.6,28,11,20,24,31,38,57
Austria,2021-11-07,9757.5,,32.5,17.6,29,12,21,25,33,40,65
Austria,2021-11-08,7438.5,,36.9,22.5,31,13,23,28,35,45.2,78
Austria,2021-11-09,8590,,39.9,25.7,35,14,24,30,39,48,83
Austria,2021-11-10,14185.5,,43.6,28.1,37,15,26,33,42,52,92
Austria,2021-11-11,12663.5,,44.5,29.3,38,15,27,33,43,55,97
Austria,2021-11-12,13386,,46.3,28.5,40,15,28,35,45.4,57,99
Austria,2021-11-13,13147.5,,49.7,33.5,42,17,29,37,48,59,110
Austria,2021-11-14,12532.5,,52.2,33.5,44,17,30,38,52,66,113
Austria,2021-11-15,9482.5,,56.2,36.8,47,17,32,40.6,56,70,129
Austria,2021-11-16,10867.5,,61.7,41.8,51,18,34,44,61,76.2,140
Austria,2021-11-17,16861.5,,63.9,41.4,54,20,36,47,63,79,148.1
Austria,2021-11-18,14984,,65.1,40.8,55,21,37,47,64,82.2,141
Austria,2021-11-19,15416.5,,67.9,46.1,56,19,37,49,66,86,154
Austria,2021-11-20,14500,,67.1,40.5,57,19,36.8,49.6,68,87,143
Austria,2021-11-21,13388.5,,70.9,44.7,61,21.9,39,52,73,91,153
Austria,2021-11-22,9683.5,,73.9,45.2,64,21,43,55,74,94,161.1
Austria,2021-11-23,10423,,75.1,44,66,20,44,57,76,97,156
Austria,2021-11-24,16181,,77.1,45.9,66,22,44,57.6,78,99,169
Belgium,2021-08-28,0,0,,,,,,,,,
Belgium,2021-08-29,0,0,,,,,,,,,
Belgium,2021-08-30,4901,14,,,,,,,,,
Belgium,2021-08-31,1854,6,,,,,,,,,
Belgium,2021-09-01,2842,2,,,,,,,,,
