Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,31081 (17245 -- 59837),Decreasing,0.87 (0.78 -- 0.97),-0.18 (-0.31 -- -0.037),-3.9 (-19 -- -2.2)
Bulgaria,160776 (46193 -- 411654),Likely increasing,1.1 (0.81 -- 1.4),0.11 (-0.26 -- 0.44),6.3 (1.6 -- -2.7)
Croatia,63167 (25678 -- 155727),Stable,1 (0.89 -- 1.2),0.014 (-0.15 -- 0.21),50 (3.3 -- -4.5)
Cyprus,28794 (14568 -- 58552),Stable,1 (0.85 -- 1.1),-0.0053 (-0.2 -- 0.15),-130 (4.7 -- -3.5)
Czechia,289215 (76994 -- 978713),Increasing,1.2 (1 -- 1.5),0.25 (0.019 -- 0.54),2.7 (1.3 -- 36)
Denmark,19510 (9918 -- 35279),Increasing,1.2 (1.1 -- 1.3),0.2 (0.082 -- 0.35),3.4 (2 -- 8.5)
Estonia,9838 (3972 -- 24035),Increasing,1.3 (1.1 -- 1.7),0.37 (0.14 -- 0.66),1.9 (1 -- 4.8)
Finland,10937 (4570 -- 27351),Likely increasing,1.1 (0.84 -- 1.3),0.076 (-0.21 -- 0.37),9.1 (1.9 -- -3.3)
Greece,251551 (130482 -- 551396),Likely decreasing,0.89 (0.77 -- 1.1),-0.15 (-0.32 -- 0.076),-4.6 (9.2 -- -2.2)
Hungary,39325 (14071 -- 121561),Likely increasing,1.1 (0.92 -- 1.3),0.093 (-0.11 -- 0.34),7.4 (2 -- -6.2)
Iceland,953 (505 -- 1963),Stable,1 (0.88 -- 1.1),-0.0052 (-0.16 -- 0.12),-130 (5.9 -- -4.3)
Ireland,7917 (4775 -- 14389),Decreasing,0.9 (0.81 -- 0.97),-0.13 (-0.26 -- -0.033),-5.4 (-21 -- -2.7)
Italy,361558 (118061 -- 1253340),Likely decreasing,0.82 (0.57 -- 1),-0.25 (-0.67 -- 0.023),-2.8 (31 -- -1)
Latvia,3958 (1601 -- 10435),Likely increasing,1.1 (0.94 -- 1.3),0.095 (-0.084 -- 0.33),7.3 (2.1 -- -8.3)
Lithuania,26238 (9593 -- 87062),Likely increasing,1.1 (0.93 -- 1.4),0.13 (-0.092 -- 0.46),5.2 (1.5 -- -7.5)
Luxembourg,7084 (3192 -- 16780),Likely decreasing,0.89 (0.72 -- 1.1),-0.14 (-0.41 -- 0.1),-4.9 (6.8 -- -1.7)
Malta,360 (206 -- 738),Decreasing,0.84 (0.68 -- 0.92),-0.22 (-0.48 -- -0.1),-3.2 (-6.9 -- -1.4)
Netherlands,8488 (4162 -- 19669),Likely increasing,1 (0.88 -- 1.2),0.029 (-0.17 -- 0.21),24 (3.3 -- -4.2)
Poland,273707 (82044 -- 767107),Increasing,1.3 (1.1 -- 1.6),0.34 (0.15 -- 0.6),2 (1.2 -- 4.7)
Portugal,7649 (5001 -- 13638),Decreasing,0.72 (0.65 -- 0.79),-0.4 (-0.53 -- -0.3),-1.7 (-2.3 -- -1.3)
Romania,104233 (33365 -- 352038),Likely decreasing,0.85 (0.61 -- 1.1),-0.21 (-0.62 -- 0.067),-3.4 (10 -- -1.1)
Slovakia,36404 (10819 -- 104479),Likely increasing,1.1 (0.87 -- 1.4),0.18 (-0.17 -- 0.41),3.9 (1.7 -- -4)
Slovenia,30767 (10017 -- 87779),Likely increasing,1.1 (0.82 -- 1.4),0.16 (-0.24 -- 0.43),4.3 (1.6 -- -2.8)
Sweden,61461 (32681 -- 120708),Increasing,1.4 (1.2 -- 1.7),0.47 (0.25 -- 0.67),1.5 (1 -- 2.8)
