Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,16536 (7395 -- 40434),Likely decreasing,0.93 (0.74 -- 1.2),-0.09 (-0.38 -- 0.2),-7.7 (3.5 -- -1.8)
Belgium,5479 (2485 -- 12739),Likely increasing,1.1 (0.89 -- 1.7),0.065 (-0.14 -- 0.7),11 (0.99 -- -4.8)
Bulgaria,1797 (1016 -- 3421),Likely decreasing,0.94 (0.79 -- 1.2),-0.084 (-0.29 -- 0.29),-8.3 (2.4 -- -2.4)
Croatia,1366 (615 -- 3623),Likely decreasing,0.85 (0.67 -- 1),-0.2 (-0.49 -- 0.047),-3.4 (15 -- -1.4)
Cyprus,16651 (8090 -- 33239),Increasing,1.2 (1 -- 1.6),0.26 (0.01 -- 0.6),2.7 (1.2 -- 68)
Czechia,1174 (586 -- 2710),Likely decreasing,0.95 (0.82 -- 1.3),-0.059 (-0.24 -- 0.33),-12 (2.1 -- -2.9)
Denmark,1087 (545 -- 2640),Likely decreasing,0.91 (0.77 -- 1.1),-0.12 (-0.33 -- 0.11),-5.8 (6.3 -- -2.1)
Estonia,350 (120 -- 1193),Likely decreasing,0.87 (0.69 -- 1),-0.17 (-0.46 -- 0.052),-4 (13 -- -1.5)
Finland,2865 (901 -- 12698),Likely decreasing,0.93 (0.74 -- 1.2),-0.094 (-0.38 -- 0.18),-7.4 (3.8 -- -1.8)
France,180406 (78707 -- 413731),Likely decreasing,0.93 (0.69 -- 1.1),-0.099 (-0.47 -- 0.17),-7 (4.1 -- -1.5)
Germany,21738 (9351 -- 59440),Likely decreasing,0.89 (0.66 -- 1.1),-0.15 (-0.51 -- 0.16),-4.5 (4.3 -- -1.4)
Greece,58209 (29678 -- 104308),Likely increasing,1.3 (0.95 -- 1.6),0.34 (-0.061 -- 0.59),2 (1.2 -- -11)
Hungary,399 (201 -- 917),Likely decreasing,0.91 (0.78 -- 1.1),-0.12 (-0.31 -- 0.15),-5.8 (4.7 -- -2.3)
Iceland,390 (179 -- 1026),Likely increasing,1.1 (0.95 -- 1.4),0.12 (-0.072 -- 0.44),5.9 (1.6 -- -9.7)
Ireland,5228 (2730 -- 10603),Likely increasing,1.1 (0.93 -- 1.5),0.12 (-0.094 -- 0.54),5.6 (1.3 -- -7.4)
Italy,93831 (55370 -- 173235),Likely decreasing,0.9 (0.83 -- 1.1),-0.13 (-0.23 -- 0.18),-5.4 (3.8 -- -3)
Latvia,220 (89 -- 638),Likely decreasing,0.88 (0.72 -- 1.1),-0.16 (-0.42 -- 0.091),-4.4 (7.6 -- -1.7)
Lithuania,884 (477 -- 1794),Likely decreasing,0.89 (0.77 -- 1.1),-0.15 (-0.33 -- 0.084),-4.7 (8.3 -- -2.1)
Luxembourg,824 (405 -- 1749),Likely increasing,1 (0.91 -- 1.3),0.062 (-0.12 -- 0.35),11 (2 -- -5.8)
Malta,2831 (1442 -- 6140),Increasing,1.2 (1 -- 1.4),0.2 (0.024 -- 0.4),3.5 (1.7 -- 29)
Netherlands,915 (520 -- 1597),Likely decreasing,0.91 (0.79 -- 1.1),-0.12 (-0.29 -- 0.12),-5.7 (5.7 -- -2.4)
Norway,2134 (1135 -- 4272),Likely increasing,1.1 (0.92 -- 1.4),0.069 (-0.11 -- 0.44),10 (1.6 -- -6.2)
Poland,997 (464 -- 2833),Likely decreasing,0.87 (0.71 -- 1.1),-0.18 (-0.42 -- 0.064),-3.8 (11 -- -1.6)
Portugal,24701 (16197 -- 44141),Increasing,1.1 (1 -- 1.3),0.17 (0.023 -- 0.32),4.1 (2.2 -- 30)
Romania,9418 (4856 -- 19080),Likely increasing,1.1 (0.88 -- 1.4),0.074 (-0.15 -- 0.47),9.3 (1.5 -- -4.5)
Slovakia,228 (86 -- 797),Likely decreasing,0.81 (0.62 -- 1.1),-0.26 (-0.59 -- 0.085),-2.7 (8.1 -- -1.2)
Slovenia,169 (69 -- 545),Likely decreasing,0.81 (0.63 -- 1),-0.26 (-0.56 -- 0.0076),-2.7 (91 -- -1.2)
Spain,54746 (20371 -- 160602),Likely decreasing,0.89 (0.63 -- 1.1),-0.14 (-0.57 -- 0.14),-4.9 (4.9 -- -1.2)
Sweden,2854 (1633 -- 5186),Stable,0.99 (0.86 -- 1.3),-0.013 (-0.19 -- 0.36),-51 (1.9 -- -3.7)
