region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Slovenia,5341 (3429 -- 7852),5341,5453,1381,3429,4483,5024,5672,6256,7852,New confirmed cases by infection date,Stable,0.41
Portugal,4558 (2367 -- 9029),4558,4977,2247,2367,3476,4154,5026,5925,9029,New confirmed cases by infection date,Likely increasing,0.11
Denmark,3174 (1574 -- 6302),3174,3463,1639,1574,2397,2856,3498,4140,6302,New confirmed cases by infection date,Stable,0.57
Slovakia,3072 (2056 -- 4930),3072,3220,901,2056,2595,2897,3277,3631,4930,New confirmed cases by infection date,Likely decreasing,0.88
Cyprus,2846 (1257 -- 5417),2846,3023,1349,1257,2073,2526,3146,3731,5417,New confirmed cases by infection date,Stable,0.48
Estonia,2150 (1314 -- 3592),2150,2269,751,1314,1758,2000,2328,2636,3592,New confirmed cases by infection date,Likely decreasing,0.89
Norway,2129 (1193 -- 3712),2129,2257,845,1193,1679,1950,2326,2673,3712,New confirmed cases by infection date,Likely decreasing,0.9
Latvia,2121 (1649 -- 2942),2121,2189,401,1649,1910,2040,2216,2404,2942,New confirmed cases by infection date,Likely decreasing,0.68
Ireland,1391 (749 -- 2323),1391,1457,534,749,1111,1281,1511,1718,2323,New confirmed cases by infection date,Likely decreasing,0.86
Finland,1351 (896 -- 2091),1351,1402,379,896,1142,1266,1439,1592,2091,New confirmed cases by infection date,Decreasing,0.97
Luxembourg,1290 (847 -- 2083),1290,1362,438,847,1094,1216,1385,1545,2083,New confirmed cases by infection date,Likely increasing,0.2
Malta,276 (104 -- 807),276,344,248,104,185,238,325,425,807,New confirmed cases by infection date,Likely increasing,0.31
Liechtenstein,76 (28 -- 292),76,105,100,28,49,64,90,123,292,New confirmed cases by infection date,Likely increasing,0.084
Iceland,51 (3 -- 326),51,99,170,3,19,37,70,116,326,New confirmed cases by infection date,Stable,0.55
Liechtenstein,1.4 (0.93 -- 2.9),1.4,1.6,0.67,0.93,1.2,1.3,1.5,1.8,2.9,Effective reproduction no.,Likely increasing,0.084
Spain,1.4 (0.56 -- 3),1.4,1.5,0.82,0.56,1,1.2,1.5,1.8,3,Effective reproduction no.,Likely increasing,0.24
Portugal,1.3 (0.9 -- 2),1.3,1.4,0.37,0.9,1.1,1.3,1.4,1.6,2,Effective reproduction no.,Likely increasing,0.11
Malta,1.2 (0.66 -- 2.3),1.2,1.3,0.52,0.66,0.94,1.1,1.3,1.5,2.3,Effective reproduction no.,Likely increasing,0.31
Germany,1.1 (0.8 -- 1.4),1.1,1.1,0.19,0.8,0.95,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.35
Lithuania,1.1 (0.8 -- 1.4),1.1,1.1,0.21,0.8,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.21
Switzerland,1.1 (0.83 -- 1.4),1.1,1.1,0.21,0.83,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.24
Belgium,1 (0.69 -- 1.2),1,0.97,0.15,0.69,0.89,0.96,1,1.1,1.2,Effective reproduction no.,Stable,0.51
Croatia,1 (0.79 -- 1.4),1,1.1,0.21,0.79,0.94,1,1.1,1.1,1.4,Effective reproduction no.,Stable,0.4
Cyprus,1 (0.57 -- 1.5),1,1,0.3,0.57,0.83,0.95,1.1,1.2,1.5,Effective reproduction no.,Stable,0.48
France,1 (0.64 -- 1.2),1,1,0.19,0.64,0.94,1,1,1.1,1.2,Effective reproduction no.,Likely increasing,0.39
Greece,1 (0.78 -- 1.1),1,1,0.11,0.78,0.97,1,1,1.1,1.1,Effective reproduction no.,Likely increasing,0.37
Luxembourg,1 (0.92 -- 1.2),1,1,0.095,0.92,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.2
Slovenia,1 (0.84 -- 1.2),1,1,0.11,0.84,0.95,1,1,1.1,1.2,Effective reproduction no.,Stable,0.41
Sweden,1 (0.88 -- 1.2),1,1.1,0.13,0.88,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.22
Latvia,0.98 (0.94 -- 1.1),0.98,0.99,0.06,0.94,0.96,0.97,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.68
Netherlands,0.98 (0.77 -- 1.4),0.98,1,0.19,0.77,0.89,0.95,1,1.1,1.4,Effective reproduction no.,Stable,0.54
Denmark,0.97 (0.71 -- 1.3),0.97,0.98,0.19,0.71,0.87,0.93,1,1.1,1.3,Effective reproduction no.,Stable,0.57
Iceland,0.93 (0.26 -- 1.8),0.93,0.98,0.51,0.26,0.61,0.81,1.1,1.3,1.8,Effective reproduction no.,Stable,0.55
Bulgaria,0.86 (0.58 -- 1.1),0.86,0.86,0.17,0.58,0.75,0.82,0.9,0.97,1.1,Effective reproduction no.,Likely decreasing,0.82
Slovakia,0.86 (0.74 -- 1.1),0.86,0.88,0.11,0.74,0.81,0.84,0.89,0.93,1.1,Effective reproduction no.,Likely decreasing,0.88
Austria,0.85 (0.71 -- 1),0.85,0.85,0.09,0.71,0.8,0.83,0.87,0.9,1,Effective reproduction no.,Decreasing,0.95
Ireland,0.84 (0.58 -- 1.1),0.84,0.84,0.18,0.58,0.74,0.8,0.87,0.93,1.1,Effective reproduction no.,Likely decreasing,0.86
Italy,0.83 (0.7 -- 1),0.83,0.84,0.099,0.7,0.78,0.81,0.86,0.89,1,Effective reproduction no.,Likely decreasing,0.93
Czechia,0.82 (0.61 -- 1.1),0.82,0.84,0.18,0.61,0.73,0.78,0.85,0.92,1.1,Effective reproduction no.,Likely decreasing,0.86
Estonia,0.82 (0.64 -- 1.1),0.82,0.84,0.15,0.64,0.74,0.79,0.86,0.91,1.1,Effective reproduction no.,Likely decreasing,0.89
Finland,0.8 (0.67 -- 0.96),0.8,0.81,0.094,0.67,0.75,0.78,0.82,0.86,0.96,Effective reproduction no.,Decreasing,0.97
Norway,0.8 (0.58 -- 1.1),0.8,0.81,0.16,0.58,0.71,0.76,0.83,0.9,1.1,Effective reproduction no.,Likely decreasing,0.9
Romania,0.79 (0.68 -- 0.9),0.79,0.79,0.071,0.68,0.74,0.77,0.8,0.83,0.9,Effective reproduction no.,Decreasing,1
Poland,0.77 (0.58 -- 1.2),0.77,0.81,0.23,0.58,0.69,0.74,0.81,0.89,1.2,Effective reproduction no.,Likely decreasing,0.88
Hungary,0.72 (0.53 -- 0.99),0.72,0.74,0.15,0.53,0.64,0.69,0.75,0.81,0.99,Effective reproduction no.,Decreasing,0.96
United Kingdom,0.69 (0.38 -- 0.92),0.69,0.68,0.17,0.38,0.56,0.64,0.74,0.81,0.92,Effective reproduction no.,Decreasing,0.98
