region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,179211 (53615 -- 414694),179211,202806,137574,53615,124621,158807,202541,248066,414694,New confirmed cases by infection date,Likely increasing,0.39
Spain,177721 (19444 -- 2717020),177721,778796,3483250,19444,68667,123554,248737,452121,2717020,New confirmed cases by infection date,Likely increasing,0.24
Germany,95585 (49184 -- 181175),95585,102923,44566,49184,73869,87452,105022,122391,181175,New confirmed cases by infection date,Likely increasing,0.35
Poland,59484 (36241 -- 108186),59484,64885,28372,36241,48356,55172,64447,74022,108186,New confirmed cases by infection date,Likely decreasing,0.88
Italy,49571 (35316 -- 71763),49571,51029,11419,35316,43135,47017,52195,57074,71763,New confirmed cases by infection date,Likely decreasing,0.93
Netherlands,31209 (20599 -- 50980),31209,33113,9786,20599,26404,29309,33625,37973,50980,New confirmed cases by infection date,Stable,0.54
Sweden,30029 (16393 -- 57146),30029,32607,14653,16393,23640,27270,32799,37807,57146,New confirmed cases by infection date,Likely increasing,0.22
Belgium,21627 (9843 -- 37473),21627,22377,8735,9843,15956,19299,24164,27720,37473,New confirmed cases by infection date,Stable,0.51
Greece,15718 (9628 -- 21901),15718,15810,3758,9628,13549,14913,16525,17973,21901,New confirmed cases by infection date,Likely increasing,0.37
Czechia,13891 (6991 -- 28623),13891,15527,7757,6991,10619,12574,15479,18397,28623,New confirmed cases by infection date,Likely decreasing,0.86
Romania,13608 (10237 -- 18159),13608,13802,2438,10237,12119,13045,14206,15245,18159,New confirmed cases by infection date,Decreasing,1
Hungary,13386 (7827 -- 23606),13386,14350,5412,7827,10745,12307,14538,16807,23606,New confirmed cases by infection date,Decreasing,0.96
Switzerland,12650 (6093 -- 26522),12650,14169,9117,6093,9650,11460,14024,16792,26522,New confirmed cases by infection date,Likely increasing,0.24
Bulgaria,11767 (4945 -- 24119),11767,12788,6115,4945,8561,10423,13168,15808,24119,New confirmed cases by infection date,Likely decreasing,0.82
Croatia,9726 (5840 -- 15796),9726,10157,3987,5840,7962,8994,10405,11604,15796,New confirmed cases by infection date,Stable,0.4
Austria,9672 (6915 -- 13639),9672,9883,2070,6915,8462,9216,10160,11015,13639,New confirmed cases by infection date,Decreasing,0.95
Lithuania,5915 (3247 -- 10291),5915,6213,2220,3247,4802,5498,6347,7233,10291,New confirmed cases by infection date,Likely increasing,0.21
United Kingdom,5888 (1885 -- 12579),5888,6385,3396,1885,3763,4961,6823,8496,12579,New confirmed cases by infection date,Decreasing,0.98
