Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,163432 (39324 -- 664449),Likely increasing,1.2 (0.92 -- 1.5),0.19 (-0.1 -- 0.5),3.6 (1.4 -- -6.6)
Bulgaria,54161 (25366 -- 121010),Increasing,1.5 (1.3 -- 1.7),0.5 (0.33 -- 0.67),1.4 (1 -- 2.1)
Croatia,363671 (111453 -- 1058840),Stable,1 (0.77 -- 1.7),0.022 (-0.32 -- 0.7),31 (0.99 -- -2.2)
Czechia,232460 (76599 -- 641306),Increasing,1.6 (1.2 -- 1.9),0.58 (0.27 -- 0.89),1.2 (0.78 -- 2.5)
Denmark,16299 (4848 -- 65488),Likely increasing,1.1 (0.92 -- 1.3),0.11 (-0.11 -- 0.34),6.2 (2 -- -6.4)
Estonia,2480 (792 -- 9147),Likely increasing,1.2 (1 -- 1.7),0.27 (-0.0016 -- 0.67),2.6 (1 -- -420)
Greece,441845 (219187 -- 969105),Increasing,1.1 (1 -- 1.2),0.15 (0.046 -- 0.25),4.6 (2.8 -- 15)
Hungary,146091 (26055 -- 565157),Increasing,1.6 (1.2 -- 2.1),0.59 (0.19 -- 0.98),1.2 (0.71 -- 3.7)
Iceland,1178 (637 -- 2203),Likely increasing,1.1 (0.95 -- 1.2),0.088 (-0.059 -- 0.25),7.9 (2.8 -- -12)
Ireland,20612 (8469 -- 51924),Stable,1 (0.85 -- 1.1),0.005 (-0.2 -- 0.17),140 (4.1 -- -3.4)
Italy,910950 (335781 -- 2901300),Likely increasing,1.1 (0.84 -- 1.3),0.086 (-0.21 -- 0.37),8 (1.9 -- -3.3)
Latvia,6035 (2198 -- 17426),Increasing,1.3 (1.1 -- 1.7),0.37 (0.12 -- 0.7),1.9 (1 -- 5.8)
Lithuania,42543 (10210 -- 166413),Increasing,1.4 (1.1 -- 1.9),0.42 (0.098 -- 0.83),1.6 (0.83 -- 7.1)
Luxembourg,19457 (7080 -- 48125),Increasing,1.2 (1 -- 1.4),0.26 (0.057 -- 0.48),2.7 (1.4 -- 12)
Malta,1530 (692 -- 4165),Likely decreasing,0.88 (0.73 -- 1),-0.17 (-0.39 -- 0.02),-4.2 (35 -- -1.8)
Netherlands,13293 (5402 -- 36721),Likely increasing,1.2 (0.96 -- 1.4),0.18 (-0.054 -- 0.39),3.8 (1.8 -- -13)
Norway,18096 (8160 -- 45525),Likely increasing,1 (0.85 -- 1.2),0.054 (-0.2 -- 0.19),13 (3.6 -- -3.5)
Poland,67729 (22608 -- 214910),Increasing,1.5 (1.2 -- 2),0.55 (0.23 -- 0.9),1.2 (0.77 -- 3)
Portugal,88033 (37774 -- 208119),Stable,0.97 (0.75 -- 1.1),-0.033 (-0.36 -- 0.14),-21 (4.9 -- -1.9)
Romania,1696590 (603389 -- 4520520),Increasing,1.3 (1 -- 1.8),0.35 (0.059 -- 0.74),2 (0.93 -- 12)
Slovakia,33923 (11884 -- 86537),Increasing,1.5 (1.2 -- 1.8),0.51 (0.27 -- 0.78),1.4 (0.89 -- 2.5)
Slovenia,18347 (6527 -- 53913),Increasing,1.4 (1.2 -- 1.8),0.48 (0.25 -- 0.75),1.4 (0.93 -- 2.7)
Sweden,24730 (10615 -- 63372),Stable,1 (0.82 -- 1.2),0.036 (-0.24 -- 0.26),19 (2.7 -- -2.8)
