region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Czechia,538279 (184123 -- 1406300),538279,639146,439002,184123,346415,460500,612207,798074,1406300,New confirmed cases by infection date,Increasing,0.016
Poland,173882 (61688 -- 545132),173882,227004,181651,61688,117106,150822,207581,282194,545132,New confirmed cases by infection date,Likely decreasing,0.75
Greece,75823 (45370 -- 137832),75823,81575,30216,45370,60341,68882,82928,95829,137832,New confirmed cases by infection date,Likely decreasing,0.64
Lithuania,68709 (27002 -- 221929),68709,90692,87158,27002,47059,59853,80519,105017,221929,New confirmed cases by infection date,Likely decreasing,0.67
Croatia,60978 (25160 -- 174174),60978,75264,52732,25160,42039,53168,70416,91148,174174,New confirmed cases by infection date,Likely decreasing,0.64
Slovakia,52169 (16906 -- 154866),52169,65630,49976,16906,32479,44482,61823,81593,154866,New confirmed cases by infection date,Likely increasing,0.088
Belgium,47791 (23667 -- 101230),47791,53332,25493,23667,35723,42450,53187,63917,101230,New confirmed cases by infection date,Likely increasing,0.19
France,43808 (21967 -- 95730),43808,49947,27426,21967,32950,39472,49656,60171,95730,New confirmed cases by infection date,Increasing,0.032
Hungary,34112 (10169 -- 121704),34112,46514,43999,10169,20846,27917,40804,56306,121704,New confirmed cases by infection date,Likely increasing,0.19
Bulgaria,16875 (9000 -- 35070),16875,18848,9071,9000,13062,15215,18435,22164,35070,New confirmed cases by infection date,Likely increasing,0.35
Norway,16536 (9056 -- 34538),16536,18497,8494,9056,12847,14874,18292,21915,34538,New confirmed cases by infection date,Likely decreasing,0.88
Sweden,14083 (8389 -- 26851),14083,15444,6342,8389,11092,12869,15414,18146,26851,New confirmed cases by infection date,Likely decreasing,0.64
Denmark,9889 (4656 -- 22277),9889,11184,5848,4656,7157,8775,11197,13496,22277,New confirmed cases by infection date,Stable,0.42
Luxembourg,7524 (3642 -- 16840),7524,8580,4476,3642,5645,6760,8468,10488,16840,New confirmed cases by infection date,Likely increasing,0.09
Ireland,5932 (3583 -- 11585),5932,6585,2775,3583,4795,5429,6523,7670,11585,New confirmed cases by infection date,Decreasing,0.97
Portugal,3639 (2037 -- 7283),3639,4004,1834,2037,2838,3321,4020,4641,7283,New confirmed cases by infection date,Decreasing,0.96
Austria,1667 (589 -- 5075),1667,2119,1734,589,1061,1407,1934,2598,5075,New confirmed cases by infection date,Increasing,0.028
