region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Cyprus,1606 (677 -- 4317),1606,1931,1256,677,1119,1392,1851,2356,4317,New confirmed cases by infection date,Likely decreasing,0.94
Romania,1416 (723 -- 3155),1416,1639,1135,723,1056,1259,1576,1896,3155,New confirmed cases by infection date,Decreasing,1
Iceland,321 (153 -- 794),321,380,242,153,234,282,369,460,794,New confirmed cases by infection date,Likely decreasing,0.89
Malta,118 (58 -- 271),118,136,77,58,88,105,132,158,271,New confirmed cases by infection date,Decreasing,0.96
Liechtenstein,31 (7 -- 160),31,53,115,7,18,26,39,56,160,New confirmed cases by infection date,Likely increasing,0.29
Czechia,1.3 (1.1 -- 1.6),1.3,1.3,0.16,1.1,1.2,1.3,1.3,1.4,1.6,Effective reproduction no.,Increasing,0.016
Austria,1.2 (1 -- 1.7),1.2,1.3,0.19,1,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.028
France,1.2 (1 -- 1.4),1.2,1.2,0.14,1,1.1,1.2,1.3,1.3,1.4,Effective reproduction no.,Increasing,0.032
Slovakia,1.2 (0.94 -- 1.5),1.2,1.2,0.18,0.94,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Likely increasing,0.088
Belgium,1.1 (0.92 -- 1.2),1.1,1.1,0.086,0.92,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.19
Hungary,1.1 (0.82 -- 1.4),1.1,1.1,0.18,0.82,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.19
Liechtenstein,1.1 (0.83 -- 1.5),1.1,1.1,0.2,0.83,0.99,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.29
Luxembourg,1.1 (0.97 -- 1.3),1.1,1.1,0.091,0.97,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.09
Bulgaria,1 (0.91 -- 1.1),1,1,0.066,0.91,0.98,1,1,1.1,1.1,Effective reproduction no.,Likely increasing,0.35
Denmark,1 (0.83 -- 1.3),1,1,0.13,0.83,0.94,1,1.1,1.1,1.3,Effective reproduction no.,Stable,0.42
Greece,0.99 (0.9 -- 1.1),0.99,0.99,0.053,0.9,0.96,0.98,1,1,1.1,Effective reproduction no.,Likely decreasing,0.64
Sweden,0.98 (0.91 -- 1.1),0.98,0.99,0.053,0.91,0.96,0.98,1,1,1.1,Effective reproduction no.,Likely decreasing,0.64
Croatia,0.96 (0.73 -- 1.1),0.96,0.95,0.13,0.73,0.87,0.93,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.64
Lithuania,0.95 (0.66 -- 1.1),0.95,0.93,0.15,0.66,0.84,0.91,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.67
Norway,0.92 (0.81 -- 1),0.92,0.92,0.074,0.81,0.88,0.91,0.94,0.97,1,Effective reproduction no.,Likely decreasing,0.88
Iceland,0.91 (0.76 -- 1),0.91,0.91,0.09,0.76,0.86,0.89,0.93,0.96,1,Effective reproduction no.,Likely decreasing,0.89
Ireland,0.91 (0.81 -- 0.99),0.91,0.9,0.056,0.81,0.87,0.89,0.92,0.94,0.99,Effective reproduction no.,Decreasing,0.97
Poland,0.91 (0.61 -- 1.1),0.91,0.89,0.16,0.61,0.79,0.87,0.95,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Portugal,0.88 (0.76 -- 0.99),0.88,0.88,0.072,0.76,0.84,0.87,0.89,0.92,0.99,Effective reproduction no.,Decreasing,0.96
Cyprus,0.86 (0.68 -- 1),0.86,0.85,0.11,0.68,0.79,0.84,0.88,0.92,1,Effective reproduction no.,Likely decreasing,0.94
Malta,0.83 (0.69 -- 0.98),0.83,0.83,0.092,0.69,0.78,0.81,0.85,0.88,0.98,Effective reproduction no.,Decreasing,0.96
Romania,0.57 (0.46 -- 0.73),0.57,0.58,0.083,0.46,0.53,0.55,0.59,0.63,0.73,Effective reproduction no.,Decreasing,1
