region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Sweden,4602 (1857 -- 12765),4602,5693,3982,1857,3161,4014,5269,6894,12765,New confirmed cases by infection date,Increasing,0.0085
Italy,1314 (432 -- 4135),1314,1641,1253,432,842,1113,1534,1991,4135,New confirmed cases by infection date,Likely decreasing,0.92
Czechia,1256 (470 -- 3444),1256,1524,1174,470,830,1064,1437,1841,3444,New confirmed cases by infection date,Increasing,0.04
Bulgaria,1040 (273 -- 4227),1040,1537,1824,273,572,821,1318,1890,4227,New confirmed cases by infection date,Likely increasing,0.13
Greece,998 (447 -- 2265),998,1135,628,447,710,871,1124,1378,2265,New confirmed cases by infection date,Likely decreasing,0.72
Poland,680 (221 -- 2493),680,932,860,221,414,575,828,1124,2493,New confirmed cases by infection date,Increasing,0.011
Croatia,387 (165 -- 1097),387,476,338,165,267,333,441,572,1097,New confirmed cases by infection date,Likely increasing,0.37
Slovenia,383 (108 -- 1619),383,568,626,108,229,311,467,659,1619,New confirmed cases by infection date,Stable,0.48
Latvia,366 (131 -- 1184),366,493,442,131,239,314,446,607,1184,New confirmed cases by infection date,Likely increasing,0.078
Finland,339 (178 -- 722),339,370,167,178,257,299,372,436,722,New confirmed cases by infection date,Stable,0.47
Romania,330 (144 -- 880),330,399,268,144,232,288,377,474,880,New confirmed cases by infection date,Likely decreasing,0.64
Portugal,307 (150 -- 699),307,353,193,150,225,270,357,423,699,New confirmed cases by infection date,Decreasing,0.95
Hungary,171 (52 -- 582),171,219,199,52,102,143,202,259,582,New confirmed cases by infection date,Stable,0.44
Ireland,81 (23 -- 286),81,108,112,23,49,67,95,126,286,New confirmed cases by infection date,Likely decreasing,0.91
Estonia,80 (25 -- 315),80,116,133,25,48,66,98,132,315,New confirmed cases by infection date,Likely increasing,0.23
Lithuania,71 (20 -- 295),71,105,140,20,43,58,84,126,295,New confirmed cases by infection date,Likely increasing,0.18
Slovakia,29 (7 -- 111),29,40,38,7,16,24,35,49,111,New confirmed cases by infection date,Stable,0.55
Malta,6 (0 -- 34),6,11,16,0,3,5,9,13,34,New confirmed cases by infection date,Likely decreasing,0.83
Poland,1.4 (1.1 -- 1.9),1.4,1.4,0.25,1.1,1.2,1.3,1.4,1.6,1.9,Effective reproduction no.,Increasing,0.011
Sweden,1.3 (1.1 -- 1.7),1.3,1.4,0.21,1.1,1.2,1.3,1.4,1.5,1.7,Effective reproduction no.,Increasing,0.0085
Bulgaria,1.2 (0.93 -- 1.5),1.2,1.2,0.17,0.93,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.13
Czechia,1.2 (1 -- 1.4),1.2,1.2,0.13,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.04
Latvia,1.2 (0.96 -- 1.6),1.2,1.2,0.19,0.96,1.1,1.2,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.078
Estonia,1.1 (0.87 -- 1.6),1.1,1.2,0.24,0.87,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.23
Lithuania,1.1 (0.9 -- 1.4),1.1,1.1,0.18,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.18
Croatia,1 (0.87 -- 1.2),1,1,0.12,0.87,0.96,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.37
Finland,1 (0.82 -- 1.2),1,1,0.12,0.82,0.92,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.47
Hungary,1 (0.81 -- 1.2),1,1,0.14,0.81,0.94,0.99,1,1.1,1.2,Effective reproduction no.,Stable,0.44
Slovenia,1 (0.77 -- 1.3),1,1,0.16,0.77,0.92,0.97,1,1.1,1.3,Effective reproduction no.,Stable,0.48
Slovakia,0.98 (0.75 -- 1.3),0.98,0.99,0.16,0.75,0.89,0.95,1,1.1,1.3,Effective reproduction no.,Stable,0.55
Romania,0.97 (0.8 -- 1.1),0.97,0.97,0.1,0.8,0.91,0.95,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.64
Greece,0.95 (0.75 -- 1.1),0.95,0.94,0.11,0.75,0.87,0.92,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.72
Malta,0.88 (0.57 -- 1.1),0.88,0.86,0.17,0.57,0.76,0.83,0.91,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Portugal,0.86 (0.72 -- 1),0.86,0.86,0.086,0.72,0.81,0.85,0.88,0.92,1,Effective reproduction no.,Decreasing,0.95
Ireland,0.85 (0.6 -- 1),0.85,0.83,0.14,0.6,0.75,0.81,0.88,0.93,1,Effective reproduction no.,Likely decreasing,0.91
Italy,0.84 (0.61 -- 1),0.84,0.83,0.13,0.61,0.75,0.81,0.87,0.92,1,Effective reproduction no.,Likely decreasing,0.92
