Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,103391 (45601 -- 242599),Likely increasing,1.1 (0.98 -- 1.3),0.17 (-0.023 -- 0.39),4.2 (1.8 -- -30)
Bulgaria,20607 (11865 -- 37307),Likely increasing,1 (0.93 -- 1.2),0.052 (-0.094 -- 0.25),13 (2.8 -- -7.4)
Croatia,144700 (57518 -- 424585),Likely increasing,1.1 (0.89 -- 1.3),0.098 (-0.15 -- 0.35),7.1 (2 -- -4.5)
Cyprus,9527 (4097 -- 22621),Stable,0.97 (0.77 -- 1.2),-0.037 (-0.33 -- 0.27),-19 (2.6 -- -2.1)
Czechia,209997 (75968 -- 694004),Stable,0.98 (0.73 -- 1.2),-0.026 (-0.4 -- 0.2),-27 (3.5 -- -1.7)
Denmark,31487 (11305 -- 132990),Likely decreasing,0.95 (0.51 -- 1.1),-0.07 (-0.81 -- 0.16),-9.9 (4.4 -- -0.85)
Estonia,14973 (6861 -- 39129),Likely decreasing,0.94 (0.7 -- 1.1),-0.08 (-0.45 -- 0.14),-8.7 (4.8 -- -1.5)
Greece,414222 (243742 -- 789611),Increasing,1.1 (1 -- 1.3),0.18 (0.032 -- 0.33),3.9 (2.1 -- 22)
Hungary,42892 (14447 -- 131743),Likely decreasing,0.95 (0.71 -- 1.1),-0.069 (-0.42 -- 0.15),-10 (4.7 -- -1.6)
Iceland,807 (450 -- 1533),Likely decreasing,0.94 (0.8 -- 1),-0.077 (-0.27 -- 0.049),-9 (14 -- -2.5)
Ireland,20429 (10816 -- 41147),Increasing,1.2 (1 -- 1.4),0.2 (0.04 -- 0.4),3.5 (1.7 -- 17)
Italy,848688 (278876 -- 2516060),Likely decreasing,0.92 (0.63 -- 1.1),-0.11 (-0.57 -- 0.13),-6.6 (5.2 -- -1.2)
Latvia,6153 (2485 -- 15680),Likely increasing,1.1 (0.84 -- 1.3),0.081 (-0.22 -- 0.38),8.6 (1.8 -- -3.1)
Lithuania,105040 (33705 -- 450490),Likely increasing,1.1 (0.86 -- 1.5),0.098 (-0.19 -- 0.51),7.1 (1.4 -- -3.7)
Luxembourg,12970 (4749 -- 35879),Stable,1 (0.76 -- 1.2),0.027 (-0.33 -- 0.25),26 (2.7 -- -2.1)
Malta,2163 (1010 -- 5239),Increasing,1.4 (1.1 -- 1.8),0.47 (0.17 -- 0.78),1.5 (0.89 -- 4.1)
Netherlands,24509 (12784 -- 53294),Likely decreasing,0.94 (0.77 -- 1.1),-0.083 (-0.32 -- 0.12),-8.3 (5.8 -- -2.2)
Norway,26299 (12095 -- 70271),Likely decreasing,0.78 (0.64 -- 1),-0.31 (-0.56 -- 0.025),-2.3 (27 -- -1.2)
Poland,403437 (156740 -- 1301200),Stable,1 (0.71 -- 1.2),0.027 (-0.43 -- 0.27),25 (2.5 -- -1.6)
Portugal,25473 (14536 -- 47075),Likely increasing,1.1 (0.98 -- 1.2),0.085 (-0.031 -- 0.19),8.1 (3.7 -- -23)
Romania,27447 (13592 -- 62539),Stable,1 (0.89 -- 1.3),0.034 (-0.14 -- 0.34),21 (2 -- -4.8)
Slovakia,14082 (3930 -- 66540),Stable,0.98 (0.74 -- 1.2),-0.026 (-0.38 -- 0.29),-26 (2.4 -- -1.8)
Slovenia,14339 (6159 -- 40901),Likely decreasing,0.91 (0.63 -- 1.1),-0.12 (-0.57 -- 0.11),-6 (6.2 -- -1.2)
Sweden,31856 (16429 -- 65539),Decreasing,0.82 (0.69 -- 0.98),-0.25 (-0.46 -- -0.02),-2.8 (-35 -- -1.5)
