Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,17312 (6369 -- 40410),Likely increasing,1.1 (0.67 -- 1.5),0.012 (-0.069 -- 0.073),59 (9.4 -- -10)
Belgium,2118 (52 -- 23584),Stable,0.98 (0.15 -- 2),-0.0028 (-0.3 -- 0.13),-250 (5.4 -- -2.3)
Bulgaria,153 (66 -- 460),Stable,1 (0.74 -- 1.5),0.0038 (-0.054 -- 0.081),180 (8.6 -- -13)
Croatia,44 (6 -- 177),Likely decreasing,0.81 (0.4 -- 1.2),-0.037 (-0.16 -- 0.035),-19 (20 -- -4.4)
Cyprus,550 (280 -- 1273),Stable,0.97 (0.75 -- 1.4),-0.0048 (-0.051 -- 0.056),-150 (12 -- -14)
Czechia,1730 (914 -- 3057),Likely decreasing,0.86 (0.59 -- 1.2),-0.028 (-0.091 -- 0.03),-25 (23 -- -7.6)
Denmark,224 (60 -- 1060),Likely decreasing,0.9 (0.53 -- 1.6),-0.019 (-0.11 -- 0.083),-36 (8.4 -- -6.3)
Estonia,47 (9 -- 218),Likely decreasing,0.93 (0.57 -- 1.4),-0.014 (-0.098 -- 0.065),-51 (11 -- -7)
Finland,173 (29 -- 824),Likely decreasing,0.87 (0.52 -- 1.3),-0.025 (-0.11 -- 0.053),-28 (13 -- -6.2)
France,5643 (2085 -- 13248),Likely decreasing,0.74 (0.37 -- 1.3),-0.052 (-0.17 -- 0.051),-13 (14 -- -4.1)
Germany,28910 (2915 -- 108545),Likely decreasing,0.93 (0.35 -- 1.4),-0.012 (-0.17 -- 0.057),-56 (12 -- -4)
Greece,0 (0 -- 0),Likely decreasing,0.009 (1.6e-06 -- 1.4),-0.56 (-0.91 -- 0.11),-1.2 (6.1 -- -0.76)
Hungary,117 (24 -- 1012),Likely decreasing,0.9 (0.53 -- 1.9),-0.018 (-0.11 -- 0.12),-38 (5.8 -- -6.3)
Ireland,137 (27 -- 868),Likely decreasing,0.91 (0.57 -- 1.6),-0.017 (-0.098 -- 0.084),-41 (8.2 -- -7.1)
Italy,8676 (4345 -- 18356),Likely decreasing,0.95 (0.71 -- 1.3),-0.0087 (-0.062 -- 0.051),-80 (13 -- -11)
Latvia,58 (12 -- 299),Stable,1 (0.47 -- 1.9),0.00095 (-0.13 -- 0.12),730 (5.7 -- -5.3)
Liechtenstein,10 (2 -- 118),Likely increasing,1.1 (0.76 -- 2.6),0.025 (-0.049 -- 0.19),28 (3.7 -- -14)
Lithuania,816 (447 -- 1845),Stable,1 (0.82 -- 1.3),0.0028 (-0.037 -- 0.052),250 (13 -- -19)
Luxembourg,87 (21 -- 317),Likely decreasing,0.91 (0.59 -- 1.3),-0.017 (-0.092 -- 0.047),-40 (15 -- -7.5)
Malta,14 (1 -- 159),Stable,1.1 (0.28 -- 3),0.0095 (-0.21 -- 0.22),73 (3.2 -- -3.2)
Netherlands,863 (150 -- 7978),Stable,1 (0.46 -- 2.4),0.0086 (-0.13 -- 0.17),81 (4.2 -- -5.3)
Norway,140 (78 -- 254),Likely increasing,1.1 (0.82 -- 1.5),0.015 (-0.036 -- 0.074),46 (9.4 -- -19)
Poland,8247 (4360 -- 15086),Likely increasing,1.1 (0.8 -- 1.5),0.023 (-0.04 -- 0.082),31 (8.4 -- -17)
Portugal,857 (102 -- 11392),Likely increasing,1.1 (0.59 -- 2.1),0.012 (-0.093 -- 0.14),58 (4.9 -- -7.4)
Romania,2572 (1088 -- 5599),Likely increasing,1.2 (0.87 -- 1.6),0.028 (-0.026 -- 0.088),25 (7.8 -- -27)
Slovakia,672 (383 -- 1177),Likely increasing,1.1 (0.84 -- 1.5),0.018 (-0.032 -- 0.07),38 (9.8 -- -21)
Slovenia,1014 (541 -- 1741),Likely increasing,1.1 (0.77 -- 1.4),0.016 (-0.047 -- 0.068),45 (10 -- -15)
Spain,1016 (255 -- 6443),Likely decreasing,0.93 (0.61 -- 1.8),-0.013 (-0.086 -- 0.11),-52 (6.3 -- -8)
Sweden,166 (72 -- 464),Likely decreasing,0.85 (0.63 -- 1.3),-0.028 (-0.082 -- 0.053),-24 (13 -- -8.5)
Switzerland,155 (25 -- 1222),Likely decreasing,0.86 (0.49 -- 1.7),-0.027 (-0.12 -- 0.1),-26 (6.6 -- -5.5)
United Kingdom,5856 (1749 -- 27615),Stable,1 (0.7 -- 1.5),0.00026 (-0.063 -- 0.081),2700 (8.6 -- -11)
