region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,200417 (66554 -- 452397),200417,228546,207573,66554,134721,174752,230103,276679,452397,New confirmed cases by infection date,Likely decreasing,0.83
Italy,129856 (68852 -- 227441),129856,136776,48558,68852,103899,119148,140653,162259,227441,New confirmed cases by infection date,Stable,0.59
France,80126 (21281 -- 267160),80126,105977,97055,21281,46681,65651,98332,135107,267160,New confirmed cases by infection date,Likely decreasing,0.86
United Kingdom,24005 (4377 -- 87735),24005,38895,95525,4377,13481,19461,29164,39621,87735,New confirmed cases by infection date,Likely decreasing,0.89
Portugal,21101 (7216 -- 91264),21101,32274,46360,7216,13478,17539,25045,34544,91264,New confirmed cases by infection date,Stable,0.58
Greece,14022 (6707 -- 39362),14022,17510,13861,6707,9867,12335,16042,20317,39362,New confirmed cases by infection date,Stable,0.55
Austria,9433 (3799 -- 27514),9433,12153,10828,3799,6681,8272,10863,14133,27514,New confirmed cases by infection date,Likely decreasing,0.81
Belgium,8011 (1670 -- 31649),8011,12112,25458,1670,4437,6535,9967,13722,31649,New confirmed cases by infection date,Likely decreasing,0.79
Spain,7766 (1230 -- 59465),7766,16770,35028,1230,4013,6013,9905,15711,59465,New confirmed cases by infection date,Likely decreasing,0.7
Romania,4730 (2385 -- 10291),4730,5333,2736,2385,3501,4196,5285,6423,10291,New confirmed cases by infection date,Increasing,0.024
Finland,4299 (658 -- 17810),4299,6774,14835,658,2051,3340,5478,7971,17810,New confirmed cases by infection date,Likely decreasing,0.82
Hungary,3282 (1124 -- 11196),3282,4470,4900,1124,2207,2816,3852,5137,11196,New confirmed cases by infection date,Likely decreasing,0.69
Croatia,2753 (1131 -- 6084),2753,3072,1603,1131,1980,2443,3114,3792,6084,New confirmed cases by infection date,Likely increasing,0.26
Czechia,2479 (601 -- 6752),2479,2977,2379,601,1547,2106,2920,3712,6752,New confirmed cases by infection date,Likely decreasing,0.93
Ireland,2082 (425 -- 7861),2082,2956,4534,425,1127,1662,2551,3548,7861,New confirmed cases by infection date,Likely decreasing,0.87
Slovenia,1847 (655 -- 5359),1847,2270,1674,655,1180,1560,2171,2822,5359,New confirmed cases by infection date,Stable,0.56
Denmark,1761 (895 -- 3852),1761,1999,1011,895,1371,1612,1945,2363,3852,New confirmed cases by infection date,Likely decreasing,0.91
Slovakia,1713 (523 -- 4384),1713,2029,1603,523,1116,1469,2018,2596,4384,New confirmed cases by infection date,Decreasing,0.96
Poland,1674 (588 -- 4240),1674,1960,1292,588,1146,1449,1958,2461,4240,New confirmed cases by infection date,Likely decreasing,0.65
Cyprus,1538 (282 -- 11305),1538,3606,10880,282,768,1208,2045,3214,11305,New confirmed cases by infection date,Likely decreasing,0.71
Latvia,1533 (687 -- 3891),1533,1814,1167,687,1084,1346,1759,2193,3891,New confirmed cases by infection date,Stable,0.41
Luxembourg,1276 (445 -- 2863),1276,1422,819,445,831,1084,1466,1828,2863,New confirmed cases by infection date,Likely decreasing,0.79
Bulgaria,1235 (640 -- 2172),1235,1296,478,640,959,1126,1352,1549,2172,New confirmed cases by infection date,Stable,0.59
Netherlands,1064 (221 -- 4781),1064,1678,2423,221,571,837,1305,1918,4781,New confirmed cases by infection date,Likely decreasing,0.94
Switzerland,919 (97 -- 9149),919,2788,12174,97,372,658,1246,2215,9149,New confirmed cases by infection date,Likely decreasing,0.87
Lithuania,863 (489 -- 1513),863,917,352,489,693,795,936,1072,1513,New confirmed cases by infection date,Decreasing,0.96
Norway,607 (384 -- 929),607,625,171,384,509,568,647,721,929,New confirmed cases by infection date,Decreasing,0.95
Estonia,475 (357 -- 704),475,496,119,357,429,456,496,536,704,New confirmed cases by infection date,Decreasing,0.97
Sweden,220 (40 -- 1854),220,570,1623,40,110,169,296,486,1854,New confirmed cases by infection date,Likely decreasing,0.66
Malta,200 (51 -- 744),200,279,291,51,117,165,244,338,744,New confirmed cases by infection date,Likely decreasing,0.87
Iceland,103 (19 -- 842),103,259,759,19,50,79,134,222,842,New confirmed cases by infection date,Likely decreasing,0.77
Liechtenstein,20 (6 -- 66),20,26,25,6,13,17,24,31,66,New confirmed cases by infection date,Likely decreasing,0.86
Romania,1.7 (1.1 -- 3),1.7,1.9,0.65,1.1,1.4,1.6,1.9,2.2,3,Effective reproduction no.,Increasing,0.024
Croatia,1.2 (0.66 -- 2),1.2,1.3,0.41,0.66,0.98,1.1,1.3,1.5,2,Effective reproduction no.,Likely increasing,0.26
Latvia,1.1 (0.73 -- 1.6),1.1,1.1,0.3,0.73,0.91,0.99,1.1,1.2,1.6,Effective reproduction no.,Stable,0.41
Greece,0.97 (0.69 -- 1.7),0.97,1.1,0.36,0.69,0.83,0.91,1,1.2,1.7,Effective reproduction no.,Stable,0.55
Portugal,0.97 (0.68 -- 1.5),0.97,1,0.27,0.68,0.89,0.94,1,1.1,1.5,Effective reproduction no.,Stable,0.58
Italy,0.96 (0.65 -- 1.3),0.96,0.97,0.21,0.65,0.83,0.91,1,1.1,1.3,Effective reproduction no.,Stable,0.59
Bulgaria,0.95 (0.62 -- 1.3),0.95,0.97,0.22,0.62,0.82,0.91,1,1.1,1.3,Effective reproduction no.,Stable,0.59
Slovenia,0.94 (0.46 -- 1.9),0.94,1,0.46,0.46,0.71,0.84,1,1.2,1.9,Effective reproduction no.,Stable,0.56
Hungary,0.93 (0.6 -- 1.4),0.93,0.96,0.24,0.6,0.86,0.9,0.96,1,1.4,Effective reproduction no.,Likely decreasing,0.69
Germany,0.9 (0.63 -- 1.1),0.9,0.89,0.19,0.63,0.8,0.87,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Luxembourg,0.9 (0.61 -- 1.2),0.9,0.89,0.18,0.61,0.78,0.85,0.93,0.99,1.2,Effective reproduction no.,Likely decreasing,0.79
Belgium,0.89 (0.53 -- 1.3),0.89,0.89,0.28,0.53,0.76,0.84,0.92,0.98,1.3,Effective reproduction no.,Likely decreasing,0.79
Poland,0.86 (0.43 -- 1.6),0.86,0.92,0.38,0.43,0.67,0.79,0.95,1.1,1.6,Effective reproduction no.,Likely decreasing,0.65
Sweden,0.86 (0.45 -- 1.9),0.86,0.98,0.51,0.45,0.69,0.79,0.95,1.1,1.9,Effective reproduction no.,Likely decreasing,0.66
Finland,0.85 (0.47 -- 1.2),0.85,0.86,0.28,0.47,0.71,0.8,0.89,0.96,1.2,Effective reproduction no.,Likely decreasing,0.82
Spain,0.85 (0.43 -- 1.7),0.85,0.93,0.41,0.43,0.72,0.81,0.91,1.1,1.7,Effective reproduction no.,Likely decreasing,0.7
Cyprus,0.84 (0.47 -- 2.3),0.84,1,0.71,0.47,0.68,0.77,0.91,1.1,2.3,Effective reproduction no.,Likely decreasing,0.71
Norway,0.82 (0.64 -- 0.99),0.82,0.82,0.11,0.64,0.76,0.8,0.84,0.89,0.99,Effective reproduction no.,Decreasing,0.95
Austria,0.81 (0.55 -- 1.3),0.81,0.86,0.27,0.55,0.7,0.77,0.86,0.95,1.3,Effective reproduction no.,Likely decreasing,0.81
Estonia,0.81 (0.72 -- 0.97),0.81,0.82,0.087,0.72,0.79,0.8,0.82,0.85,0.97,Effective reproduction no.,Decreasing,0.97
United Kingdom,0.81 (0.44 -- 1.2),0.81,0.83,0.39,0.44,0.69,0.77,0.85,0.9,1.2,Effective reproduction no.,Likely decreasing,0.89
Ireland,0.8 (0.46 -- 1.2),0.8,0.81,0.28,0.46,0.66,0.75,0.84,0.92,1.2,Effective reproduction no.,Likely decreasing,0.87
Czechia,0.79 (0.48 -- 1.1),0.79,0.78,0.19,0.48,0.68,0.76,0.82,0.86,1.1,Effective reproduction no.,Likely decreasing,0.93
Denmark,0.79 (0.59 -- 1.1),0.79,0.81,0.15,0.59,0.74,0.77,0.82,0.88,1.1,Effective reproduction no.,Likely decreasing,0.91
Lithuania,0.77 (0.61 -- 0.98),0.77,0.78,0.12,0.61,0.72,0.75,0.79,0.83,0.98,Effective reproduction no.,Decreasing,0.96
Iceland,0.75 (0.42 -- 1.7),0.75,0.87,0.5,0.42,0.61,0.69,0.82,0.97,1.7,Effective reproduction no.,Likely decreasing,0.77
Liechtenstein,0.75 (0.48 -- 1.2),0.75,0.79,0.24,0.48,0.65,0.71,0.8,0.88,1.2,Effective reproduction no.,Likely decreasing,0.86
France,0.73 (0.38 -- 1.2),0.73,0.75,0.27,0.38,0.57,0.67,0.79,0.89,1.2,Effective reproduction no.,Likely decreasing,0.86
Slovakia,0.73 (0.47 -- 0.96),0.73,0.72,0.18,0.47,0.63,0.69,0.76,0.81,0.96,Effective reproduction no.,Decreasing,0.96
