Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,9433 (3799 -- 27514),Likely decreasing,0.81 (0.55 -- 1.3),-0.037 (-0.1 -- 0.052),-19 (13 -- -6.8)
Belgium,8011 (1670 -- 31649),Likely decreasing,0.89 (0.53 -- 1.3),-0.022 (-0.11 -- 0.045),-32 (16 -- -6.3)
Bulgaria,1235 (640 -- 2172),Stable,0.95 (0.62 -- 1.3),-0.0084 (-0.084 -- 0.054),-82 (13 -- -8.3)
Croatia,2753 (1131 -- 6084),Likely increasing,1.2 (0.66 -- 2),0.038 (-0.074 -- 0.13),18 (5.3 -- -9.4)
Cyprus,1538 (282 -- 11305),Likely decreasing,0.84 (0.47 -- 2.3),-0.031 (-0.13 -- 0.16),-22 (4.4 -- -5.3)
Czechia,2479 (601 -- 6752),Likely decreasing,0.79 (0.48 -- 1.1),-0.042 (-0.13 -- 0.01),-17 (68 -- -5.4)
Denmark,1761 (895 -- 3852),Likely decreasing,0.79 (0.59 -- 1.1),-0.041 (-0.091 -- 0.013),-17 (52 -- -7.6)
Estonia,475 (357 -- 704),Decreasing,0.81 (0.72 -- 0.97),-0.038 (-0.057 -- -0.0052),-18 (-130 -- -12)
Finland,4299 (658 -- 17810),Likely decreasing,0.85 (0.47 -- 1.2),-0.028 (-0.13 -- 0.04),-24 (17 -- -5.3)
France,80126 (21281 -- 267160),Likely decreasing,0.73 (0.38 -- 1.2),-0.055 (-0.16 -- 0.035),-13 (20 -- -4.3)
Germany,200417 (66554 -- 452397),Likely decreasing,0.9 (0.63 -- 1.1),-0.019 (-0.081 -- 0.022),-37 (31 -- -8.6)
Greece,14022 (6707 -- 39362),Stable,0.97 (0.69 -- 1.7),-0.0061 (-0.065 -- 0.1),-110 (6.7 -- -11)
Hungary,3282 (1124 -- 11196),Likely decreasing,0.93 (0.6 -- 1.4),-0.013 (-0.09 -- 0.059),-53 (12 -- -7.7)
Iceland,103 (19 -- 842),Likely decreasing,0.75 (0.42 -- 1.7),-0.051 (-0.15 -- 0.1),-14 (6.9 -- -4.7)
Ireland,2082 (425 -- 7861),Likely decreasing,0.8 (0.46 -- 1.2),-0.04 (-0.13 -- 0.028),-17 (24 -- -5.2)
Italy,129856 (68852 -- 227441),Stable,0.96 (0.65 -- 1.3),-0.0083 (-0.076 -- 0.054),-83 (13 -- -9.1)
Latvia,1533 (687 -- 3891),Stable,1.1 (0.73 -- 1.6),0.011 (-0.055 -- 0.093),66 (7.5 -- -13)
Liechtenstein,20 (6 -- 66),Likely decreasing,0.75 (0.48 -- 1.2),-0.051 (-0.13 -- 0.038),-14 (18 -- -5.5)
Lithuania,863 (489 -- 1513),Decreasing,0.77 (0.61 -- 0.98),-0.046 (-0.085 -- -0.0031),-15 (-220 -- -8.2)
Luxembourg,1276 (445 -- 2863),Likely decreasing,0.9 (0.61 -- 1.2),-0.02 (-0.088 -- 0.03),-35 (23 -- -7.9)
Malta,200 (51 -- 744),Likely decreasing,0.66 (0.33 -- 1.3),-0.074 (-0.18 -- 0.048),-9.4 (15 -- -3.8)
Netherlands,1064 (221 -- 4781),Likely decreasing,0.57 (0.31 -- 1),-0.099 (-0.19 -- 0.0066),-7 (110 -- -3.6)
Norway,607 (384 -- 929),Decreasing,0.82 (0.64 -- 0.99),-0.035 (-0.078 -- -0.001),-20 (-690 -- -8.9)
Poland,1674 (588 -- 4240),Likely decreasing,0.86 (0.43 -- 1.6),-0.026 (-0.14 -- 0.085),-27 (8.2 -- -4.9)
Portugal,21101 (7216 -- 91264),Stable,0.97 (0.68 -- 1.5),-0.0052 (-0.068 -- 0.078),-130 (8.8 -- -10)
Romania,4730 (2385 -- 10291),Increasing,1.7 (1.1 -- 3),0.1 (0.016 -- 0.22),6.7 (3.1 -- 44)
Slovakia,1713 (523 -- 4384),Decreasing,0.73 (0.47 -- 0.96),-0.056 (-0.13 -- -0.0066),-12 (-100 -- -5.3)
Slovenia,1847 (655 -- 5359),Stable,0.94 (0.46 -- 1.9),-0.011 (-0.13 -- 0.12),-65 (5.9 -- -5.2)
Spain,7766 (1230 -- 59465),Likely decreasing,0.85 (0.43 -- 1.7),-0.028 (-0.14 -- 0.098),-25 (7.1 -- -4.8)
Sweden,220 (40 -- 1854),Likely decreasing,0.86 (0.45 -- 1.9),-0.028 (-0.14 -- 0.12),-25 (5.6 -- -5.1)
Switzerland,919 (97 -- 9149),Likely decreasing,0.63 (0.29 -- 1.4),-0.08 (-0.2 -- 0.059),-8.7 (12 -- -3.4)
United Kingdom,24005 (4377 -- 87735),Likely decreasing,0.81 (0.44 -- 1.2),-0.037 (-0.14 -- 0.036),-19 (19 -- -5)
