Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1659 (646 -- 5023),Increasing,1.3 (1 -- 1.7),0.3 (0.047 -- 0.69),2.3 (1 -- 15)
Belgium,48291 (24235 -- 109541),Likely increasing,1.1 (0.92 -- 1.2),0.078 (-0.1 -- 0.24),8.8 (2.9 -- -6.9)
Bulgaria,17246 (8966 -- 33749),Likely increasing,1 (0.91 -- 1.1),0.025 (-0.12 -- 0.14),28 (4.8 -- -5.7)
Croatia,61244 (25395 -- 168506),Likely decreasing,0.97 (0.74 -- 1.1),-0.032 (-0.36 -- 0.17),-22 (4.1 -- -1.9)
Cyprus,1610 (672 -- 4412),Likely decreasing,0.86 (0.68 -- 1),-0.19 (-0.47 -- 0.023),-3.7 (30 -- -1.5)
Czechia,530805 (170665 -- 1438100),Increasing,1.3 (1.1 -- 1.6),0.34 (0.084 -- 0.6),2 (1.2 -- 8.3)
Denmark,9877 (4676 -- 22041),Stable,1 (0.83 -- 1.2),0.014 (-0.24 -- 0.27),51 (2.5 -- -2.9)
France,44281 (20113 -- 95720),Likely increasing,1.2 (1 -- 1.4),0.25 (-0.00021 -- 0.48),2.8 (1.4 -- -3200)
Greece,74511 (43538 -- 140816),Likely decreasing,0.98 (0.89 -- 1.1),-0.021 (-0.15 -- 0.095),-33 (7.3 -- -4.6)
Hungary,35648 (10433 -- 129314),Likely increasing,1.1 (0.87 -- 1.4),0.17 (-0.18 -- 0.47),4.1 (1.5 -- -3.8)
Iceland,321 (142 -- 776),Likely decreasing,0.91 (0.76 -- 1),-0.12 (-0.34 -- 0.057),-6 (12 -- -2)
Ireland,5975 (3457 -- 11270),Decreasing,0.91 (0.81 -- 0.99),-0.12 (-0.26 -- -0.0079),-5.9 (-88 -- -2.6)
Liechtenstein,33 (8 -- 159),Likely increasing,1.1 (0.84 -- 1.4),0.099 (-0.21 -- 0.46),7 (1.5 -- -3.3)
Lithuania,68410 (26032 -- 223315),Likely decreasing,0.94 (0.66 -- 1.1),-0.079 (-0.5 -- 0.16),-8.8 (4.4 -- -1.4)
Luxembourg,7285 (3806 -- 15872),Likely increasing,1.1 (0.97 -- 1.3),0.13 (-0.032 -- 0.31),5.4 (2.3 -- -21)
Malta,116 (58 -- 262),Decreasing,0.82 (0.69 -- 0.98),-0.24 (-0.46 -- -0.031),-2.9 (-22 -- -1.5)
Norway,16395 (8777 -- 33689),Likely decreasing,0.92 (0.81 -- 1),-0.1 (-0.27 -- 0.046),-6.8 (15 -- -2.6)
Poland,173798 (59535 -- 540456),Likely decreasing,0.91 (0.57 -- 1.1),-0.12 (-0.7 -- 0.13),-5.8 (5.3 -- -0.99)
Portugal,3577 (2035 -- 7295),Decreasing,0.88 (0.75 -- 0.99),-0.16 (-0.35 -- -0.019),-4.3 (-37 -- -2)
Romania,1431 (712 -- 3371),Decreasing,0.58 (0.46 -- 0.73),-0.67 (-0.94 -- -0.39),-1 (-1.8 -- -0.74)
Slovakia,47980 (16677 -- 153122),Likely increasing,1.2 (0.9 -- 1.5),0.24 (-0.13 -- 0.52),2.9 (1.3 -- -5.2)
Sweden,14150 (8160 -- 26476),Likely decreasing,0.99 (0.91 -- 1.1),-0.017 (-0.11 -- 0.13),-41 (5.5 -- -6)
