region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Germany,163701 (49114 -- 734168),163701,257313,382458,49114,94365,132021,201132,297474,734168,New confirmed cases by infection date,Stable,0.48
France,37886 (11782 -- 145244),37886,54385,59426,11782,23155,31080,45754,61623,145244,New confirmed cases by infection date,Likely decreasing,0.61
Spain,24456 (8449 -- 84954),24456,32721,28957,8449,15370,20421,29277,39851,84954,New confirmed cases by infection date,Stable,0.55
Belgium,20917 (7100 -- 87173),20917,32630,50565,7100,12913,17163,25900,36369,87173,New confirmed cases by infection date,Likely increasing,0.25
Italy,20015 (5944 -- 76982),20015,29555,53923,5944,12334,16459,24695,34366,76982,New confirmed cases by infection date,Likely decreasing,0.68
Netherlands,18747 (6487 -- 73984),18747,27070,28838,6487,11795,15637,22316,31197,73984,New confirmed cases by infection date,Likely increasing,0.17
Czechia,18498 (5682 -- 69901),18498,26444,29036,5682,10756,14991,23141,32317,69901,New confirmed cases by infection date,Likely increasing,0.32
Greece,11107 (6718 -- 21246),11107,12177,4649,6718,9068,10280,12197,14238,21246,New confirmed cases by infection date,Likely decreasing,0.88
Slovakia,8526 (4316 -- 16689),8526,9179,4057,4316,6224,7432,9410,11007,16689,New confirmed cases by infection date,Likely increasing,0.17
Denmark,4281 (1573 -- 15036),4281,5841,6048,1573,2768,3643,4980,6784,15036,New confirmed cases by infection date,Stable,0.4
Latvia,2686 (1601 -- 4915),2686,2900,1131,1601,2129,2459,2931,3388,4915,New confirmed cases by infection date,Likely increasing,0.14
Ireland,2178 (1194 -- 4617),2178,2492,1238,1194,1700,1988,2431,2988,4617,New confirmed cases by infection date,Likely decreasing,0.91
Estonia,1838 (1160 -- 3267),1838,1975,686,1160,1505,1702,1996,2292,3267,New confirmed cases by infection date,Stable,0.57
Hungary,1141 (534 -- 2927),1141,1376,891,534,838,1017,1312,1638,2927,New confirmed cases by infection date,Likely increasing,0.29
Slovenia,788 (368 -- 1908),788,915,552,368,568,692,881,1087,1908,New confirmed cases by infection date,Stable,0.44
Malta,406 (189 -- 1003),406,479,299,189,298,359,462,576,1003,New confirmed cases by infection date,Likely increasing,0.16
Luxembourg,310 (140 -- 807),310,371,240,140,220,270,354,441,807,New confirmed cases by infection date,Likely increasing,0.37
Iceland,148 (47 -- 558),148,210,238,47,89,119,179,246,558,New confirmed cases by infection date,Likely decreasing,0.63
Belgium,1.1 (0.9 -- 1.5),1.1,1.1,0.19,0.9,1,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.25
Czechia,1.1 (0.85 -- 1.4),1.1,1.1,0.16,0.85,0.97,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.32
Latvia,1.1 (0.96 -- 1.3),1.1,1.1,0.094,0.96,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.14
Malta,1.1 (0.93 -- 1.3),1.1,1.1,0.12,0.93,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.16
Netherlands,1.1 (0.92 -- 1.5),1.1,1.2,0.19,0.92,1,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.17
Slovakia,1.1 (0.93 -- 1.3),1.1,1.1,0.095,0.93,1,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.17
Denmark,1 (0.84 -- 1.3),1,1,0.15,0.84,0.95,1,1.1,1.1,1.3,Effective reproduction no.,Stable,0.4
Germany,1 (0.8 -- 1.3),1,1,0.17,0.8,0.92,0.97,1,1.1,1.3,Effective reproduction no.,Stable,0.48
Hungary,1 (0.89 -- 1.3),1,1.1,0.11,0.89,0.99,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.29
Luxembourg,1 (0.88 -- 1.3),1,1,0.12,0.88,0.97,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.37
Slovenia,1 (0.88 -- 1.3),1,1,0.15,0.88,0.96,0.99,1,1.1,1.3,Effective reproduction no.,Stable,0.44
Estonia,0.99 (0.92 -- 1.1),0.99,1,0.053,0.92,0.97,0.98,1,1,1.1,Effective reproduction no.,Stable,0.57
Spain,0.98 (0.78 -- 1.2),0.98,1,0.14,0.78,0.91,0.95,1,1.1,1.2,Effective reproduction no.,Stable,0.55
France,0.97 (0.76 -- 1.2),0.97,0.98,0.15,0.76,0.89,0.94,1,1.1,1.2,Effective reproduction no.,Likely decreasing,0.61
Iceland,0.96 (0.75 -- 1.2),0.96,0.97,0.15,0.75,0.88,0.93,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.63
Greece,0.94 (0.85 -- 1),0.94,0.94,0.059,0.85,0.91,0.93,0.95,0.97,1,Effective reproduction no.,Likely decreasing,0.88
Italy,0.94 (0.69 -- 1.2),0.94,0.94,0.17,0.69,0.85,0.91,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.68
Ireland,0.91 (0.81 -- 1),0.91,0.92,0.066,0.81,0.88,0.9,0.93,0.95,1,Effective reproduction no.,Likely decreasing,0.91
