Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,3861 (1601 -- 15425),Likely decreasing,0.87 (0.68 -- 1.4),-0.024 (-0.068 -- 0.068),-28 (10 -- -10)
Belgium,2303 (513 -- 9806),Likely decreasing,0.86 (0.52 -- 1.3),-0.028 (-0.11 -- 0.049),-25 (14 -- -6.2)
Bulgaria,273 (206 -- 420),Likely decreasing,0.87 (0.81 -- 1.1),-0.024 (-0.038 -- 0.0095),-29 (73 -- -18)
Croatia,628 (309 -- 1414),Stable,1 (0.67 -- 1.6),0.004 (-0.071 -- 0.093),170 (7.5 -- -9.7)
Cyprus,296 (17 -- 5096),Stable,1.1 (0.26 -- 4.6),0.025 (-0.22 -- 0.31),28 (2.2 -- -3.1)
Czechia,576 (176 -- 3206),Stable,1 (0.66 -- 2),0.0016 (-0.074 -- 0.13),440 (5.1 -- -9.4)
Denmark,990 (416 -- 4228),Likely decreasing,0.92 (0.71 -- 1.5),-0.016 (-0.061 -- 0.079),-44 (8.8 -- -11)
Estonia,38 (2 -- 549),Stable,0.86 (0.2 -- 2.5),-0.028 (-0.26 -- 0.18),-25 (3.8 -- -2.6)
Finland,891 (13 -- 38358),Stable,0.84 (0.088 -- 5.5),-0.031 (-0.37 -- 0.35),-22 (2 -- -1.9)
France,32386 (14555 -- 94889),Likely decreasing,0.88 (0.63 -- 1.3),-0.024 (-0.08 -- 0.048),-29 (15 -- -8.6)
Germany,65709 (26410 -- 274601),Likely decreasing,0.92 (0.7 -- 1.6),-0.016 (-0.064 -- 0.09),-44 (7.7 -- -11)
Greece,10649 (5919 -- 23733),Likely increasing,1 (0.81 -- 1.5),0.0086 (-0.037 -- 0.078),81 (8.9 -- -19)
Hungary,76 (10 -- 873),Likely decreasing,0.75 (0.34 -- 2),-0.051 (-0.18 -- 0.13),-14 (5.1 -- -3.8)
Iceland,285 (15 -- 5485),Stable,1.2 (0.27 -- 4.7),0.032 (-0.22 -- 0.31),22 (2.2 -- -3.2)
Ireland,271 (30 -- 1479),Likely decreasing,0.7 (0.34 -- 1.2),-0.063 (-0.18 -- 0.026),-11 (27 -- -3.8)
Italy,64954 (39625 -- 116285),Likely increasing,1.2 (0.93 -- 1.7),0.034 (-0.013 -- 0.095),20 (7.3 -- -54)
Latvia,244 (82 -- 1181),Likely decreasing,0.91 (0.6 -- 1.6),-0.017 (-0.088 -- 0.093),-40 (7.5 -- -7.8)
Liechtenstein,18 (2 -- 86),Likely decreasing,0.92 (0.29 -- 1.6),-0.016 (-0.21 -- 0.089),-44 (7.8 -- -3.3)
Lithuania,256 (87 -- 728),Stable,1 (0.6 -- 1.6),0.0024 (-0.089 -- 0.087),280 (7.9 -- -7.8)
Luxembourg,577 (171 -- 1864),Likely decreasing,0.9 (0.59 -- 1.3),-0.019 (-0.092 -- 0.044),-37 (16 -- -7.6)
Malta,456 (186 -- 1327),Likely increasing,1.3 (0.88 -- 2),0.043 (-0.023 -- 0.14),16 (5.1 -- -30)
Netherlands,3525 (1044 -- 10424),Stable,0.97 (0.44 -- 1.8),-0.0059 (-0.14 -- 0.11),-120 (6.4 -- -5)
Norway,974 (543 -- 2063),Likely increasing,1.2 (0.88 -- 1.8),0.03 (-0.022 -- 0.12),23 (6 -- -31)
Poland,586 (166 -- 2041),Stable,1.1 (0.46 -- 2.6),0.017 (-0.13 -- 0.19),40 (3.7 -- -5.3)
Portugal,68468 (18343 -- 196285),Likely increasing,1 (0.65 -- 1.3),0.0073 (-0.076 -- 0.053),95 (13 -- -9.1)
Romania,565 (343 -- 1277),Likely decreasing,0.9 (0.76 -- 1.3),-0.019 (-0.049 -- 0.043),-36 (16 -- -14)
Slovakia,346 (105 -- 1963),Likely decreasing,0.86 (0.54 -- 1.6),-0.026 (-0.11 -- 0.094),-26 (7.4 -- -6.4)
Slovenia,401 (185 -- 940),Likely decreasing,0.84 (0.66 -- 1.1),-0.031 (-0.074 -- 0.016),-22 (43 -- -9.4)
Spain,6128 (14 -- 665754),Likely decreasing,0.25 (0.014 -- 1.3),-0.23 (-0.58 -- 0.042),-3.1 (17 -- -1.2)
Sweden,449 (38 -- 2739),Likely decreasing,0.96 (0.34 -- 1.4),-0.0081 (-0.18 -- 0.06),-85 (12 -- -3.8)
Switzerland,598 (5 -- 27736),Stable,0.84 (0.071 -- 4.9),-0.032 (-0.4 -- 0.32),-22 (2.1 -- -1.7)
United Kingdom,16823 (5831 -- 101175),Stable,0.96 (0.71 -- 2),-0.0066 (-0.06 -- 0.13),-110 (5.3 -- -12)
