region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,338329 (75722 -- 2041530),338329,638560,1195630,75722,181240,260800,430933,667828,2041530,New confirmed cases by infection date,Likely increasing,0.14
Lithuania,261228 (84323 -- 605184),261228,292883,167919,84323,173747,226650,300844,372647,605184,New confirmed cases by infection date,Increasing,0
Italy,250340 (146888 -- 398328),250340,259107,78362,146888,205103,232866,267992,303166,398328,New confirmed cases by infection date,Increasing,0.028
Germany,221143 (65749 -- 952419),221143,342023,524080,65749,132778,185217,268213,383895,952419,New confirmed cases by infection date,Likely increasing,0.28
United Kingdom,59263 (16465 -- 386268),59263,119913,222063,16465,32733,46311,76946,121878,386268,New confirmed cases by infection date,Likely increasing,0.25
Greece,41932 (19572 -- 104287),41932,50060,32961,19572,30363,36922,47710,59745,104287,New confirmed cases by infection date,Increasing,0.046
Portugal,34743 (8104 -- 113909),34743,45284,43087,8104,20517,28758,41178,56271,113909,New confirmed cases by infection date,Likely decreasing,0.65
Austria,24859 (6693 -- 139060),24859,46175,78562,6693,13780,19588,31895,49876,139060,New confirmed cases by infection date,Likely increasing,0.18
Switzerland,17214 (5445 -- 43342),17214,20255,14393,5445,11727,15114,19668,25109,43342,New confirmed cases by infection date,Likely increasing,0.12
Netherlands,16620 (4706 -- 66134),16620,24591,32400,4706,10133,13668,19865,28254,66134,New confirmed cases by infection date,Likely increasing,0.17
Spain,6098 (198 -- 152414),6098,49596,431938,198,1585,3686,9547,20908,152414,New confirmed cases by infection date,Likely decreasing,0.67
Denmark,4784 (1274 -- 26395),4784,8229,12112,1274,2680,3822,5994,9112,26395,New confirmed cases by infection date,Likely increasing,0.23
Belgium,3932 (1166 -- 19431),3932,6922,15584,1166,2398,3216,4825,6833,19431,New confirmed cases by infection date,Likely decreasing,0.68
Norway,2694 (1545 -- 4841),2694,2924,1154,1545,2180,2495,2938,3464,4841,New confirmed cases by infection date,Increasing,0.034
Malta,2677 (1434 -- 4943),2677,2849,1132,1434,2040,2407,2924,3428,4943,New confirmed cases by infection date,Increasing,0.019
Czechia,2577 (686 -- 11066),2577,3998,6306,686,1522,2102,3133,4659,11066,New confirmed cases by infection date,Likely increasing,0.15
Finland,2442 (1038 -- 6365),2442,2981,2512,1038,1814,2178,2741,3391,6365,New confirmed cases by infection date,Likely decreasing,0.75
Croatia,2332 (1226 -- 5276),2332,2670,1457,1226,1772,2099,2601,3132,5276,New confirmed cases by infection date,Increasing,0.016
Cyprus,1765 (79 -- 22679),1765,5792,13552,79,532,1114,2750,5531,22679,New confirmed cases by infection date,Likely increasing,0.28
Bulgaria,1497 (882 -- 2816),1497,1633,653,882,1195,1384,1634,1904,2816,New confirmed cases by infection date,Increasing,0.0053
Slovakia,1299 (325 -- 7671),1299,2430,4477,325,719,1012,1664,2576,7671,New confirmed cases by infection date,Likely increasing,0.24
