Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,24859 (6693 -- 139060),Likely increasing,1.3 (0.8 -- 2.5),0.053 (-0.04 -- 0.18),13 (3.9 -- -17)
Belgium,3932 (1166 -- 19431),Likely decreasing,0.93 (0.66 -- 1.5),-0.013 (-0.073 -- 0.08),-55 (8.7 -- -9.5)
Bulgaria,1497 (882 -- 2816),Increasing,1.5 (1.2 -- 2.2),0.081 (0.03 -- 0.15),8.5 (4.6 -- 23)
Croatia,2332 (1226 -- 5276),Increasing,1.5 (1.1 -- 2.3),0.075 (0.018 -- 0.16),9.2 (4.4 -- 40)
Cyprus,1765 (79 -- 22679),Likely increasing,1.8 (0.29 -- 6.5),0.11 (-0.21 -- 0.39),6.5 (1.8 -- -3.4)
Czechia,2577 (686 -- 11066),Likely increasing,1.4 (0.79 -- 2.6),0.062 (-0.043 -- 0.19),11 (3.7 -- -16)
Denmark,4784 (1274 -- 26395),Likely increasing,1.2 (0.76 -- 2.3),0.04 (-0.048 -- 0.16),17 (4.4 -- -14)
Estonia,37 (1 -- 819),Likely decreasing,0.66 (0.12 -- 2.9),-0.072 (-0.32 -- 0.21),-9.6 (3.3 -- -2.1)
Finland,2442 (1038 -- 6365),Likely decreasing,0.91 (0.7 -- 1.3),-0.016 (-0.064 -- 0.043),-43 (16 -- -11)
France,338329 (75722 -- 2041530),Likely increasing,1.4 (0.82 -- 2.7),0.063 (-0.035 -- 0.19),11 (3.6 -- -20)
Germany,221143 (65749 -- 952419),Likely increasing,1.2 (0.71 -- 2),0.028 (-0.06 -- 0.13),25 (5.3 -- -12)
Greece,41932 (19572 -- 104287),Increasing,1.4 (1 -- 2),0.06 (0.002 -- 0.14),12 (5 -- 350)
Hungary,198 (9 -- 3695),Stable,1 (0.22 -- 3.8),0.0025 (-0.25 -- 0.27),280 (2.6 -- -2.8)
Iceland,1281 (284 -- 11223),Likely increasing,1.2 (0.75 -- 2.1),0.036 (-0.052 -- 0.15),19 (4.7 -- -13)
Ireland,789 (111 -- 13763),Stable,1.1 (0.5 -- 3.3),0.016 (-0.12 -- 0.24),44 (2.9 -- -5.8)
Italy,250340 (146888 -- 398328),Increasing,1.5 (1.1 -- 1.9),0.07 (0.012 -- 0.12),9.9 (5.7 -- 56)
Latvia,245 (29 -- 1564),Likely decreasing,0.88 (0.33 -- 1.7),-0.023 (-0.19 -- 0.1),-31 (6.7 -- -3.7)
Liechtenstein,43 (14 -- 208),Likely increasing,1.1 (0.76 -- 2),0.024 (-0.05 -- 0.13),29 (5.2 -- -14)
Lithuania,261228 (84323 -- 605184),Increasing,7.7 (4.1 -- 9.8),0.43 (0.28 -- 0.49),1.6 (1.4 -- 2.4)
Luxembourg,884 (309 -- 3335),Likely decreasing,0.97 (0.71 -- 1.5),-0.0058 (-0.062 -- 0.079),-120 (8.8 -- -11)
Malta,2677 (1434 -- 4943),Increasing,1.6 (1.1 -- 2.2),0.088 (0.023 -- 0.15),7.8 (4.7 -- 30)
Netherlands,16620 (4706 -- 66134),Likely increasing,1.3 (0.76 -- 2.3),0.05 (-0.049 -- 0.16),14 (4.4 -- -14)
Norway,2694 (1545 -- 4841),Increasing,1.4 (1 -- 1.8),0.057 (0.0072 -- 0.11),12 (6.3 -- 96)
Poland,836 (507 -- 1528),Likely increasing,1.2 (0.99 -- 1.7),0.04 (-0.0026 -- 0.1),17 (6.9 -- -260)
Portugal,34743 (8104 -- 113909),Likely decreasing,0.95 (0.6 -- 1.3),-0.0099 (-0.089 -- 0.053),-70 (13 -- -7.8)
Romania,224 (29 -- 665),Likely decreasing,0.79 (0.39 -- 1.1),-0.041 (-0.16 -- 0.0096),-17 (72 -- -4.4)
Slovakia,1299 (325 -- 7671),Likely increasing,1.2 (0.75 -- 2.5),0.041 (-0.052 -- 0.18),17 (3.8 -- -13)
Slovenia,1156 (423 -- 5879),Stable,1.1 (0.78 -- 1.9),0.011 (-0.045 -- 0.12),64 (5.8 -- -15)
Spain,6098 (198 -- 152414),Likely decreasing,0.69 (0.14 -- 3.5),-0.066 (-0.31 -- 0.25),-10 (2.8 -- -2.2)
Sweden,383 (82 -- 1889),Stable,0.98 (0.6 -- 1.5),-0.004 (-0.091 -- 0.079),-170 (8.8 -- -7.6)
Switzerland,17214 (5445 -- 43342),Likely increasing,1.4 (0.86 -- 2.1),0.061 (-0.027 -- 0.14),11 (5 -- -26)
United Kingdom,59263 (16465 -- 386268),Likely increasing,1.2 (0.76 -- 2.3),0.034 (-0.049 -- 0.16),21 (4.3 -- -14)
