Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,142266 (71516 -- 253982),Increasing,2.2 (1.3 -- 3.1),0.15 (0.054 -- 0.22),4.7 (3.1 -- 13)
Belgium,72681 (25725 -- 227112),Stable,1 (0.77 -- 1.5),0.0047 (-0.047 -- 0.073),150 (9.5 -- -15)
Bulgaria,57169 (27148 -- 131330),Increasing,1.7 (1.2 -- 2.6),0.1 (0.037 -- 0.18),6.8 (3.8 -- 19)
Croatia,52425 (26595 -- 113807),Increasing,1.4 (1 -- 2.1),0.066 (0.005 -- 0.14),11 (5 -- 140)
Cyprus,64200 (23105 -- 282741),Increasing,1.5 (1.1 -- 2.6),0.08 (0.017 -- 0.19),8.6 (3.7 -- 40)
Czechia,27497 (7640 -- 129041),Stable,0.96 (0.56 -- 1.9),-0.0076 (-0.1 -- 0.13),-91 (5.5 -- -6.8)
Denmark,148968 (85865 -- 289299),Likely increasing,1.2 (0.99 -- 1.5),0.034 (-0.002 -- 0.07),20 (10 -- -350)
Estonia,14601 (8857 -- 26864),Increasing,1.5 (1.2 -- 2.2),0.081 (0.029 -- 0.15),8.6 (4.5 -- 24)
Finland,59768 (30583 -- 131815),Increasing,1.4 (1.1 -- 1.8),0.057 (0.018 -- 0.11),12 (6.1 -- 39)
France,2710900 (1322960 -- 4975750),Likely increasing,1.5 (0.96 -- 2),0.067 (-0.011 -- 0.13),10 (5.3 -- -60)
Germany,287573 (106195 -- 1090920),Likely increasing,1.2 (0.79 -- 2.2),0.031 (-0.043 -- 0.16),22 (4.4 -- -16)
Greece,48550 (14283 -- 146599),Decreasing,0.33 (0.13 -- 0.84),-0.18 (-0.32 -- -0.034),-3.8 (-20 -- -2.1)
Hungary,49996 (14435 -- 208514),Likely increasing,1.7 (0.91 -- 3.5),0.094 (-0.018 -- 0.25),7.3 (2.8 -- -39)
Iceland,14667 (4838 -- 54408),Increasing,1.6 (1 -- 2.7),0.087 (0.0023 -- 0.19),8 (3.6 -- 300)
Ireland,231137 (103659 -- 502676),Likely increasing,1.4 (0.99 -- 2),0.068 (-0.002 -- 0.13),10 (5.3 -- -350)
Italy,1637550 (841616 -- 2722380),Likely increasing,1.4 (0.91 -- 1.8),0.064 (-0.016 -- 0.11),11 (6.2 -- -43)
Latvia,13779 (7257 -- 32402),Increasing,1.5 (1.1 -- 2.4),0.078 (0.023 -- 0.17),8.9 (4 -- 30)
Liechtenstein,645 (140 -- 3689),Likely increasing,1.2 (0.61 -- 2.4),0.027 (-0.088 -- 0.17),26 (4 -- -7.9)
Lithuania,33768 (20365 -- 56972),Increasing,1.7 (1.3 -- 2.4),0.1 (0.049 -- 0.17),6.6 (4.2 -- 14)
Luxembourg,7863 (3867 -- 25050),Increasing,1.3 (1 -- 2),0.041 (0.0069 -- 0.12),17 (5.6 -- 100)
Malta,1266 (360 -- 3917),Decreasing,0.44 (0.18 -- 1),-0.14 (-0.27 -- -0.00058),-5 (-1200 -- -2.5)
Netherlands,387624 (258358 -- 598867),Increasing,1.9 (1.5 -- 2.4),0.12 (0.077 -- 0.17),5.6 (4 -- 9)
Norway,35999 (19413 -- 90439),Likely increasing,1.1 (0.92 -- 1.8),0.022 (-0.015 -- 0.11),32 (6.5 -- -46)
Poland,74362 (44448 -- 133451),Likely increasing,1.1 (0.85 -- 1.5),0.022 (-0.03 -- 0.08),31 (8.7 -- -23)
Portugal,134145 (49644 -- 297156),Likely increasing,1.2 (0.8 -- 1.6),0.038 (-0.041 -- 0.083),18 (8.3 -- -17)
Romania,160620 (66398 -- 407223),Increasing,3.2 (1.9 -- 5.3),0.23 (0.13 -- 0.34),3 (2 -- 5.5)
Slovakia,13549 (6857 -- 29092),Stable,0.97 (0.68 -- 1.4),-0.006 (-0.07 -- 0.065),-120 (11 -- -10)
Slovenia,61394 (35886 -- 109469),Increasing,2.2 (1.6 -- 3),0.15 (0.09 -- 0.21),4.7 (3.2 -- 7.7)
Spain,1093910 (349758 -- 3973190),Likely increasing,1.4 (0.95 -- 2.1),0.061 (-0.011 -- 0.14),11 (5.1 -- -62)
Sweden,86664 (34271 -- 297857),Increasing,1.4 (1 -- 2.1),0.056 (0.0071 -- 0.14),12 (4.9 -- 98)
Switzerland,161048 (71473 -- 510631),Likely increasing,1.2 (0.95 -- 2.1),0.037 (-0.0099 -- 0.14),19 (4.9 -- -70)
United Kingdom,579539 (337033 -- 906583),Decreasing,0.75 (0.52 -- 0.98),-0.053 (-0.12 -- -0.0044),-13 (-160 -- -6)
