forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week,quantile,value,type,target
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.01,139239.898949149,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.025,149826.074064426,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.05,159572.312059516,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.1,171598.526280969,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.15,180220.523956893,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.2,187380.941546024,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.25,193750.250663641,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.3,199654.387550386,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.35,205285.936346355,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.4,210776.533938299,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.45,216228.483511424,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.5,221731.66,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.55,227374.896442623,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.6,233256.1795553,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.65,239494.871988724,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.7,246250.180872925,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.75,253754.144203447,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.8,262379.560272836,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.85,272804.273158785,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.9,286511.371116643,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.95,308104.384851041,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.975,328146.681766582,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,221731.66,0.2,1,2021-08-14,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.99,353095.121566492,quantile,1 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.01,109740.552274268,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.025,123980.562513226,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.05,137697.127984513,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.1,155405.236599573,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.15,168622.162573484,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.2,179923.71139444,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.25,190221.221668013,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.3,199970.016040676,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.35,209449.171320534,quantile,2 wk ahead inc case
253412,2021-08-09T00:00:00Z,TRUE,yes,BQuilty,log-normal,238124.3,0.333,2,2021-08-21,2021-08-09T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,32,0.4,218859.116881892,quantile,2 wk ahead inc case
