forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week,quantile,value,type,target
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.01,251157.500369939,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.025,254305.750721292,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.05,257044.966947176,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.1,260239.746572889,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.15,262417.652047451,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.2,264161.574255405,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.25,265666.937631827,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.3,267026.110069174,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.35,268291.792367861,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.4,269498.34789372,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.45,270670.868605959,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.5,271829.78,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.55,272993.65341905,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.6,274181.381341856,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.65,275414.423388451,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.7,276719.865618036,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.75,278135.585683043,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.8,279720.582007913,quantile,1 wk ahead inc case
89444,2021-09-13T00:00:00Z,TRUE,anonymous,anonymous_Human,log-normal,271829.78,0.034,1,2021-09-18,2021-09-13T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,37,0.85,281579.492531575,quantile,1 wk ahead inc case
