forecaster_id,forecast_date,expert,leaderboard,board_name,distribution,median,width,horizon,target_end_date,submission_date,location_name,target_type,location,inc_hosp,inc_case,inc_death,forecast_duration,forecast_week,quantile,value,type,target
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.01,194499.419715288,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.025,205487.820185649,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.05,215433.72392461,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.1,227499.633149385,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.15,236019.953992519,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.2,243018.646667872,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.25,249188.066408873,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.3,254861.760834047,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.35,260234.537246288,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.4,265437.470044679,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.45,270570.355479762,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.5,275718.76,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.55,280965.128205346,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.6,286398.279049079,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.65,292124.309941192,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.7,298282.62336082,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.75,305074.13822619,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.8,312818.936564293,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.85,322094.94718547,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.9,334158.053635274,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.95,352873.418474355,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.975,369952.995497524,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,275718.76,0.15,1,2021-07-31,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.99,390853.786233493,quantile,1 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,265659.2,0.178,2,2021-08-07,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.01,175585.19430467,quantile,2 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,265659.2,0.178,2,2021-08-07,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.025,187417.864808841,quantile,2 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,265659.2,0.178,2,2021-08-07,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.05,198230.469019163,quantile,2 wk ahead inc case
297158,2021-07-25T00:00:00Z,FALSE,yes,CosmicDan,log-normal,265659.2,0.178,2,2021-08-07,2021-07-26T00:00:00Z,United Kingdom,cases,GB,ECDC,JHU,JHU,,30,0.1,211473.163870974,quantile,2 wk ahead inc case
