region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Poland,1236 (387 -- 4656),1236,1716,1671,387,759,1035,1458,2035,4656,New confirmed cases by infection date,Likely decreasing,0.81
Croatia,715 (289 -- 2053),715,884,638,289,493,618,822,1080,2053,New confirmed cases by infection date,Stable,0.56
Romania,241 (83 -- 777),241,313,266,83,156,202,284,374,777,New confirmed cases by infection date,Likely decreasing,0.66
Bulgaria,155 (66 -- 392),155,185,129,66,112,138,179,226,392,New confirmed cases by infection date,Likely decreasing,0.79
Lithuania,83 (26 -- 316),83,119,129,26,51,70,102,142,316,New confirmed cases by infection date,Likely increasing,0.2
Estonia,51 (14 -- 193),51,72,82,14,31,41,61,86,193,New confirmed cases by infection date,Likely decreasing,0.9
Lithuania,1.1 (0.91 -- 1.6),1.1,1.2,0.22,0.91,1,1.1,1.1,1.3,1.6,Effective reproduction no.,Likely increasing,0.2
Croatia,0.98 (0.78 -- 1.2),0.98,0.99,0.14,0.78,0.91,0.95,1,1.1,1.2,Effective reproduction no.,Stable,0.56
Romania,0.96 (0.76 -- 1.2),0.96,0.96,0.12,0.76,0.89,0.94,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.66
Bulgaria,0.93 (0.77 -- 1.1),0.93,0.93,0.1,0.77,0.88,0.91,0.96,0.99,1.1,Effective reproduction no.,Likely decreasing,0.79
Poland,0.89 (0.65 -- 1.1),0.89,0.88,0.13,0.65,0.8,0.86,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.81
Estonia,0.84 (0.6 -- 1.1),0.84,0.84,0.14,0.6,0.75,0.81,0.87,0.92,1.1,Effective reproduction no.,Likely decreasing,0.9
