region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Italy,121074 (66930 -- 193153),121074,124264,38953,66930,98245,111710,129785,146322,193153,New confirmed cases by infection date,Likely increasing,0.27
France,105963 (76015 -- 156085),105963,109824,26518,76015,93104,100567,111358,122083,156085,New confirmed cases by infection date,Likely increasing,0.39
Poland,85187 (54001 -- 134273),85187,88492,24918,54001,71739,79805,90326,100953,134273,New confirmed cases by infection date,Likely increasing,0.094
Czechia,70697 (35514 -- 129454),70697,75045,29452,35514,54814,64457,77308,90214,129454,New confirmed cases by infection date,Stable,0.41
Germany,37295 (23836 -- 75104),37295,42357,19070,23836,30891,34567,40933,48593,75104,New confirmed cases by infection date,Likely decreasing,0.61
Hungary,37217 (11699 -- 78148),37217,40345,22716,11699,24876,32461,42219,51049,78148,New confirmed cases by infection date,Likely increasing,0.27
Sweden,29740 (15130 -- 86312),29740,37164,26080,15130,22062,26475,33895,42590,86312,New confirmed cases by infection date,Stable,0.43
Romania,23521 (15237 -- 36758),23521,24423,6951,15237,19804,21936,25045,28145,36758,New confirmed cases by infection date,Likely increasing,0.11
Spain,22860 (7440 -- 75644),22860,29917,28869,7440,14575,19243,26623,34793,75644,New confirmed cases by infection date,Likely decreasing,0.79
Netherlands,21584 (13013 -- 32689),21584,22062,6007,13013,17633,20273,23157,25761,32689,New confirmed cases by infection date,Likely decreasing,0.72
United Kingdom,18338 (11124 -- 30003),18338,19391,6682,11124,14942,17080,19930,22494,30003,New confirmed cases by infection date,Likely decreasing,0.94
Bulgaria,14990 (8406 -- 27827),14990,16338,6744,8406,11993,13739,16526,19287,27827,New confirmed cases by infection date,Likely increasing,0.068
Greece,13979 (7859 -- 25214),13979,14966,5604,7859,11354,12994,15190,17546,25214,New confirmed cases by infection date,Likely increasing,0.13
Austria,12420 (8566 -- 17782),12420,12752,2901,8566,10808,11827,13112,14357,17782,New confirmed cases by infection date,Likely increasing,0.17
Slovakia,11963 (7904 -- 18121),11963,12331,3272,7904,10067,11282,12674,13990,18121,New confirmed cases by infection date,Likely increasing,0.34
