Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,12420 (8566 -- 17782),Likely increasing,1.1 (0.9 -- 1.3),0.019 (-0.018 -- 0.051),36 (14 -- -38)
Belgium,11880 (6916 -- 20314),Stable,1 (0.76 -- 1.4),0.0053 (-0.05 -- 0.057),130 (12 -- -14)
Bulgaria,14990 (8406 -- 27827),Likely increasing,1.3 (0.96 -- 1.7),0.046 (-0.0066 -- 0.11),15 (6.6 -- -110)
Croatia,3341 (1842 -- 7001),Likely increasing,1.2 (0.89 -- 1.7),0.039 (-0.02 -- 0.1),18 (6.7 -- -35)
Cyprus,3145 (1226 -- 9052),Likely increasing,1.5 (0.89 -- 2.4),0.071 (-0.02 -- 0.17),9.8 (4.2 -- -35)
Czechia,70697 (35514 -- 129454),Stable,1 (0.7 -- 1.4),0.008 (-0.062 -- 0.064),86 (11 -- -11)
Denmark,2202 (1258 -- 3519),Likely decreasing,0.92 (0.64 -- 1.2),-0.015 (-0.08 -- 0.028),-46 (25 -- -8.7)
Estonia,9896 (6588 -- 14197),Increasing,1.2 (1 -- 1.4),0.036 (0.0016 -- 0.063),19 (11 -- 430)
Finland,3871 (2569 -- 5926),Likely increasing,1.1 (0.94 -- 1.3),0.022 (-0.012 -- 0.055),31 (13 -- -59)
France,105963 (76015 -- 156085),Likely increasing,1 (0.9 -- 1.2),0.0024 (-0.019 -- 0.027),290 (25 -- -37)
Germany,37295 (23836 -- 75104),Likely decreasing,0.97 (0.86 -- 1.3),-0.0055 (-0.028 -- 0.043),-130 (16 -- -25)
Greece,13979 (7859 -- 25214),Likely increasing,1.2 (0.84 -- 1.7),0.038 (-0.031 -- 0.1),18 (6.9 -- -23)
Hungary,37217 (11699 -- 78148),Likely increasing,1.2 (0.52 -- 1.9),0.04 (-0.11 -- 0.13),17 (5.5 -- -6.2)
Iceland,2 (0 -- 11),Likely decreasing,0.81 (0.49 -- 1.4),-0.038 (-0.12 -- 0.058),-18 (12 -- -5.7)
Ireland,1632 (300 -- 6431),Likely decreasing,0.74 (0.2 -- 2.2),-0.053 (-0.26 -- 0.15),-13 (4.7 -- -2.7)
Italy,121074 (66930 -- 193153),Likely increasing,1.1 (0.77 -- 1.5),0.024 (-0.047 -- 0.077),29 (9 -- -15)
Latvia,2946 (2133 -- 4042),Likely decreasing,0.97 (0.87 -- 1),-0.0063 (-0.025 -- 0.0067),-110 (100 -- -28)
Liechtenstein,18 (5 -- 80),Likely increasing,1.1 (0.71 -- 2),0.024 (-0.061 -- 0.14),29 (5.1 -- -11)
Lithuania,2685 (1303 -- 4521),Likely decreasing,0.96 (0.62 -- 1.2),-0.0074 (-0.082 -- 0.032),-94 (22 -- -8.4)
Luxembourg,1261 (644 -- 2444),Stable,1 (0.77 -- 1.3),0.0051 (-0.047 -- 0.047),140 (15 -- -15)
Malta,2267 (1299 -- 4253),Likely increasing,1.3 (0.94 -- 1.7),0.046 (-0.011 -- 0.1),15 (6.7 -- -66)
Netherlands,21584 (13013 -- 32689),Likely decreasing,0.92 (0.69 -- 1.1),-0.016 (-0.067 -- 0.023),-44 (30 -- -10)
Norway,4440 (2402 -- 8237),Likely increasing,1.3 (0.95 -- 1.8),0.051 (-0.01 -- 0.11),14 (6.1 -- -70)
Poland,85187 (54001 -- 134273),Likely increasing,1.2 (0.94 -- 1.6),0.037 (-0.011 -- 0.089),19 (7.8 -- -63)
Portugal,4031 (1766 -- 10502),Likely increasing,1.1 (0.64 -- 2.1),0.017 (-0.079 -- 0.14),40 (4.9 -- -8.8)
Romania,23521 (15237 -- 36758),Likely increasing,1.2 (0.93 -- 1.4),0.029 (-0.013 -- 0.067),24 (10 -- -52)
Slovakia,11963 (7904 -- 18121),Likely increasing,1 (0.88 -- 1.2),0.0049 (-0.023 -- 0.031),140 (22 -- -31)
Slovenia,3735 (2320 -- 6332),Stable,1 (0.84 -- 1.3),-0.00081 (-0.032 -- 0.042),-860 (17 -- -22)
Spain,22860 (7440 -- 75644),Likely decreasing,0.77 (0.45 -- 1.4),-0.046 (-0.14 -- 0.057),-15 (12 -- -5.1)
Sweden,29740 (15130 -- 86312),Stable,1 (0.81 -- 1.5),0.0042 (-0.038 -- 0.076),170 (9.1 -- -18)
Switzerland,5460 (3277 -- 11311),Likely decreasing,0.92 (0.81 -- 1.2),-0.014 (-0.039 -- 0.037),-49 (19 -- -18)
United Kingdom,18338 (11124 -- 30003),Likely decreasing,0.75 (0.55 -- 1),-0.052 (-0.1 -- 0.0052),-13 (130 -- -6.7)
