Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,330 (151 -- 784),Likely increasing,1 (0.89 -- 1.2),0.022 (-0.14 -- 0.23),31 (3.1 -- -4.9)
Belgium,20850 (11950 -- 43978),Stable,1 (0.92 -- 1.2),0.01 (-0.11 -- 0.25),68 (2.8 -- -6.3)
Bulgaria,62507 (10802 -- 380485),Likely increasing,1.2 (0.98 -- 1.7),0.28 (-0.026 -- 0.71),2.4 (0.98 -- -27)
Croatia,111494 (46690 -- 266939),Increasing,1.2 (1.1 -- 1.4),0.26 (0.08 -- 0.47),2.7 (1.5 -- 8.7)
Cyprus,3483 (1219 -- 12143),Likely decreasing,0.8 (0.61 -- 1),-0.27 (-0.62 -- 0.0096),-2.5 (72 -- -1.1)
Czechia,250485 (100721 -- 624925),Increasing,1.3 (1.2 -- 1.5),0.36 (0.22 -- 0.53),1.9 (1.3 -- 3.1)
Denmark,8844 (4570 -- 18219),Likely increasing,1 (0.91 -- 1.2),0.033 (-0.11 -- 0.22),21 (3.1 -- -6)
Greece,82686 (48155 -- 150217),Likely decreasing,0.92 (0.83 -- 1),-0.11 (-0.23 -- 0.011),-6.5 (63 -- -3)
Hungary,22130 (6826 -- 69765),Increasing,1.3 (1.1 -- 1.7),0.37 (0.12 -- 0.69),1.9 (1 -- 5.7)
Iceland,523 (255 -- 1156),Stable,0.98 (0.85 -- 1.2),-0.025 (-0.21 -- 0.24),-27 (2.9 -- -3.3)
Ireland,7614 (4324 -- 15121),Decreasing,0.88 (0.76 -- 0.99),-0.16 (-0.35 -- -0.01),-4.2 (-69 -- -2)
Liechtenstein,14 (3 -- 65),Stable,0.99 (0.76 -- 1.3),-0.018 (-0.34 -- 0.36),-39 (1.9 -- -2.1)
Lithuania,333284 (79008 -- 1030850),Increasing,1.3 (1.1 -- 1.7),0.38 (0.13 -- 0.66),1.8 (1.1 -- 5.4)
Luxembourg,2221 (1214 -- 4272),Stable,0.98 (0.86 -- 1.3),-0.026 (-0.2 -- 0.29),-27 (2.4 -- -3.6)
Malta,578 (261 -- 1856),Decreasing,0.76 (0.58 -- 0.98),-0.34 (-0.66 -- -0.032),-2 (-22 -- -1)
Norway,28411 (15688 -- 58751),Likely increasing,1.1 (0.97 -- 1.2),0.099 (-0.038 -- 0.23),7 (3.1 -- -18)
Poland,1270380 (427499 -- 3222170),Increasing,1.3 (1.1 -- 1.6),0.35 (0.13 -- 0.62),2 (1.1 -- 5.4)
Portugal,4184 (2768 -- 7015),Decreasing,0.83 (0.76 -- 0.94),-0.23 (-0.34 -- -0.084),-3 (-8.3 -- -2.1)
Romania,108347 (29623 -- 444473),Stable,0.99 (0.76 -- 1.2),-0.0082 (-0.35 -- 0.25),-84 (2.7 -- -2)
Slovenia,11091 (5273 -- 24996),Likely increasing,1.1 (0.95 -- 1.2),0.1 (-0.067 -- 0.25),6.6 (2.8 -- -10)
Sweden,40145 (18512 -- 97273),Stable,1 (0.84 -- 1.2),0.0038 (-0.22 -- 0.22),180 (3.1 -- -3.2)
