region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Greece,15370 (8174 -- 31137),15370,16927,7943,8174,11615,13832,16878,19958,31137,New confirmed cases by infection date,Stable,0.55
Ireland,2226 (1310 -- 4310),2226,2428,950,1310,1794,2046,2426,2842,4310,New confirmed cases by infection date,Stable,0.53
Romania,1735 (1061 -- 3177),1735,1886,752,1061,1406,1597,1886,2170,3177,New confirmed cases by infection date,Decreasing,0.99
Lithuania,1177 (689 -- 2264),1177,1298,567,689,938,1080,1296,1512,2264,New confirmed cases by infection date,Decreasing,0.99
Portugal,1001 (554 -- 2124),1001,1126,554,554,784,904,1108,1327,2124,New confirmed cases by infection date,Likely decreasing,0.65
Poland,977 (594 -- 1825),977,1077,492,594,795,900,1062,1241,1825,New confirmed cases by infection date,Decreasing,1
Sweden,834 (514 -- 1457),834,889,311,514,673,766,900,1029,1457,New confirmed cases by infection date,Likely decreasing,0.87
Norway,728 (416 -- 1487),728,812,364,416,582,674,806,947,1487,New confirmed cases by infection date,Likely decreasing,0.84
Czechia,679 (361 -- 1524),679,780,563,361,516,610,744,897,1524,New confirmed cases by infection date,Decreasing,0.96
Bulgaria,358 (106 -- 1338),358,511,535,106,221,299,441,626,1338,New confirmed cases by infection date,Decreasing,0.95
Hungary,220 (97 -- 600),220,268,199,97,157,192,251,318,600,New confirmed cases by infection date,Likely decreasing,0.9
Luxembourg,181 (89 -- 436),181,209,119,89,132,160,205,247,436,New confirmed cases by infection date,Likely decreasing,0.91
Estonia,120 (54 -- 300),120,142,100,54,86,106,136,169,300,New confirmed cases by infection date,Decreasing,1
Slovenia,75 (32 -- 195),75,91,65,32,52,66,86,110,195,New confirmed cases by infection date,Decreasing,0.98
Iceland,71 (26 -- 220),71,93,93,26,45,60,84,112,220,New confirmed cases by infection date,Stable,0.42
Malta,47 (14 -- 168),47,65,69,14,29,39,57,75,168,New confirmed cases by infection date,Likely decreasing,0.86
Austria,13 (2 -- 55),13,19,20,2,7,10,17,24,55,New confirmed cases by infection date,Likely decreasing,0.92
Liechtenstein,2 (0 -- 16),2,4,8,0,1,1,3,5,16,New confirmed cases by infection date,Likely decreasing,0.72
Iceland,1 (0.85 -- 1.3),1,1,0.15,0.85,0.95,1,1.1,1.1,1.3,Effective reproduction no.,Stable,0.42
Greece,0.99 (0.85 -- 1.3),0.99,1,0.13,0.85,0.92,0.96,1,1.1,1.3,Effective reproduction no.,Stable,0.55
Ireland,0.99 (0.88 -- 1.2),0.99,1,0.098,0.88,0.94,0.97,1,1.1,1.2,Effective reproduction no.,Stable,0.53
Portugal,0.96 (0.85 -- 1.2),0.96,0.99,0.12,0.85,0.91,0.94,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.65
Norway,0.92 (0.82 -- 1.1),0.92,0.93,0.083,0.82,0.89,0.9,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.84
Liechtenstein,0.9 (0.51 -- 1.2),0.9,0.89,0.22,0.51,0.77,0.86,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.72
Sweden,0.9 (0.81 -- 1.1),0.9,0.92,0.078,0.81,0.86,0.89,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.87
Luxembourg,0.87 (0.73 -- 1),0.87,0.87,0.097,0.73,0.81,0.85,0.88,0.92,1,Effective reproduction no.,Likely decreasing,0.91
Malta,0.87 (0.68 -- 1.1),0.87,0.88,0.13,0.68,0.8,0.85,0.9,0.94,1.1,Effective reproduction no.,Likely decreasing,0.86
Hungary,0.86 (0.71 -- 1.1),0.86,0.87,0.12,0.71,0.8,0.84,0.88,0.92,1.1,Effective reproduction no.,Likely decreasing,0.9
Czechia,0.82 (0.7 -- 0.98),0.82,0.83,0.089,0.7,0.78,0.81,0.84,0.87,0.98,Effective reproduction no.,Decreasing,0.96
Lithuania,0.82 (0.72 -- 0.92),0.82,0.82,0.066,0.72,0.78,0.81,0.83,0.86,0.92,Effective reproduction no.,Decreasing,0.99
Austria,0.81 (0.53 -- 1),0.81,0.8,0.15,0.53,0.7,0.77,0.84,0.9,1,Effective reproduction no.,Likely decreasing,0.92
Romania,0.8 (0.7 -- 0.9),0.8,0.8,0.064,0.7,0.77,0.79,0.82,0.83,0.9,Effective reproduction no.,Decreasing,0.99
Bulgaria,0.79 (0.58 -- 1),0.79,0.79,0.13,0.58,0.7,0.76,0.82,0.87,1,Effective reproduction no.,Decreasing,0.95
Slovenia,0.76 (0.59 -- 0.95),0.76,0.77,0.11,0.59,0.7,0.74,0.79,0.83,0.95,Effective reproduction no.,Decreasing,0.98
Poland,0.73 (0.62 -- 0.84),0.73,0.73,0.07,0.62,0.69,0.72,0.74,0.77,0.84,Effective reproduction no.,Decreasing,1
Estonia,0.67 (0.53 -- 0.84),0.67,0.68,0.097,0.53,0.61,0.65,0.7,0.74,0.84,Effective reproduction no.,Decreasing,1
