region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Greece,12808 (6905 -- 25370),12808,14129,6301,6905,9962,11617,14196,16828,25370,New confirmed cases by infection date,Likely decreasing,0.69
Romania,2206 (1348 -- 3968),2206,2391,994,1348,1800,2050,2404,2736,3968,New confirmed cases by infection date,Decreasing,0.98
Ireland,2068 (1196 -- 3910),2068,2256,863,1196,1672,1911,2288,2679,3910,New confirmed cases by infection date,Stable,0.55
Lithuania,1471 (875 -- 2818),1471,1612,659,875,1179,1340,1596,1903,2818,New confirmed cases by infection date,Decreasing,0.98
Poland,1402 (858 -- 2495),1402,1511,589,858,1147,1297,1516,1716,2495,New confirmed cases by infection date,Decreasing,0.99
Portugal,865 (467 -- 1813),865,968,454,467,668,781,968,1162,1813,New confirmed cases by infection date,Likely decreasing,0.8
Czechia,772 (408 -- 1736),772,886,496,408,593,703,852,1033,1736,New confirmed cases by infection date,Likely decreasing,0.94
Norway,740 (422 -- 1514),740,833,416,422,581,680,814,960,1514,New confirmed cases by infection date,Likely decreasing,0.85
Sweden,730 (471 -- 1190),730,770,232,471,609,686,782,877,1190,New confirmed cases by infection date,Decreasing,0.99
Bulgaria,428 (129 -- 1605),428,600,640,129,246,344,515,728,1605,New confirmed cases by infection date,Decreasing,0.97
Estonia,226 (107 -- 513),226,258,147,107,165,202,252,307,513,New confirmed cases by infection date,Decreasing,0.99
Croatia,216 (108 -- 460),216,243,130,108,164,196,239,287,460,New confirmed cases by infection date,Decreasing,0.99
Luxembourg,182 (86 -- 442),182,215,148,86,134,162,206,257,442,New confirmed cases by infection date,Likely decreasing,0.94
Hungary,150 (61 -- 441),150,193,170,61,106,132,175,226,441,New confirmed cases by infection date,Decreasing,0.97
Slovenia,110 (49 -- 302),110,133,93,49,79,98,126,158,302,New confirmed cases by infection date,Decreasing,0.97
Iceland,44 (14 -- 160),44,60,55,14,28,37,54,71,160,New confirmed cases by infection date,Likely decreasing,0.77
Malta,30 (7 -- 128),30,45,48,7,18,25,38,54,128,New confirmed cases by infection date,Decreasing,0.96
Austria,10 (1 -- 47),10,16,18,1,5,8,13,19,47,New confirmed cases by infection date,Decreasing,0.95
Liechtenstein,2 (0 -- 16),2,4,7,0,0,1,3,5,16,New confirmed cases by infection date,Likely decreasing,0.82
Ireland,0.98 (0.84 -- 1.2),0.98,1,0.12,0.84,0.91,0.95,1,1.1,1.2,Effective reproduction no.,Stable,0.55
Greece,0.94 (0.81 -- 1.2),0.94,0.96,0.12,0.81,0.88,0.91,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.69
Iceland,0.93 (0.73 -- 1.1),0.93,0.93,0.13,0.73,0.85,0.9,0.95,0.99,1.1,Effective reproduction no.,Likely decreasing,0.77
Norway,0.91 (0.81 -- 1.1),0.91,0.92,0.087,0.81,0.87,0.89,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.85
Portugal,0.91 (0.8 -- 1.1),0.91,0.93,0.11,0.8,0.87,0.9,0.93,0.98,1.1,Effective reproduction no.,Likely decreasing,0.8
Liechtenstein,0.86 (0.47 -- 1.1),0.86,0.84,0.2,0.47,0.73,0.82,0.91,0.97,1.1,Effective reproduction no.,Likely decreasing,0.82
Sweden,0.85 (0.78 -- 0.94),0.85,0.85,0.05,0.78,0.82,0.84,0.85,0.87,0.94,Effective reproduction no.,Decreasing,0.99
Luxembourg,0.84 (0.69 -- 1),0.84,0.84,0.098,0.69,0.79,0.82,0.85,0.89,1,Effective reproduction no.,Likely decreasing,0.94
Lithuania,0.83 (0.72 -- 0.96),0.83,0.84,0.074,0.72,0.79,0.82,0.84,0.87,0.96,Effective reproduction no.,Decreasing,0.98
Romania,0.82 (0.71 -- 0.94),0.82,0.82,0.071,0.71,0.78,0.8,0.83,0.85,0.94,Effective reproduction no.,Decreasing,0.98
Czechia,0.81 (0.68 -- 1),0.81,0.82,0.1,0.68,0.76,0.79,0.83,0.87,1,Effective reproduction no.,Likely decreasing,0.94
Malta,0.79 (0.58 -- 0.99),0.79,0.79,0.13,0.58,0.7,0.76,0.82,0.86,0.99,Effective reproduction no.,Decreasing,0.96
Slovenia,0.79 (0.63 -- 0.97),0.79,0.79,0.11,0.63,0.73,0.77,0.81,0.85,0.97,Effective reproduction no.,Decreasing,0.97
Bulgaria,0.78 (0.57 -- 0.98),0.78,0.78,0.13,0.57,0.69,0.74,0.81,0.86,0.98,Effective reproduction no.,Decreasing,0.97
Estonia,0.77 (0.61 -- 0.91),0.77,0.77,0.095,0.61,0.71,0.75,0.8,0.83,0.91,Effective reproduction no.,Decreasing,0.99
Hungary,0.77 (0.6 -- 0.95),0.77,0.77,0.12,0.6,0.7,0.74,0.79,0.84,0.95,Effective reproduction no.,Decreasing,0.97
Austria,0.76 (0.5 -- 0.99),0.76,0.76,0.15,0.5,0.65,0.72,0.8,0.86,0.99,Effective reproduction no.,Decreasing,0.95
Poland,0.76 (0.65 -- 0.88),0.76,0.76,0.073,0.65,0.72,0.75,0.77,0.8,0.88,Effective reproduction no.,Decreasing,0.99
Croatia,0.73 (0.58 -- 0.86),0.73,0.72,0.086,0.58,0.67,0.71,0.74,0.77,0.86,Effective reproduction no.,Decreasing,0.99
