Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1640 (635 -- 5194),Increasing,1.3 (1 -- 1.7),0.3 (0.035 -- 0.67),2.3 (1 -- 20)
Belgium,47998 (24196 -- 109111),Likely increasing,1.1 (0.91 -- 1.2),0.081 (-0.11 -- 0.24),8.5 (2.8 -- -6.1)
Bulgaria,17115 (9311 -- 34115),Likely increasing,1 (0.92 -- 1.1),0.023 (-0.11 -- 0.16),30 (4.4 -- -6.4)
Croatia,61999 (24377 -- 180861),Likely decreasing,0.95 (0.71 -- 1.1),-0.06 (-0.43 -- 0.16),-12 (4.2 -- -1.6)
Cyprus,1635 (700 -- 4408),Likely decreasing,0.86 (0.68 -- 1),-0.19 (-0.48 -- 0.021),-3.7 (34 -- -1.4)
Czechia,532992 (185037 -- 1461100),Increasing,1.3 (1.1 -- 1.6),0.34 (0.079 -- 0.61),2 (1.1 -- 8.8)
Denmark,10031 (4767 -- 21565),Stable,1 (0.83 -- 1.2),0.018 (-0.24 -- 0.27),38 (2.6 -- -2.9)
France,44187 (21200 -- 102033),Increasing,1.2 (1 -- 1.4),0.25 (0.017 -- 0.47),2.8 (1.5 -- 41)
Greece,75637 (45621 -- 137827),Likely decreasing,0.99 (0.9 -- 1.1),-0.018 (-0.14 -- 0.096),-39 (7.2 -- -5.1)
Hungary,35834 (10901 -- 130000),Likely increasing,1.1 (0.81 -- 1.4),0.16 (-0.26 -- 0.47),4.2 (1.5 -- -2.6)
Iceland,324 (145 -- 815),Likely decreasing,0.91 (0.76 -- 1.1),-0.12 (-0.35 -- 0.068),-6 (10 -- -2)
Ireland,5872 (3543 -- 10984),Decreasing,0.91 (0.81 -- 0.99),-0.12 (-0.27 -- -0.011),-5.7 (-62 -- -2.6)
Liechtenstein,32 (8 -- 144),Likely increasing,1.1 (0.85 -- 1.4),0.095 (-0.21 -- 0.48),7.3 (1.5 -- -3.3)
Lithuania,70234 (27272 -- 212436),Likely decreasing,0.95 (0.68 -- 1.1),-0.071 (-0.48 -- 0.16),-9.7 (4.3 -- -1.4)
Luxembourg,7221 (3719 -- 15971),Likely increasing,1.1 (0.97 -- 1.3),0.12 (-0.038 -- 0.29),5.6 (2.4 -- -18)
Malta,115 (59 -- 263),Decreasing,0.83 (0.69 -- 0.99),-0.24 (-0.46 -- -0.011),-2.9 (-66 -- -1.5)
Norway,16525 (8826 -- 33179),Likely decreasing,0.92 (0.81 -- 1),-0.099 (-0.27 -- 0.038),-7 (18 -- -2.6)
Poland,181333 (68347 -- 534587),Likely decreasing,0.88 (0.58 -- 1.1),-0.16 (-0.67 -- 0.12),-4.4 (5.8 -- -1)
Portugal,3592 (2071 -- 7426),Decreasing,0.88 (0.75 -- 0.99),-0.16 (-0.35 -- -0.014),-4.4 (-51 -- -2)
Romania,1430 (736 -- 3705),Decreasing,0.58 (0.46 -- 0.75),-0.67 (-0.93 -- -0.36),-1 (-1.9 -- -0.74)
Slovakia,52447 (16828 -- 152114),Likely increasing,1.2 (0.89 -- 1.5),0.25 (-0.14 -- 0.54),2.8 (1.3 -- -4.9)
Sweden,14035 (8430 -- 25319),Likely decreasing,0.99 (0.91 -- 1.1),-0.019 (-0.11 -- 0.099),-37 (7 -- -6.1)
