region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Sweden,0.88 (0.82 -- 0.97),0.88,0.89,0.046,0.82,0.85,0.87,0.89,0.91,0.97,Effective reproduction no.,Decreasing,0.99
Hungary,0.86 (0.73 -- 0.95),0.86,0.85,0.073,0.73,0.81,0.84,0.88,0.9,0.95,Effective reproduction no.,Decreasing,0.98
Liechtenstein,0.86 (0.58 -- 1.1),0.86,0.85,0.16,0.58,0.75,0.82,0.89,0.94,1.1,Effective reproduction no.,Likely decreasing,0.86
Malta,0.86 (0.73 -- 0.97),0.86,0.85,0.074,0.73,0.81,0.84,0.88,0.9,0.97,Effective reproduction no.,Decreasing,0.98
Lithuania,0.84 (0.74 -- 0.98),0.84,0.85,0.073,0.74,0.81,0.83,0.85,0.89,0.98,Effective reproduction no.,Decreasing,0.96
Norway,0.84 (0.75 -- 0.98),0.84,0.85,0.074,0.75,0.79,0.82,0.85,0.9,0.98,Effective reproduction no.,Decreasing,0.97
Romania,0.84 (0.76 -- 0.93),0.84,0.84,0.055,0.76,0.81,0.83,0.85,0.87,0.93,Effective reproduction no.,Decreasing,0.99
Estonia,0.83 (0.75 -- 0.93),0.83,0.83,0.056,0.75,0.8,0.82,0.84,0.86,0.93,Effective reproduction no.,Decreasing,0.99
Finland,0.79 (0.72 -- 1),0.79,0.81,0.081,0.72,0.76,0.78,0.81,0.83,1,Effective reproduction no.,Likely decreasing,0.94
Croatia,0.78 (0.57 -- 0.99),0.78,0.78,0.13,0.57,0.67,0.73,0.82,0.88,0.99,Effective reproduction no.,Decreasing,0.96
Germany,0.78 (0.68 -- 0.87),0.78,0.78,0.059,0.68,0.75,0.77,0.79,0.81,0.87,Effective reproduction no.,Decreasing,1
Austria,0.76 (0.64 -- 0.88),0.76,0.76,0.071,0.64,0.73,0.75,0.77,0.8,0.88,Effective reproduction no.,Decreasing,1
France,0.76 (0.68 -- 0.88),0.76,0.77,0.06,0.68,0.73,0.75,0.77,0.79,0.88,Effective reproduction no.,Decreasing,1
Netherlands,0.75 (0.64 -- 0.87),0.75,0.75,0.076,0.64,0.7,0.73,0.77,0.79,0.87,Effective reproduction no.,Decreasing,0.99
Belgium,0.74 (0.65 -- 0.83),0.74,0.74,0.056,0.65,0.71,0.73,0.75,0.77,0.83,Effective reproduction no.,Decreasing,1
Latvia,0.73 (0.63 -- 0.87),0.73,0.74,0.075,0.63,0.68,0.71,0.75,0.78,0.87,Effective reproduction no.,Decreasing,1
Italy,0.72 (0.52 -- 0.94),0.72,0.72,0.13,0.52,0.63,0.68,0.75,0.81,0.94,Effective reproduction no.,Decreasing,0.99
Luxembourg,0.72 (0.58 -- 0.89),0.72,0.72,0.099,0.58,0.66,0.7,0.74,0.78,0.89,Effective reproduction no.,Decreasing,0.99
Czechia,0.7 (0.61 -- 0.8),0.7,0.7,0.059,0.61,0.66,0.69,0.71,0.74,0.8,Effective reproduction no.,Decreasing,1
Slovenia,0.69 (0.54 -- 0.92),0.69,0.7,0.12,0.54,0.62,0.66,0.71,0.76,0.92,Effective reproduction no.,Decreasing,0.98
Slovakia,0.68 (0.58 -- 0.8),0.68,0.68,0.072,0.58,0.64,0.66,0.69,0.72,0.8,Effective reproduction no.,Decreasing,1
Poland,0.65 (0.51 -- 0.81),0.65,0.66,0.089,0.51,0.6,0.63,0.67,0.71,0.81,Effective reproduction no.,Decreasing,1
