region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,1099830 (651852 -- 2037740),1099830,1182450,444620,651852,870295,1002610,1188040,1385600,2037740,New confirmed cases by infection date,Increasing,0.0055
Poland,781208 (228344 -- 3016250),781208,1098190,1037140,228344,482424,659692,941630,1353440,3016250,New confirmed cases by infection date,Likely increasing,0.27
Germany,395878 (182709 -- 1166780),395878,491967,350323,182709,287401,347456,445739,578565,1166780,New confirmed cases by infection date,Decreasing,1
Belgium,309628 (92174 -- 1308050),309628,448866,433222,92174,188350,253979,382998,556452,1308050,New confirmed cases by infection date,Stable,0.4
Italy,266859 (167424 -- 482076),266859,286666,101626,167424,217056,246083,288252,333534,482076,New confirmed cases by infection date,Decreasing,0.97
Romania,226347 (112260 -- 499502),226347,258276,139244,112260,164928,203863,252460,309438,499502,New confirmed cases by infection date,Likely increasing,0.16
Czechia,155238 (58132 -- 472950),155238,196052,147027,58132,100553,132235,181332,242240,472950,New confirmed cases by infection date,Stable,0.57
Spain,130268 (74769 -- 277463),130268,146560,67379,74769,101985,117366,143634,173106,277463,New confirmed cases by infection date,Stable,0.51
Greece,111381 (62163 -- 225387),111381,123440,57749,62163,87284,101930,121749,144058,225387,New confirmed cases by infection date,Decreasing,0.96
Slovenia,63485 (33505 -- 133165),63485,71504,33215,33505,48645,57798,70735,86968,133165,New confirmed cases by infection date,Likely increasing,0.11
Luxembourg,44905 (19096 -- 114501),44905,53218,31276,19096,31915,39942,51702,65706,114501,New confirmed cases by infection date,Likely increasing,0.37
Croatia,44176 (13274 -- 235192),44176,82577,173080,13274,26722,36171,55795,83420,235192,New confirmed cases by infection date,Likely increasing,0.16
Netherlands,43073 (22115 -- 165421),43073,63415,51188,22115,30668,37099,51068,80410,165421,New confirmed cases by infection date,Likely decreasing,0.86
Lithuania,30015 (9343 -- 110066),30015,42167,45080,9343,18544,24945,36264,50377,110066,New confirmed cases by infection date,Likely decreasing,0.75
Slovakia,29765 (13783 -- 73901),29765,34619,19622,13783,20831,26326,33653,42376,73901,New confirmed cases by infection date,Likely decreasing,0.77
Portugal,26999 (7755 -- 81593),26999,33881,28213,7755,15756,21781,32936,44359,81593,New confirmed cases by infection date,Likely decreasing,0.63
Denmark,24646 (12659 -- 45969),24646,26381,11195,12659,19081,22374,26960,31043,45969,New confirmed cases by infection date,Likely increasing,0.075
Ireland,20133 (11256 -- 36763),20133,21690,8973,11256,15726,18513,21992,25417,36763,New confirmed cases by infection date,Likely increasing,0.07
Bulgaria,16488 (8203 -- 37826),16488,18972,9793,8203,12343,14822,18654,23139,37826,New confirmed cases by infection date,Increasing,0.048
