region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Belgium,77288600 (6569440 -- 355843000),77288600,117165000,120706000,6569440,29755800,55729400,106709000,167370000,355843000,New confirmed cases by infection date,Increasing,0
Germany,709263 (349765 -- 1385540),709263,770600,340244,349765,535616,635801,784068,938512,1385540,New confirmed cases by infection date,Likely increasing,0.29
France,319038 (98554 -- 1200070),319038,439847,406599,98554,199396,264189,378579,530450,1200070,New confirmed cases by infection date,Likely increasing,0.21
Italy,311014 (181231 -- 497081),311014,321193,100740,181231,254780,290121,332522,371799,497081,New confirmed cases by infection date,Likely increasing,0.08
Austria,154893 (51650 -- 487098),154893,199334,167976,51650,101637,133279,182435,242559,487098,New confirmed cases by infection date,Likely increasing,0.34
Netherlands,140849 (35370 -- 413551),140849,171439,135503,35370,84662,116890,165347,213580,413551,New confirmed cases by infection date,Stable,0.57
United Kingdom,133110 (58294 -- 578492),133110,216774,340071,58294,91017,114441,155108,215522,578492,New confirmed cases by infection date,Stable,0.57
Switzerland,82346 (37812 -- 262146),82346,106321,79497,37812,58444,72328,95861,125505,262146,New confirmed cases by infection date,Likely increasing,0.3
Greece,76657 (42772 -- 140116),76657,82312,30958,42772,61806,70891,83637,96911,140116,New confirmed cases by infection date,Likely increasing,0.18
Spain,30581 (9854 -- 154130),30581,52774,87355,9854,19450,26246,36578,51582,154130,New confirmed cases by infection date,Likely decreasing,0.76
Slovakia,26387 (10427 -- 64638),26387,30669,18314,10427,18633,23317,30379,38121,64638,New confirmed cases by infection date,Stable,0.5
Poland,22357 (11698 -- 40560),22357,23914,9538,11698,17417,20267,24649,28694,40560,New confirmed cases by infection date,Likely decreasing,0.68
Portugal,19772 (5693 -- 89151),19772,32905,58346,5693,12065,16393,23951,33905,89151,New confirmed cases by infection date,Likely decreasing,0.67
Czechia,17325 (4448 -- 97712),17325,30807,47716,4448,9916,13943,21445,32758,97712,New confirmed cases by infection date,Stable,0.53
Romania,14084 (5558 -- 33457),14084,16201,9257,5558,9881,12215,16118,20389,33457,New confirmed cases by infection date,Likely increasing,0.22
Finland,13661 (4981 -- 60992),13661,21845,28927,4981,9009,11785,16546,23010,60992,New confirmed cases by infection date,Stable,0.54
Lithuania,11653 (4982 -- 30245),11653,14106,9622,4982,8295,10299,13292,17154,30245,New confirmed cases by infection date,Stable,0.41
Slovenia,11506 (5294 -- 24426),11506,12739,6343,5294,8370,10198,12761,15617,24426,New confirmed cases by infection date,Likely increasing,0.19
