region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
France,5191 (2799 -- 10402),5191,5699,2463,2799,3963,4682,5725,6776,10402,New confirmed cases by infection date,Likely increasing,0.076
Italy,2424 (1040 -- 6823),2424,3006,2034,1040,1700,2108,2828,3687,6823,New confirmed cases by infection date,Likely decreasing,0.9
Finland,1373 (582 -- 3612),1373,1656,1053,582,983,1210,1590,2016,3612,New confirmed cases by infection date,Likely increasing,0.21
Poland,1102 (443 -- 3280),1102,1392,1070,443,744,945,1269,1694,3280,New confirmed cases by infection date,Likely decreasing,0.88
Germany,823 (363 -- 2629),823,1065,797,363,576,712,969,1249,2629,New confirmed cases by infection date,Decreasing,1
Spain,823 (371 -- 2223),823,1009,659,371,587,732,959,1226,2223,New confirmed cases by infection date,Likely decreasing,0.94
Greece,706 (424 -- 1254),706,758,269,424,571,653,772,888,1254,New confirmed cases by infection date,Likely decreasing,0.79
Romania,706 (342 -- 1599),706,821,434,342,523,627,814,1028,1599,New confirmed cases by infection date,Likely increasing,0.34
Sweden,660 (244 -- 1910),660,841,750,244,450,578,776,1019,1910,New confirmed cases by infection date,Likely decreasing,0.71
Croatia,656 (229 -- 2231),656,881,878,229,415,542,790,1043,2231,New confirmed cases by infection date,Likely increasing,0.22
Portugal,543 (304 -- 1169),543,622,323,304,426,493,606,736,1169,New confirmed cases by infection date,Likely decreasing,0.84
Austria,535 (255 -- 1444),535,637,388,255,392,473,605,734,1444,New confirmed cases by infection date,Likely decreasing,0.93
Denmark,509 (201 -- 1397),509,620,423,201,341,427,590,773,1397,New confirmed cases by infection date,Stable,0.58
Bulgaria,420 (183 -- 1011),420,488,279,183,302,365,477,597,1011,New confirmed cases by infection date,Likely increasing,0.078
Czechia,301 (126 -- 706),301,347,205,126,212,267,344,432,706,New confirmed cases by infection date,Decreasing,0.98
