Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1681 (632 -- 5003),Increasing,1.3 (1 -- 1.7),0.31 (0.031 -- 0.67),2.2 (1 -- 22)
Belgium,48243 (23935 -- 106811),Likely increasing,1.1 (0.93 -- 1.2),0.08 (-0.086 -- 0.24),8.6 (2.8 -- -8)
Bulgaria,17124 (9220 -- 35602),Likely increasing,1 (0.91 -- 1.1),0.029 (-0.11 -- 0.15),24 (4.7 -- -6.1)
Croatia,62723 (25008 -- 175651),Likely decreasing,0.97 (0.74 -- 1.1),-0.041 (-0.38 -- 0.15),-17 (4.5 -- -1.8)
Cyprus,1601 (653 -- 4660),Likely decreasing,0.86 (0.68 -- 1),-0.18 (-0.49 -- 0.028),-3.8 (24 -- -1.4)
Czechia,518183 (169798 -- 1451700),Increasing,1.3 (1.1 -- 1.6),0.33 (0.075 -- 0.61),2.1 (1.1 -- 9.3)
Denmark,9786 (4666 -- 21775),Stable,1 (0.84 -- 1.2),0.013 (-0.23 -- 0.28),54 (2.5 -- -3)
France,44736 (21007 -- 91633),Increasing,1.2 (1 -- 1.4),0.24 (0.0098 -- 0.48),2.9 (1.4 -- 71)
Greece,76178 (44837 -- 143098),Likely decreasing,0.99 (0.9 -- 1.1),-0.017 (-0.13 -- 0.091),-40 (7.6 -- -5.1)
Hungary,37842 (11119 -- 124697),Likely increasing,1.1 (0.81 -- 1.4),0.16 (-0.27 -- 0.44),4.4 (1.6 -- -2.6)
Iceland,321 (148 -- 754),Likely decreasing,0.91 (0.76 -- 1.1),-0.11 (-0.34 -- 0.066),-6.1 (10 -- -2)
Ireland,5848 (3452 -- 10552),Decreasing,0.91 (0.81 -- 0.99),-0.12 (-0.26 -- -0.0095),-5.7 (-73 -- -2.6)
Liechtenstein,33 (8 -- 148),Likely increasing,1.1 (0.86 -- 1.4),0.092 (-0.19 -- 0.47),7.5 (1.5 -- -3.6)
Lithuania,70037 (24554 -- 209422),Likely decreasing,0.95 (0.67 -- 1.1),-0.068 (-0.48 -- 0.16),-10 (4.2 -- -1.4)
Luxembourg,7422 (3810 -- 15581),Likely increasing,1.1 (0.96 -- 1.3),0.12 (-0.051 -- 0.3),5.6 (2.3 -- -14)
Malta,117 (58 -- 259),Decreasing,0.82 (0.68 -- 0.97),-0.24 (-0.47 -- -0.034),-2.8 (-20 -- -1.5)
Norway,16072 (8515 -- 33579),Likely decreasing,0.93 (0.81 -- 1),-0.091 (-0.27 -- 0.053),-7.6 (13 -- -2.6)
Poland,176941 (64606 -- 552083),Likely decreasing,0.93 (0.65 -- 1.1),-0.094 (-0.53 -- 0.15),-7.4 (4.7 -- -1.3)
Portugal,3581 (2030 -- 6922),Decreasing,0.88 (0.75 -- 0.98),-0.16 (-0.35 -- -0.029),-4.3 (-24 -- -2)
Romania,1418 (725 -- 3365),Decreasing,0.58 (0.46 -- 0.73),-0.67 (-0.93 -- -0.39),-1 (-1.8 -- -0.74)
Slovakia,50502 (16120 -- 161797),Likely increasing,1.2 (0.93 -- 1.5),0.25 (-0.093 -- 0.55),2.7 (1.3 -- -7.4)
Sweden,13595 (8319 -- 25678),Likely decreasing,0.99 (0.91 -- 1.1),-0.019 (-0.11 -- 0.11),-36 (6.2 -- -6.2)
