region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Cyprus,1601 (653 -- 4660),1601,1992,1430,653,1118,1385,1852,2421,4660,New confirmed cases by infection date,Likely decreasing,0.93
Romania,1418 (725 -- 3365),1418,1661,949,725,1090,1278,1605,1946,3365,New confirmed cases by infection date,Decreasing,1
Iceland,321 (148 -- 754),321,373,219,148,234,288,364,450,754,New confirmed cases by infection date,Likely decreasing,0.87
Malta,117 (58 -- 259),117,134,73,58,86,104,132,160,259,New confirmed cases by infection date,Decreasing,0.96
Liechtenstein,33 (8 -- 148),33,51,71,8,19,27,41,59,148,New confirmed cases by infection date,Likely increasing,0.26
Austria,1.3 (1 -- 1.7),1.3,1.3,0.2,1,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.03
Czechia,1.3 (1.1 -- 1.6),1.3,1.3,0.16,1.1,1.2,1.3,1.3,1.4,1.6,Effective reproduction no.,Increasing,0.018
France,1.2 (1 -- 1.4),1.2,1.2,0.14,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.044
Slovakia,1.2 (0.93 -- 1.5),1.2,1.2,0.17,0.93,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Likely increasing,0.092
Belgium,1.1 (0.93 -- 1.2),1.1,1.1,0.088,0.93,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.19
Hungary,1.1 (0.81 -- 1.4),1.1,1.1,0.19,0.81,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.25
Liechtenstein,1.1 (0.86 -- 1.4),1.1,1.1,0.18,0.86,1,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.26
Luxembourg,1.1 (0.96 -- 1.3),1.1,1.1,0.093,0.96,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.097
Bulgaria,1 (0.91 -- 1.1),1,1,0.067,0.91,0.98,1,1,1.1,1.1,Effective reproduction no.,Likely increasing,0.35
Denmark,1 (0.84 -- 1.2),1,1,0.13,0.84,0.94,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.46
Greece,0.99 (0.9 -- 1.1),0.99,0.99,0.055,0.9,0.96,0.98,1,1,1.1,Effective reproduction no.,Likely decreasing,0.64
Sweden,0.99 (0.91 -- 1.1),0.99,0.99,0.054,0.91,0.96,0.97,1,1,1.1,Effective reproduction no.,Likely decreasing,0.65
Croatia,0.97 (0.74 -- 1.1),0.97,0.95,0.12,0.74,0.87,0.94,1,1,1.1,Effective reproduction no.,Likely decreasing,0.62
Lithuania,0.95 (0.67 -- 1.1),0.95,0.93,0.14,0.67,0.84,0.91,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.69
Norway,0.93 (0.81 -- 1),0.93,0.93,0.074,0.81,0.88,0.91,0.95,0.97,1,Effective reproduction no.,Likely decreasing,0.87
Poland,0.93 (0.65 -- 1.1),0.93,0.91,0.15,0.65,0.82,0.89,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.72
Iceland,0.91 (0.76 -- 1.1),0.91,0.91,0.094,0.76,0.86,0.89,0.93,0.96,1.1,Effective reproduction no.,Likely decreasing,0.87
Ireland,0.91 (0.81 -- 0.99),0.91,0.91,0.057,0.81,0.87,0.89,0.92,0.94,0.99,Effective reproduction no.,Decreasing,0.96
Portugal,0.88 (0.75 -- 0.98),0.88,0.87,0.069,0.75,0.83,0.86,0.89,0.91,0.98,Effective reproduction no.,Decreasing,0.97
Cyprus,0.86 (0.68 -- 1),0.86,0.86,0.11,0.68,0.79,0.84,0.89,0.92,1,Effective reproduction no.,Likely decreasing,0.93
Malta,0.82 (0.68 -- 0.97),0.82,0.83,0.09,0.68,0.77,0.8,0.84,0.87,0.97,Effective reproduction no.,Decreasing,0.96
Romania,0.58 (0.46 -- 0.73),0.58,0.58,0.083,0.46,0.53,0.56,0.6,0.63,0.73,Effective reproduction no.,Decreasing,1
