region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Czechia,518183 (169798 -- 1451700),518183,624232,434159,169798,325931,444800,615270,789757,1451700,New confirmed cases by infection date,Increasing,0.018
Poland,176941 (64606 -- 552083),176941,228887,184313,64606,118088,153579,209993,279329,552083,New confirmed cases by infection date,Likely decreasing,0.72
Greece,76178 (44837 -- 143098),76178,82223,31157,44837,60877,70181,82884,95185,143098,New confirmed cases by infection date,Likely decreasing,0.64
Lithuania,70037 (24554 -- 209422),70037,87479,63675,24554,45299,59577,82794,109074,209422,New confirmed cases by infection date,Likely decreasing,0.69
Croatia,62723 (25008 -- 175651),62723,76846,53798,25008,42803,54170,73525,93849,175651,New confirmed cases by infection date,Likely decreasing,0.62
Slovakia,50502 (16120 -- 161797),50502,64663,51506,16120,32004,42291,60584,80761,161797,New confirmed cases by infection date,Likely increasing,0.092
Belgium,48243 (23935 -- 106811),48243,55154,29149,23935,36079,43197,54630,66138,106811,New confirmed cases by infection date,Likely increasing,0.19
France,44736 (21007 -- 91633),44736,49224,23312,21007,32869,39852,50005,60380,91633,New confirmed cases by infection date,Increasing,0.044
Hungary,37842 (11119 -- 124697),37842,48916,42206,11119,23507,31620,44084,57839,124697,New confirmed cases by infection date,Likely increasing,0.25
Bulgaria,17124 (9220 -- 35602),17124,18996,8417,9220,13293,15708,18986,22518,35602,New confirmed cases by infection date,Likely increasing,0.35
Norway,16072 (8515 -- 33579),16072,17793,8054,8515,12350,14485,17652,21138,33579,New confirmed cases by infection date,Likely decreasing,0.87
Sweden,13595 (8319 -- 25678),13595,14821,5621,8319,10960,12524,14890,17456,25678,New confirmed cases by infection date,Likely decreasing,0.65
Denmark,9786 (4666 -- 21775),9786,11156,6098,4666,7233,8691,11108,13347,21775,New confirmed cases by infection date,Stable,0.46
Luxembourg,7422 (3810 -- 15581),7422,8402,4554,3810,5639,6760,8328,9917,15581,New confirmed cases by infection date,Likely increasing,0.097
Ireland,5848 (3452 -- 10552),5848,6306,2261,3452,4676,5360,6401,7498,10552,New confirmed cases by infection date,Decreasing,0.96
Portugal,3581 (2030 -- 6922),3581,3946,1742,2030,2846,3301,3892,4563,6922,New confirmed cases by infection date,Decreasing,0.97
Austria,1681 (632 -- 5003),1681,2143,1920,632,1116,1453,1935,2533,5003,New confirmed cases by infection date,Increasing,0.03
