region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Spain,28690 (14466 -- 65371),28690,33101,18337,14466,21891,25523,32093,38993,65371,New confirmed cases by infection date,Likely decreasing,0.68
Germany,6408 (3168 -- 19159),6408,8025,5579,3168,4549,5556,7355,9579,19159,New confirmed cases by infection date,Likely decreasing,0.93
Italy,2556 (1519 -- 4363),2556,2707,927,1519,2104,2384,2753,3123,4363,New confirmed cases by infection date,Decreasing,1
Greece,2548 (1447 -- 4943),2548,2803,1217,1447,2025,2340,2801,3257,4943,New confirmed cases by infection date,Likely decreasing,0.9
Netherlands,2447 (740 -- 11117),2447,3755,4312,740,1485,2030,2954,4367,11117,New confirmed cases by infection date,Stable,0.44
Denmark,2051 (872 -- 5388),2051,2441,1564,872,1419,1795,2349,2936,5388,New confirmed cases by infection date,Likely decreasing,0.72
Belgium,1486 (742 -- 4147),1486,1860,1427,742,1123,1336,1687,2059,4147,New confirmed cases by infection date,Decreasing,0.95
Ireland,1167 (726 -- 2181),1167,1274,460,726,955,1080,1277,1483,2181,New confirmed cases by infection date,Likely decreasing,0.92
Malta,820 (303 -- 2476),820,1024,779,303,545,692,964,1268,2476,New confirmed cases by infection date,Likely increasing,0.21
Latvia,159 (78 -- 385),159,191,134,78,119,143,180,228,385,New confirmed cases by infection date,Decreasing,1
Czechia,143 (64 -- 383),143,177,128,64,101,126,164,211,383,New confirmed cases by infection date,Decreasing,0.97
Estonia,86 (35 -- 239),86,106,88,35,58,74,98,128,239,New confirmed cases by infection date,Decreasing,0.99
Malta,1.1 (0.9 -- 1.3),1.1,1.1,0.12,0.9,1,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.21
Netherlands,1 (0.81 -- 1.3),1,1,0.16,0.81,0.94,0.99,1.1,1.1,1.3,Effective reproduction no.,Stable,0.44
Spain,0.96 (0.81 -- 1.2),0.96,0.97,0.11,0.81,0.91,0.94,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.68
Denmark,0.92 (0.69 -- 1.2),0.92,0.93,0.15,0.69,0.84,0.89,0.96,1,1.2,Effective reproduction no.,Likely decreasing,0.72
Ireland,0.89 (0.81 -- 1),0.89,0.9,0.069,0.81,0.86,0.88,0.9,0.93,1,Effective reproduction no.,Likely decreasing,0.92
Greece,0.88 (0.77 -- 1),0.88,0.89,0.086,0.77,0.84,0.86,0.89,0.93,1,Effective reproduction no.,Likely decreasing,0.9
Germany,0.8 (0.63 -- 1),0.8,0.81,0.13,0.63,0.72,0.77,0.83,0.89,1,Effective reproduction no.,Likely decreasing,0.93
Czechia,0.78 (0.61 -- 0.96),0.78,0.78,0.11,0.61,0.71,0.76,0.8,0.84,0.96,Effective reproduction no.,Decreasing,0.97
Italy,0.76 (0.67 -- 0.86),0.76,0.77,0.059,0.67,0.73,0.75,0.78,0.8,0.86,Effective reproduction no.,Decreasing,1
Belgium,0.75 (0.59 -- 1),0.75,0.77,0.13,0.59,0.68,0.72,0.79,0.85,1,Effective reproduction no.,Decreasing,0.95
Latvia,0.71 (0.58 -- 0.88),0.71,0.72,0.091,0.58,0.66,0.69,0.74,0.78,0.88,Effective reproduction no.,Decreasing,1
Estonia,0.7 (0.54 -- 0.88),0.7,0.71,0.11,0.54,0.63,0.67,0.73,0.78,0.88,Effective reproduction no.,Decreasing,0.99
