Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,7395 (5229 -- 10093),Likely decreasing,0.89 (0.73 -- 1),-0.021 (-0.055 -- 0.0026),-32 (260 -- -12)
Belgium,14608 (7742 -- 27415),Likely decreasing,0.95 (0.74 -- 1.2),-0.01 (-0.053 -- 0.035),-68 (20 -- -13)
Bulgaria,3180 (1141 -- 8187),Likely decreasing,0.75 (0.47 -- 1.1),-0.05 (-0.13 -- 0.018),-14 (38 -- -5.4)
Croatia,6995 (4295 -- 10605),Likely decreasing,0.85 (0.66 -- 1),-0.028 (-0.073 -- 0.0061),-24 (110 -- -9.5)
Cyprus,1662 (461 -- 4534),Likely decreasing,0.68 (0.32 -- 1.1),-0.068 (-0.19 -- 0.02),-10 (34 -- -3.6)
Czechia,8001 (4221 -- 15958),Likely decreasing,0.86 (0.65 -- 1.2),-0.026 (-0.075 -- 0.027),-26 (26 -- -9.2)
Denmark,3994 (2294 -- 6575),Likely increasing,1 (0.87 -- 1.2),0.0038 (-0.026 -- 0.033),180 (21 -- -27)
Estonia,1755 (1047 -- 3025),Stable,1 (0.79 -- 1.4),0.003 (-0.043 -- 0.062),230 (11 -- -16)
Finland,865 (498 -- 1594),Likely decreasing,0.9 (0.73 -- 1.2),-0.018 (-0.057 -- 0.033),-38 (21 -- -12)
France,157698 (54976 -- 347442),Stable,0.99 (0.69 -- 1.2),-0.00094 (-0.066 -- 0.034),-740 (21 -- -11)
Germany,110446 (63628 -- 173474),Likely increasing,1.1 (0.86 -- 1.2),0.0091 (-0.028 -- 0.029),77 (24 -- -25)
Greece,6909 (4058 -- 10656),Decreasing,0.81 (0.61 -- 0.97),-0.037 (-0.087 -- -0.0054),-19 (-130 -- -8)
Hungary,5363 (2866 -- 9617),Decreasing,0.73 (0.51 -- 1),-0.057 (-0.12 -- 0.00024),-12 (2900 -- -5.9)
Iceland,54 (9 -- 242),Stable,1 (0.44 -- 1.8),0.00066 (-0.14 -- 0.11),1100 (6.1 -- -5)
Ireland,2870 (1731 -- 4701),Likely increasing,1.1 (0.83 -- 1.4),0.02 (-0.034 -- 0.069),34 (10 -- -20)
Italy,50122 (33670 -- 72889),Likely decreasing,0.93 (0.73 -- 1.1),-0.013 (-0.056 -- 0.022),-51 (31 -- -12)
Latvia,3387 (2577 -- 4519),Likely increasing,1.1 (0.97 -- 1.2),0.013 (-0.0057 -- 0.032),54 (21 -- -120)
Liechtenstein,68 (28 -- 139),Likely increasing,1.1 (0.77 -- 1.4),0.02 (-0.048 -- 0.056),35 (12 -- -15)
Lithuania,6505 (4058 -- 10657),Likely increasing,1 (0.84 -- 1.3),0.0083 (-0.031 -- 0.05),84 (14 -- -23)
Luxembourg,857 (460 -- 1380),Likely decreasing,0.97 (0.79 -- 1.1),-0.0046 (-0.043 -- 0.02),-150 (36 -- -16)
Malta,37 (10 -- 136),Likely decreasing,0.59 (0.26 -- 1.3),-0.093 (-0.22 -- 0.05),-7.5 (14 -- -3.1)
Netherlands,19180 (10067 -- 33097),Decreasing,0.72 (0.47 -- 0.96),-0.058 (-0.13 -- -0.0066),-12 (-110 -- -5.3)
Norway,1651 (958 -- 2906),Likely decreasing,0.91 (0.68 -- 1.2),-0.017 (-0.068 -- 0.038),-41 (18 -- -10)
Poland,14641 (9035 -- 24775),Decreasing,0.67 (0.51 -- 0.89),-0.071 (-0.12 -- -0.022),-9.7 (-32 -- -6)
Portugal,1475 (724 -- 2813),Likely decreasing,0.88 (0.57 -- 1.3),-0.024 (-0.098 -- 0.046),-29 (15 -- -7.1)
Romania,3600 (2467 -- 4979),Decreasing,0.68 (0.54 -- 0.8),-0.068 (-0.11 -- -0.04),-10 (-17 -- -6.4)
Slovakia,1720 (1149 -- 2582),Likely decreasing,0.86 (0.72 -- 1),-0.026 (-0.058 -- 0.0011),-27 (620 -- -12)
Slovenia,3061 (2020 -- 5205),Likely decreasing,0.96 (0.8 -- 1.3),-0.0075 (-0.039 -- 0.043),-92 (16 -- -18)
Spain,35883 (5797 -- 127838),Stable,0.98 (0.47 -- 1.4),-0.0043 (-0.13 -- 0.061),-160 (11 -- -5.4)
Sweden,29293 (14783 -- 52991),Likely increasing,1 (0.82 -- 1.2),0.0034 (-0.035 -- 0.031),210 (22 -- -20)
Switzerland,10397 (4827 -- 18887),Stable,1 (0.76 -- 1.2),0.0039 (-0.049 -- 0.034),180 (20 -- -14)
United Kingdom,8431 (5556 -- 15838),Likely decreasing,0.91 (0.8 -- 1.2),-0.018 (-0.039 -- 0.028),-39 (25 -- -18)
