Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,7751 (3376 -- 17657),Stable,1.1 (0.57 -- 1.9),0.0099 (-0.096 -- 0.12),70 (5.6 -- -7.2)
Belgium,8881 (3069 -- 29778),Likely increasing,1 (0.73 -- 1.4),0.0052 (-0.055 -- 0.061),130 (11 -- -13)
Bulgaria,5116 (3316 -- 7826),Likely decreasing,0.83 (0.63 -- 1),-0.033 (-0.081 -- 0.0081),-21 (86 -- -8.6)
Croatia,4595 (3102 -- 6594),Increasing,1.2 (1 -- 1.4),0.036 (0.0016 -- 0.064),19 (11 -- 450)
Cyprus,1468 (415 -- 4774),Stable,1.1 (0.5 -- 2.3),0.019 (-0.12 -- 0.16),36 (4.3 -- -5.8)
Czechia,1675 (915 -- 3608),Likely increasing,1.3 (0.91 -- 2),0.044 (-0.017 -- 0.14),16 (5.1 -- -41)
Denmark,973 (288 -- 2485),Decreasing,0.5 (0.2 -- 0.93),-0.12 (-0.26 -- -0.013),-5.7 (-54 -- -2.6)
Estonia,1785 (977 -- 3164),Stable,1 (0.72 -- 1.3),0.0037 (-0.058 -- 0.055),190 (13 -- -12)
Finland,1768 (753 -- 3727),Likely decreasing,0.82 (0.54 -- 1.1),-0.036 (-0.11 -- 0.024),-19 (29 -- -6.5)
France,43681 (8572 -- 213808),Likely decreasing,0.81 (0.38 -- 1.6),-0.039 (-0.17 -- 0.087),-18 (7.9 -- -4.2)
Germany,66483 (29848 -- 145733),Likely increasing,1.1 (0.67 -- 1.8),0.019 (-0.069 -- 0.11),36 (6.2 -- -10)
Greece,6241 (2602 -- 14155),Likely decreasing,0.67 (0.35 -- 1.3),-0.069 (-0.18 -- 0.047),-10 (15 -- -3.9)
Hungary,1733 (764 -- 3957),Likely increasing,1.4 (0.88 -- 2.1),0.059 (-0.023 -- 0.14),12 (5 -- -30)
Iceland,159 (11 -- 1591),Likely decreasing,0.65 (0.13 -- 2.1),-0.074 (-0.32 -- 0.14),-9.3 (4.9 -- -2.2)
Ireland,5956 (2396 -- 12741),Likely decreasing,0.89 (0.59 -- 1.2),-0.022 (-0.092 -- 0.028),-32 (25 -- -7.5)
Italy,19396 (9932 -- 37355),Likely decreasing,0.81 (0.51 -- 1.3),-0.037 (-0.12 -- 0.042),-19 (17 -- -5.9)
Latvia,2947 (1738 -- 5425),Increasing,1.5 (1.2 -- 2.2),0.082 (0.029 -- 0.15),8.4 (4.6 -- 24)
Liechtenstein,62 (12 -- 455),Likely increasing,1.2 (0.55 -- 4.8),0.032 (-0.1 -- 0.32),22 (2.2 -- -6.7)
Lithuania,4156 (1460 -- 12417),Likely increasing,1.2 (0.57 -- 2.5),0.037 (-0.099 -- 0.18),19 (3.9 -- -7)
Luxembourg,479 (90 -- 2307),Stable,1.1 (0.34 -- 2.8),0.0092 (-0.18 -- 0.2),75 (3.4 -- -3.8)
Malta,420 (96 -- 1479),Likely increasing,1.3 (0.4 -- 3.3),0.043 (-0.16 -- 0.23),16 (3 -- -4.4)
Netherlands,12243 (4159 -- 34396),Stable,1.1 (0.43 -- 2.4),0.0092 (-0.14 -- 0.17),75 (4.1 -- -4.8)
Norway,13263 (8369 -- 20945),Increasing,1.3 (1.1 -- 1.6),0.05 (0.011 -- 0.087),14 (8 -- 66)
Poland,2585 (1772 -- 3980),Increasing,1.4 (1.2 -- 1.9),0.069 (0.026 -- 0.12),10 (5.7 -- 27)
Portugal,8113 (3650 -- 16633),Likely decreasing,0.91 (0.6 -- 1.2),-0.017 (-0.09 -- 0.041),-42 (17 -- -7.7)
Romania,10449 (7233 -- 14975),Increasing,1.4 (1.1 -- 1.7),0.058 (0.015 -- 0.099),12 (7 -- 47)
Slovakia,1452 (636 -- 4132),Increasing,1.3 (1 -- 2.1),0.055 (0.0026 -- 0.14),13 (5 -- 270)
Slovenia,3402 (790 -- 14240),Likely increasing,1.2 (0.39 -- 3.3),0.028 (-0.16 -- 0.24),24 (2.9 -- -4.4)
Spain,22550 (10191 -- 49894),Likely decreasing,0.87 (0.52 -- 1.4),-0.026 (-0.12 -- 0.067),-27 (10 -- -6)
Sweden,6945 (2373 -- 18353),Likely increasing,1.1 (0.72 -- 1.4),0.018 (-0.058 -- 0.067),39 (10 -- -12)
Switzerland,10127 (837 -- 44679),Stable,0.99 (0.3 -- 1.6),-0.0021 (-0.2 -- 0.093),-330 (7.4 -- -3.5)
United Kingdom,278395 (127445 -- 584811),Likely increasing,1.4 (0.74 -- 2.5),0.062 (-0.053 -- 0.18),11 (3.9 -- -13)
