region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Italy,42962 (22211 -- 93252),42962,48638,24296,22211,32572,38896,47569,58019,93252,New confirmed cases by infection date,Stable,0.44
Czechia,26608 (8185 -- 90259),26608,36250,33627,8185,15984,22019,32828,45067,90259,New confirmed cases by infection date,Likely increasing,0.05
Greece,26565 (15255 -- 50796),26565,29205,12217,15255,20657,24259,29248,35213,50796,New confirmed cases by infection date,Increasing,0.042
Netherlands,22199 (12100 -- 44897),22199,24547,10566,12100,17064,19905,24867,29796,44897,New confirmed cases by infection date,Increasing,0.0035
Slovakia,6823 (1860 -- 27307),6823,9634,9098,1860,4001,5535,8370,11792,27307,New confirmed cases by infection date,Likely increasing,0.058
Ireland,3956 (1990 -- 9399),3956,4556,2556,1990,2982,3514,4409,5387,9399,New confirmed cases by infection date,Likely decreasing,0.93
Latvia,1332 (499 -- 3754),1332,1636,1219,499,889,1148,1504,1978,3754,New confirmed cases by infection date,Likely increasing,0.31
Estonia,809 (306 -- 2353),809,1015,766,306,535,687,958,1251,2353,New confirmed cases by infection date,Likely increasing,0.18
Malta,352 (167 -- 865),352,418,297,167,260,312,397,486,865,New confirmed cases by infection date,Likely decreasing,0.76
Czechia,1.2 (1 -- 1.5),1.2,1.2,0.16,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.05
Slovakia,1.2 (0.99 -- 1.5),1.2,1.2,0.17,0.99,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Likely increasing,0.058
Estonia,1.1 (0.92 -- 1.3),1.1,1.1,0.13,0.92,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.18
Greece,1.1 (1 -- 1.2),1.1,1.1,0.047,1,1.1,1.1,1.1,1.1,1.2,Effective reproduction no.,Increasing,0.042
Latvia,1.1 (0.85 -- 1.3),1.1,1.1,0.16,0.85,0.98,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.31
Netherlands,1.1 (1.1 -- 1.2),1.1,1.1,0.052,1.1,1.1,1.1,1.1,1.2,1.2,Effective reproduction no.,Increasing,0.0035
Italy,1 (0.87 -- 1.1),1,1,0.08,0.87,0.96,0.99,1,1.1,1.1,Effective reproduction no.,Stable,0.44
Malta,0.94 (0.77 -- 1.1),0.94,0.94,0.11,0.77,0.88,0.92,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.76
Ireland,0.88 (0.74 -- 1),0.88,0.88,0.086,0.74,0.83,0.86,0.91,0.94,1,Effective reproduction no.,Likely decreasing,0.93
