Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,10414 (4105 -- 29547),Likely decreasing,0.75 (0.5 -- 1.2),-0.052 (-0.12 -- 0.033),-13 (21 -- -5.9)
Belgium,10802 (2337 -- 37280),Likely decreasing,0.91 (0.55 -- 1.3),-0.018 (-0.1 -- 0.048),-39 (14 -- -6.6)
Bulgaria,1053 (613 -- 1745),Likely decreasing,0.92 (0.64 -- 1.3),-0.015 (-0.078 -- 0.045),-45 (15 -- -8.9)
Croatia,2459 (1077 -- 6805),Likely increasing,1.5 (0.92 -- 3),0.078 (-0.015 -- 0.22),8.9 (3.2 -- -46)
Cyprus,1263 (216 -- 6424),Likely decreasing,0.71 (0.34 -- 1.2),-0.061 (-0.18 -- 0.04),-11 (17 -- -3.9)
Czechia,3926 (1005 -- 9784),Likely decreasing,0.82 (0.48 -- 1.1),-0.036 (-0.12 -- 0.015),-19 (46 -- -5.5)
Denmark,2591 (1400 -- 5670),Likely decreasing,0.82 (0.65 -- 1.1),-0.037 (-0.077 -- 0.021),-19 (33 -- -9)
Estonia,639 (437 -- 961),Decreasing,0.81 (0.68 -- 0.98),-0.038 (-0.067 -- -0.0031),-18 (-230 -- -10)
Finland,10270 (2636 -- 35682),Likely decreasing,0.95 (0.65 -- 1.3),-0.0094 (-0.077 -- 0.054),-74 (13 -- -9)
France,139283 (31368 -- 567965),Likely decreasing,0.78 (0.37 -- 1.5),-0.044 (-0.17 -- 0.076),-16 (9.1 -- -4.2)
Germany,228702 (85294 -- 481863),Likely decreasing,0.9 (0.62 -- 1.1),-0.02 (-0.083 -- 0.016),-35 (44 -- -8.3)
Greece,8330 (5261 -- 13905),Decreasing,0.74 (0.57 -- 0.99),-0.053 (-0.099 -- -0.0016),-13 (-430 -- -7)
Hungary,4221 (1226 -- 17896),Likely decreasing,0.95 (0.58 -- 1.6),-0.0096 (-0.095 -- 0.083),-72 (8.3 -- -7.3)
Iceland,231 (48 -- 2233),Likely decreasing,0.82 (0.48 -- 2.6),-0.035 (-0.12 -- 0.18),-20 (3.8 -- -5.6)
Ireland,4000 (754 -- 12225),Likely decreasing,0.87 (0.48 -- 1.2),-0.025 (-0.13 -- 0.031),-28 (22 -- -5.5)
Italy,215223 (134287 -- 379263),Likely increasing,1.3 (0.94 -- 1.8),0.043 (-0.011 -- 0.12),16 (6 -- -65)
Latvia,1832 (894 -- 4535),Likely increasing,1.2 (0.85 -- 2.1),0.04 (-0.028 -- 0.15),17 (4.7 -- -25)
Liechtenstein,26 (8 -- 90),Likely decreasing,0.73 (0.45 -- 1.2),-0.056 (-0.14 -- 0.031),-12 (22 -- -5)
Lithuania,1222 (642 -- 2172),Decreasing,0.77 (0.59 -- 0.99),-0.045 (-0.092 -- -0.0024),-15 (-290 -- -7.6)
Luxembourg,1893 (638 -- 4380),Likely decreasing,0.96 (0.62 -- 1.3),-0.0075 (-0.084 -- 0.054),-92 (13 -- -8.3)
Malta,269 (59 -- 1014),Likely decreasing,0.6 (0.28 -- 1.2),-0.09 (-0.21 -- 0.029),-7.7 (24 -- -3.3)
Netherlands,2069 (381 -- 9286),Decreasing,0.55 (0.28 -- 0.96),-0.1 (-0.21 -- -0.0074),-6.6 (-94 -- -3.3)
Norway,1263 (735 -- 2785),Stable,1 (0.78 -- 1.6),0.0053 (-0.043 -- 0.093),130 (7.4 -- -16)
Poland,4345 (1764 -- 10516),Likely increasing,1.6 (0.87 -- 2.8),0.084 (-0.025 -- 0.2),8.3 (3.4 -- -28)
Portugal,26317 (8086 -- 159935),Stable,1 (0.67 -- 1.9),0.0034 (-0.069 -- 0.12),210 (5.7 -- -10)
Romania,886 (460 -- 1557),Decreasing,0.59 (0.34 -- 0.88),-0.093 (-0.18 -- -0.023),-7.5 (-30 -- -3.9)
Slovakia,3055 (1350 -- 6799),Decreasing,0.77 (0.57 -- 1),-0.047 (-0.097 -- -0.00034),-15 (-2000 -- -7.2)
Slovenia,2307 (953 -- 5610),Stable,0.98 (0.55 -- 1.7),-0.0037 (-0.1 -- 0.1),-190 (6.7 -- -6.7)
Spain,6271 (1152 -- 33730),Likely decreasing,0.81 (0.47 -- 1.4),-0.038 (-0.13 -- 0.061),-18 (11 -- -5.3)
Sweden,239 (41 -- 2027),Likely decreasing,0.77 (0.42 -- 1.7),-0.047 (-0.15 -- 0.095),-15 (7.3 -- -4.7)
Switzerland,1834 (131 -- 13688),Likely decreasing,0.63 (0.26 -- 1.1),-0.082 (-0.22 -- 0.019),-8.5 (37 -- -3.1)
United Kingdom,41851 (7793 -- 139901),Likely decreasing,0.86 (0.46 -- 1.2),-0.028 (-0.13 -- 0.039),-25 (18 -- -5.3)
