Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,1649 (624 -- 5144),Increasing,1.3 (1 -- 1.7),0.3 (0.034 -- 0.67),2.3 (1 -- 20)
Belgium,47275 (23772 -- 110519),Likely increasing,1.1 (0.9 -- 1.2),0.076 (-0.13 -- 0.23),9.2 (3.1 -- -5.2)
Bulgaria,17196 (9172 -- 35879),Likely increasing,1 (0.91 -- 1.1),0.026 (-0.11 -- 0.15),27 (4.6 -- -6)
Croatia,59707 (25072 -- 170955),Likely decreasing,0.97 (0.75 -- 1.1),-0.034 (-0.36 -- 0.17),-20 (4.2 -- -1.9)
Cyprus,1630 (720 -- 4341),Likely decreasing,0.86 (0.69 -- 1),-0.19 (-0.47 -- 0.021),-3.7 (33 -- -1.5)
Czechia,558174 (167821 -- 1454310),Increasing,1.3 (1.1 -- 1.6),0.34 (0.08 -- 0.6),2 (1.2 -- 8.6)
Denmark,9869 (4543 -- 24816),Stable,1 (0.84 -- 1.2),0.012 (-0.22 -- 0.28),57 (2.5 -- -3.2)
France,43391 (20153 -- 93681),Increasing,1.2 (1 -- 1.5),0.24 (0.0075 -- 0.49),2.8 (1.4 -- 92)
Greece,73292 (44000 -- 139225),Likely decreasing,0.99 (0.9 -- 1.1),-0.018 (-0.14 -- 0.095),-38 (7.3 -- -5.1)
Hungary,33916 (11242 -- 124993),Likely increasing,1.1 (0.69 -- 1.4),0.16 (-0.46 -- 0.47),4.4 (1.5 -- -1.5)
Iceland,321 (150 -- 805),Likely decreasing,0.91 (0.77 -- 1.1),-0.12 (-0.33 -- 0.064),-5.8 (11 -- -2.1)
Ireland,5874 (3630 -- 11185),Decreasing,0.91 (0.81 -- 0.99),-0.12 (-0.26 -- -0.013),-5.8 (-52 -- -2.7)
Liechtenstein,31 (8 -- 144),Likely increasing,1.1 (0.85 -- 1.4),0.1 (-0.21 -- 0.47),6.9 (1.5 -- -3.4)
Lithuania,71171 (25611 -- 201491),Likely decreasing,0.96 (0.66 -- 1.1),-0.059 (-0.51 -- 0.16),-12 (4.4 -- -1.4)
Luxembourg,7410 (3781 -- 16176),Likely increasing,1.1 (0.98 -- 1.3),0.13 (-0.028 -- 0.31),5.5 (2.3 -- -25)
Malta,117 (59 -- 273),Decreasing,0.82 (0.69 -- 0.99),-0.24 (-0.46 -- -0.018),-2.9 (-39 -- -1.5)
Norway,16630 (8810 -- 34747),Likely decreasing,0.93 (0.81 -- 1),-0.09 (-0.27 -- 0.05),-7.7 (14 -- -2.6)
Poland,178121 (64847 -- 584453),Likely decreasing,0.91 (0.61 -- 1.1),-0.11 (-0.61 -- 0.14),-6.1 (5 -- -1.1)
Portugal,3625 (2050 -- 6905),Decreasing,0.88 (0.76 -- 0.98),-0.16 (-0.35 -- -0.03),-4.3 (-23 -- -2)
Romania,1414 (734 -- 3182),Decreasing,0.58 (0.46 -- 0.74),-0.66 (-0.93 -- -0.38),-1 (-1.8 -- -0.74)
Slovakia,51236 (17033 -- 148124),Likely increasing,1.2 (0.91 -- 1.5),0.25 (-0.13 -- 0.53),2.8 (1.3 -- -5.5)
Sweden,13881 (8272 -- 26686),Likely decreasing,0.98 (0.92 -- 1.1),-0.021 (-0.11 -- 0.11),-33 (6.3 -- -6.3)
