region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Czechia,558174 (167821 -- 1454310),558174,652871,427843,167821,351150,463390,664947,865085,1454310,New confirmed cases by infection date,Increasing,0.0095
Poland,178121 (64847 -- 584453),178121,231843,197310,64847,115738,150409,206397,274341,584453,New confirmed cases by infection date,Likely decreasing,0.75
Greece,73292 (44000 -- 139225),73292,80969,33258,44000,59487,67849,79879,94384,139225,New confirmed cases by infection date,Likely decreasing,0.65
Lithuania,71171 (25611 -- 201491),71171,89464,75460,25611,46316,60236,83263,108532,201491,New confirmed cases by infection date,Likely decreasing,0.66
Croatia,59707 (25072 -- 170955),59707,74060,53168,25072,41211,51468,69174,88869,170955,New confirmed cases by infection date,Likely decreasing,0.6
Slovakia,51236 (17033 -- 148124),51236,63592,46719,17033,32178,42723,61649,81133,148124,New confirmed cases by infection date,Likely increasing,0.11
Belgium,47275 (23772 -- 110519),47275,54213,28179,23772,34955,42094,53350,66094,110519,New confirmed cases by infection date,Likely increasing,0.21
France,43391 (20153 -- 93681),43391,48809,25212,20153,32124,38679,48504,58409,93681,New confirmed cases by infection date,Increasing,0.044
Hungary,33916 (11242 -- 124993),33916,47552,46460,11242,21527,28394,40993,57932,124993,New confirmed cases by infection date,Likely increasing,0.24
Bulgaria,17196 (9172 -- 35879),17196,19228,9218,9172,13179,15628,19164,22781,35879,New confirmed cases by infection date,Likely increasing,0.34
Norway,16630 (8810 -- 34747),16630,18567,8808,8810,12584,14965,18618,22216,34747,New confirmed cases by infection date,Likely decreasing,0.86
Sweden,13881 (8272 -- 26686),13881,15259,6039,8272,11117,12703,15232,18017,26686,New confirmed cases by infection date,Likely decreasing,0.65
Denmark,9869 (4543 -- 24816),9869,11533,6768,4543,7083,8609,11255,13941,24816,New confirmed cases by infection date,Stable,0.46
Luxembourg,7410 (3781 -- 16176),7410,8374,4092,3781,5608,6560,8257,10180,16176,New confirmed cases by infection date,Likely increasing,0.084
Ireland,5874 (3630 -- 11185),5874,6456,2630,3630,4696,5369,6360,7465,11185,New confirmed cases by infection date,Decreasing,0.96
Portugal,3625 (2050 -- 6905),3625,3953,1651,2050,2869,3312,3986,4632,6905,New confirmed cases by infection date,Decreasing,0.98
Austria,1649 (624 -- 5144),1649,2130,1973,624,1101,1408,1907,2578,5144,New confirmed cases by infection date,Increasing,0.027
Cyprus,1630 (720 -- 4341),1630,1990,1451,720,1159,1436,1858,2404,4341,New confirmed cases by infection date,Likely decreasing,0.94
Romania,1414 (734 -- 3182),1414,1663,1384,734,1072,1270,1586,1918,3182,New confirmed cases by infection date,Decreasing,1
Iceland,321 (150 -- 805),321,382,247,150,233,283,366,460,805,New confirmed cases by infection date,Likely decreasing,0.88
Malta,117 (59 -- 273),117,136,84,59,88,105,132,156,273,New confirmed cases by infection date,Decreasing,0.96
Liechtenstein,31 (8 -- 144),31,52,111,8,18,26,39,56,144,New confirmed cases by infection date,Likely increasing,0.27
Austria,1.3 (1 -- 1.7),1.3,1.3,0.21,1,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.027
Czechia,1.3 (1.1 -- 1.6),1.3,1.3,0.16,1.1,1.2,1.3,1.3,1.4,1.6,Effective reproduction no.,Increasing,0.0095
France,1.2 (1 -- 1.5),1.2,1.2,0.14,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing,0.044
Slovakia,1.2 (0.91 -- 1.5),1.2,1.2,0.18,0.91,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.11
Belgium,1.1 (0.9 -- 1.2),1.1,1.1,0.088,0.9,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.21
Hungary,1.1 (0.69 -- 1.4),1.1,1.1,0.22,0.69,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.24
Liechtenstein,1.1 (0.85 -- 1.4),1.1,1.1,0.19,0.85,0.99,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.27
Luxembourg,1.1 (0.98 -- 1.3),1.1,1.1,0.088,0.98,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.084
Bulgaria,1 (0.91 -- 1.1),1,1,0.068,0.91,0.98,1,1,1.1,1.1,Effective reproduction no.,Likely increasing,0.34
Denmark,1 (0.84 -- 1.2),1,1,0.13,0.84,0.93,0.98,1,1.1,1.2,Effective reproduction no.,Stable,0.46
Greece,0.99 (0.9 -- 1.1),0.99,0.99,0.055,0.9,0.96,0.98,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.65
Sweden,0.98 (0.92 -- 1.1),0.98,0.99,0.055,0.92,0.96,0.97,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.65
Croatia,0.97 (0.75 -- 1.1),0.97,0.96,0.12,0.75,0.89,0.94,1,1,1.1,Effective reproduction no.,Likely decreasing,0.6
