Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,9273 (5512 -- 18312),Decreasing,0.8 (0.67 -- 0.92),-0.28 (-0.5 -- -0.1),-2.5 (-6.8 -- -1.4)
Belgium,1223 (528 -- 5260),Decreasing,0.61 (0.47 -- 0.85),-0.6 (-0.92 -- -0.2),-1.2 (-3.4 -- -0.76)
Bulgaria,2251 (1432 -- 3884),Decreasing,0.77 (0.7 -- 0.84),-0.32 (-0.44 -- -0.22),-2.2 (-3.2 -- -1.6)
Croatia,935 (510 -- 2208),Decreasing,0.65 (0.52 -- 0.8),-0.53 (-0.79 -- -0.28),-1.3 (-2.4 -- -0.87)
Cyprus,2851 (1674 -- 5136),Decreasing,0.75 (0.66 -- 0.85),-0.36 (-0.52 -- -0.2),-1.9 (-3.4 -- -1.3)
Czechia,668 (376 -- 1324),Decreasing,0.74 (0.62 -- 0.85),-0.38 (-0.59 -- -0.2),-1.8 (-3.4 -- -1.2)
Denmark,1153 (679 -- 2678),Decreasing,0.73 (0.62 -- 0.88),-0.38 (-0.59 -- -0.16),-1.8 (-4.2 -- -1.2)
Estonia,665 (382 -- 1310),Decreasing,0.75 (0.65 -- 0.89),-0.36 (-0.53 -- -0.15),-1.9 (-4.8 -- -1.3)
Finland,12102 (5512 -- 32415),Likely decreasing,0.87 (0.68 -- 1.1),-0.18 (-0.48 -- 0.15),-3.8 (4.5 -- -1.4)
France,127783 (73291 -- 249922),Decreasing,0.81 (0.7 -- 0.92),-0.26 (-0.45 -- -0.11),-2.6 (-6.4 -- -1.5)
Germany,13347 (8305 -- 24214),Decreasing,0.77 (0.68 -- 0.86),-0.32 (-0.48 -- -0.2),-2.1 (-3.6 -- -1.4)
Greece,23940 (13976 -- 43305),Decreasing,0.82 (0.72 -- 0.94),-0.24 (-0.4 -- -0.074),-2.9 (-9.3 -- -1.7)
Hungary,210 (119 -- 384),Decreasing,0.69 (0.58 -- 0.82),-0.47 (-0.68 -- -0.25),-1.5 (-2.8 -- -1)
Iceland,235 (88 -- 682),Likely decreasing,0.91 (0.69 -- 1.1),-0.12 (-0.46 -- 0.11),-5.9 (6.5 -- -1.5)
Ireland,2516 (1497 -- 5214),Decreasing,0.81 (0.73 -- 0.91),-0.26 (-0.4 -- -0.13),-2.7 (-5.5 -- -1.7)
Italy,64770 (37280 -- 115179),Decreasing,0.69 (0.58 -- 0.83),-0.46 (-0.68 -- -0.23),-1.5 (-3 -- -1)
Liechtenstein,1 (0 -- 14),Likely decreasing,0.76 (0.33 -- 1.1),-0.35 (-1.3 -- 0.1),-2 (6.9 -- -0.54)
Lithuania,823 (503 -- 1531),Decreasing,0.76 (0.66 -- 0.86),-0.34 (-0.51 -- -0.19),-2 (-3.7 -- -1.4)
Luxembourg,346 (179 -- 902),Likely decreasing,0.84 (0.7 -- 1.1),-0.22 (-0.45 -- 0.095),-3.2 (7.3 -- -1.6)
Malta,1178 (627 -- 2531),Likely increasing,1 (0.91 -- 1.2),0.028 (-0.12 -- 0.22),25 (3.1 -- -5.8)
Netherlands,888 (540 -- 1589),Decreasing,0.76 (0.67 -- 0.85),-0.34 (-0.5 -- -0.2),-2.1 (-3.4 -- -1.4)
Norway,1211 (712 -- 2035),Decreasing,0.83 (0.74 -- 0.9),-0.24 (-0.38 -- -0.13),-2.9 (-5.4 -- -1.8)
Poland,774 (440 -- 1563),Decreasing,0.69 (0.57 -- 0.81),-0.46 (-0.68 -- -0.26),-1.5 (-2.7 -- -1)
Portugal,20835 (12542 -- 41434),Likely decreasing,0.97 (0.86 -- 1.1),-0.034 (-0.19 -- 0.083),-20 (8.4 -- -3.7)
Romania,4762 (2900 -- 8045),Decreasing,0.82 (0.71 -- 0.99),-0.25 (-0.43 -- -0.0087),-2.7 (-80 -- -1.6)
Slovakia,311 (154 -- 749),Decreasing,0.73 (0.58 -- 0.88),-0.4 (-0.66 -- -0.16),-1.7 (-4.2 -- -1.1)
Slovenia,189 (99 -- 424),Decreasing,0.63 (0.51 -- 0.77),-0.57 (-0.81 -- -0.33),-1.2 (-2.1 -- -0.86)
Spain,40164 (20507 -- 99909),Decreasing,0.68 (0.54 -- 0.91),-0.47 (-0.75 -- -0.11),-1.5 (-6.2 -- -0.92)
Sweden,4324 (2809 -- 7361),Decreasing,0.83 (0.73 -- 0.91),-0.24 (-0.39 -- -0.12),-2.9 (-6 -- -1.8)
