Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,60132 (24987 -- 148101),Likely decreasing,0.95 (0.79 -- 1.1),-0.064 (-0.3 -- 0.12),-11 (5.6 -- -2.3)
Bulgaria,133000 (57232 -- 332082),Increasing,1.3 (1.1 -- 1.6),0.35 (0.091 -- 0.6),2 (1.2 -- 7.6)
Croatia,122535 (32900 -- 456487),Likely increasing,1.1 (0.86 -- 1.3),0.09 (-0.19 -- 0.34),7.7 (2 -- -3.7)
Cyprus,30408 (16302 -- 62185),Stable,1 (0.87 -- 1.1),-0.00043 (-0.17 -- 0.13),-1600 (5.1 -- -4.1)
Czechia,345159 (74086 -- 1286430),Likely increasing,1.3 (0.98 -- 1.6),0.32 (-0.021 -- 0.67),2.1 (1 -- -33)
Denmark,10953 (5617 -- 22604),Likely increasing,1.1 (0.97 -- 1.2),0.081 (-0.036 -- 0.23),8.6 (3 -- -19)
Estonia,4642 (1738 -- 13604),Likely increasing,1.1 (0.96 -- 1.3),0.15 (-0.051 -- 0.37),4.7 (1.9 -- -14)
Finland,14074 (5662 -- 34577),Likely increasing,1.2 (0.97 -- 1.4),0.19 (-0.032 -- 0.4),3.7 (1.8 -- -22)
Greece,359588 (200107 -- 727102),Likely increasing,1.1 (0.94 -- 1.1),0.072 (-0.073 -- 0.16),9.6 (4.3 -- -9.5)
Hungary,70311 (15921 -- 349748),Likely increasing,1.2 (0.92 -- 1.5),0.2 (-0.1 -- 0.53),3.5 (1.3 -- -6.8)
Iceland,1025 (543 -- 2179),Stable,0.99 (0.87 -- 1.1),-0.008 (-0.18 -- 0.12),-87 (6 -- -3.9)
Ireland,12578 (6782 -- 29695),Likely decreasing,0.97 (0.89 -- 1),-0.046 (-0.14 -- 0.041),-15 (17 -- -4.8)
Italy,907301 (269578 -- 4792720),Likely decreasing,0.94 (0.66 -- 1.1),-0.082 (-0.52 -- 0.17),-8.5 (4.2 -- -1.3)
Latvia,5659 (1500 -- 23752),Likely increasing,1.2 (0.94 -- 1.6),0.24 (-0.076 -- 0.62),2.9 (1.1 -- -9.1)
Lithuania,66430 (14858 -- 357904),Likely increasing,1.2 (0.95 -- 1.5),0.19 (-0.073 -- 0.54),3.7 (1.3 -- -9.4)
Luxembourg,11186 (4156 -- 29224),Likely increasing,1.1 (0.81 -- 1.3),0.07 (-0.27 -- 0.28),9.9 (2.5 -- -2.6)
Malta,695 (383 -- 1381),Decreasing,0.86 (0.72 -- 0.98),-0.19 (-0.41 -- -0.02),-3.6 (-34 -- -1.7)
Netherlands,11814 (5293 -- 29847),Likely increasing,1 (0.89 -- 1.2),0.052 (-0.14 -- 0.23),13 (3 -- -4.9)
Norway,14659 (8015 -- 27902),Likely increasing,1.1 (0.97 -- 1.2),0.078 (-0.034 -- 0.2),8.9 (3.5 -- -20)
Poland,205475 (56923 -- 623411),Increasing,1.3 (1 -- 1.6),0.34 (0.046 -- 0.63),2.1 (1.1 -- 15)
Portugal,22569 (12115 -- 48687),Decreasing,0.78 (0.67 -- 0.92),-0.31 (-0.5 -- -0.11),-2.3 (-6.6 -- -1.4)
Romania,418836 (106706 -- 1901630),Likely increasing,1.1 (0.82 -- 1.3),0.073 (-0.25 -- 0.35),9.6 (2 -- -2.8)
Slovakia,34067 (10187 -- 113716),Likely increasing,1.2 (0.94 -- 1.5),0.27 (-0.074 -- 0.54),2.6 (1.3 -- -9.4)
Slovenia,29444 (9932 -- 83495),Increasing,1.3 (1 -- 1.6),0.33 (0.061 -- 0.62),2.1 (1.1 -- 11)
Sweden,32130 (15268 -- 75121),Increasing,1.1 (1 -- 1.3),0.15 (0.027 -- 0.34),4.6 (2 -- 25)
