region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Greece,11018 (4881 -- 27216),11018,13041,8722,4881,7901,9535,12388,15433,27216,New confirmed cases by infection date,Likely decreasing,0.86
Ireland,4610 (2705 -- 8356),4610,4969,1860,2705,3740,4209,5036,5819,8356,New confirmed cases by infection date,Increasing,0.036
Portugal,2560 (1223 -- 5621),2560,2912,1989,1223,1900,2292,2891,3510,5621,New confirmed cases by infection date,Likely increasing,0.068
Sweden,1350 (767 -- 2426),1350,1443,575,767,1059,1238,1467,1702,2426,New confirmed cases by infection date,Likely increasing,0.32
Poland,1104 (625 -- 2184),1104,1227,579,625,865,1003,1214,1415,2184,New confirmed cases by infection date,Likely decreasing,0.88
Romania,1016 (634 -- 1759),1016,1092,389,634,829,937,1107,1266,1759,New confirmed cases by infection date,Decreasing,1
Lithuania,843 (523 -- 1520),843,911,328,523,688,781,920,1057,1520,New confirmed cases by infection date,Decreasing,0.98
Czechia,789 (480 -- 1451),789,850,313,480,631,722,855,989,1451,New confirmed cases by infection date,Likely decreasing,0.77
Denmark,614 (345 -- 1196),614,677,318,345,479,563,678,798,1196,New confirmed cases by infection date,Likely decreasing,0.91
Bulgaria,333 (120 -- 1121),333,449,453,120,213,280,394,531,1121,New confirmed cases by infection date,Likely decreasing,0.9
Luxembourg,307 (146 -- 751),307,360,210,146,220,273,349,432,751,New confirmed cases by infection date,Likely decreasing,0.63
Estonia,240 (107 -- 661),240,295,210,107,175,212,276,344,661,New confirmed cases by infection date,Likely decreasing,0.78
Hungary,210 (105 -- 483),210,242,140,105,156,188,234,288,483,New confirmed cases by infection date,Likely decreasing,0.82
Iceland,117 (43 -- 418),117,163,182,43,75,99,137,182,418,New confirmed cases by infection date,Likely increasing,0.2
Slovenia,96 (42 -- 246),96,113,76,42,67,85,109,135,246,New confirmed cases by infection date,Likely decreasing,0.92
Malta,67 (24 -- 234),67,93,133,24,43,56,80,109,234,New confirmed cases by infection date,Stable,0.41
Austria,16 (4 -- 64),16,23,24,4,9,13,21,30,64,New confirmed cases by infection date,Likely decreasing,0.75
Liechtenstein,3 (0 -- 27),3,7,17,0,1,2,4,7,27,New confirmed cases by infection date,Stable,0.43
Ireland,1.2 (1 -- 1.3),1.2,1.2,0.089,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.036
Portugal,1.2 (0.99 -- 1.5),1.2,1.2,0.17,0.99,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.068
Iceland,1.1 (0.91 -- 1.4),1.1,1.1,0.17,0.91,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.2
Sweden,1.1 (0.91 -- 1.3),1.1,1.1,0.12,0.91,0.98,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.32
Liechtenstein,1 (0.73 -- 1.5),1,1.1,0.24,0.73,0.92,0.99,1.1,1.2,1.5,Effective reproduction no.,Stable,0.43
Malta,1 (0.83 -- 1.3),1,1,0.16,0.83,0.95,1,1.1,1.1,1.3,Effective reproduction no.,Stable,0.41
Luxembourg,0.98 (0.83 -- 1.2),0.98,0.98,0.1,0.83,0.92,0.95,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.63
Czechia,0.94 (0.84 -- 1.1),0.94,0.95,0.081,0.84,0.89,0.92,0.96,0.99,1.1,Effective reproduction no.,Likely decreasing,0.77
Hungary,0.93 (0.79 -- 1.1),0.93,0.93,0.091,0.79,0.88,0.91,0.95,0.98,1.1,Effective reproduction no.,Likely decreasing,0.82
Austria,0.92 (0.67 -- 1.2),0.92,0.92,0.15,0.67,0.84,0.89,0.95,1,1.2,Effective reproduction no.,Likely decreasing,0.75
Denmark,0.92 (0.8 -- 1),0.92,0.92,0.071,0.8,0.88,0.91,0.93,0.96,1,Effective reproduction no.,Likely decreasing,0.91
Estonia,0.92 (0.78 -- 1.1),0.92,0.94,0.11,0.78,0.87,0.9,0.94,0.98,1.1,Effective reproduction no.,Likely decreasing,0.78
Greece,0.9 (0.73 -- 1.1),0.9,0.9,0.1,0.73,0.84,0.88,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.86
Poland,0.86 (0.75 -- 1.1),0.86,0.88,0.1,0.75,0.82,0.84,0.89,0.93,1.1,Effective reproduction no.,Likely decreasing,0.88
Slovenia,0.86 (0.7 -- 1),0.86,0.86,0.1,0.7,0.8,0.84,0.89,0.92,1,Effective reproduction no.,Likely decreasing,0.92
Bulgaria,0.85 (0.67 -- 1.1),0.85,0.86,0.12,0.67,0.78,0.83,0.88,0.93,1.1,Effective reproduction no.,Likely decreasing,0.9
Lithuania,0.85 (0.75 -- 0.95),0.85,0.85,0.06,0.75,0.81,0.84,0.86,0.88,0.95,Effective reproduction no.,Decreasing,0.98
Romania,0.8 (0.72 -- 0.88),0.8,0.8,0.05,0.72,0.77,0.79,0.81,0.83,0.88,Effective reproduction no.,Decreasing,1
