Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Belgium,32907 (15136 -- 86517),Likely decreasing,0.89 (0.72 -- 1.1),-0.15 (-0.41 -- 0.073),-4.7 (9.5 -- -1.7)
Bulgaria,10242 (5364 -- 22521),Decreasing,0.76 (0.63 -- 0.94),-0.35 (-0.57 -- -0.078),-2 (-8.9 -- -1.2)
Croatia,91100 (38414 -- 232838),Stable,1 (0.79 -- 1.2),-0.005 (-0.3 -- 0.27),-140 (2.6 -- -2.3)
Cyprus,214821 (51247 -- 1006720),Likely increasing,1.3 (0.93 -- 1.7),0.19 (-0.13 -- 0.61),3.6 (1.1 -- -5.5)
Czechia,10249 (4629 -- 28445),Decreasing,0.62 (0.48 -- 0.81),-0.59 (-0.88 -- -0.27),-1.2 (-2.6 -- -0.79)
Estonia,1964 (1059 -- 3912),Decreasing,0.69 (0.59 -- 0.81),-0.45 (-0.64 -- -0.26),-1.5 (-2.7 -- -1.1)
Greece,93501 (36339 -- 275626),Decreasing,0.69 (0.5 -- 0.96),-0.46 (-0.85 -- -0.052),-1.5 (-13 -- -0.82)
Hungary,3015 (1441 -- 8225),Decreasing,0.66 (0.52 -- 0.82),-0.52 (-0.8 -- -0.24),-1.3 (-2.9 -- -0.87)
Iceland,87 (40 -- 207),Decreasing,0.63 (0.49 -- 0.8),-0.58 (-0.86 -- -0.29),-1.2 (-2.4 -- -0.81)
Ireland,20509 (9165 -- 51347),Stable,1 (0.81 -- 1.1),-0.0056 (-0.26 -- 0.17),-120 (4.1 -- -2.6)
Liechtenstein,11 (1 -- 72),Decreasing,0.72 (0.44 -- 0.97),-0.41 (-0.99 -- -0.042),-1.7 (-17 -- -0.7)
Lithuania,15843 (4628 -- 72697),Likely decreasing,0.94 (0.74 -- 1.2),-0.073 (-0.37 -- 0.28),-9.5 (2.5 -- -1.9)
Luxembourg,2066 (949 -- 5273),Decreasing,0.78 (0.64 -- 0.96),-0.3 (-0.56 -- -0.05),-2.3 (-14 -- -1.2)
Malta,1762 (480 -- 7365),Stable,0.98 (0.71 -- 1.2),-0.024 (-0.43 -- 0.26),-29 (2.7 -- -1.6)
Norway,2886 (1680 -- 5749),Decreasing,0.68 (0.59 -- 0.79),-0.48 (-0.64 -- -0.29),-1.4 (-2.4 -- -1.1)
Poland,37581 (18201 -- 85658),Decreasing,0.71 (0.59 -- 0.86),-0.42 (-0.66 -- -0.18),-1.7 (-3.7 -- -1.1)
Romania,46702 (25381 -- 97604),Likely decreasing,0.96 (0.83 -- 1.1),-0.05 (-0.23 -- 0.1),-14 (6.9 -- -3)
Slovakia,4867 (1277 -- 21003),Likely decreasing,0.85 (0.6 -- 1.1),-0.2 (-0.63 -- 0.099),-3.5 (7 -- -1.1)
Sweden,3953 (2382 -- 7024),Decreasing,0.67 (0.59 -- 0.77),-0.49 (-0.65 -- -0.32),-1.4 (-2.2 -- -1.1)
