Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Austria,8720 (5857 -- 13238),Stable,1 (0.82 -- 1.2),0.0011 (-0.036 -- 0.041),610 (17 -- -19)
Belgium,7879 (3135 -- 23425),Stable,0.98 (0.69 -- 1.3),-0.0039 (-0.066 -- 0.052),-180 (13 -- -11)
Bulgaria,11831 (6543 -- 20522),Stable,1 (0.72 -- 1.4),0.0083 (-0.058 -- 0.069),83 (10 -- -12)
Croatia,7524 (5348 -- 11707),Likely increasing,1.1 (0.92 -- 1.3),0.013 (-0.015 -- 0.054),54 (13 -- -47)
Cyprus,302 (186 -- 528),Decreasing,0.85 (0.72 -- 0.99),-0.029 (-0.059 -- -0.0015),-24 (-450 -- -12)
Czechia,6229 (4221 -- 10185),Increasing,1.3 (1 -- 1.6),0.044 (0.0087 -- 0.094),16 (7.4 -- 80)
Denmark,4208 (2588 -- 7247),Likely increasing,1.3 (0.97 -- 1.9),0.05 (-0.0046 -- 0.12),14 (5.7 -- -150)
Estonia,6597 (4520 -- 9874),Increasing,1.2 (1 -- 1.4),0.034 (0.0024 -- 0.065),20 (11 -- 280)
Finland,2220 (1025 -- 5386),Likely decreasing,0.97 (0.78 -- 1.3),-0.0052 (-0.045 -- 0.045),-130 (15 -- -15)
France,15532 (6006 -- 40468),Likely decreasing,0.86 (0.64 -- 1.2),-0.026 (-0.078 -- 0.036),-26 (19 -- -8.9)
Germany,41812 (18568 -- 105143),Stable,1 (0.69 -- 1.5),0.00069 (-0.065 -- 0.077),1000 (9 -- -11)
Greece,10733 (7842 -- 15319),Stable,1 (0.86 -- 1.2),0.0032 (-0.028 -- 0.039),220 (18 -- -25)
Hungary,3593 (1986 -- 6724),Likely increasing,1.1 (0.86 -- 1.5),0.019 (-0.027 -- 0.07),36 (9.8 -- -25)
Iceland,162 (68 -- 528),Stable,1 (0.75 -- 1.6),0.0033 (-0.052 -- 0.093),210 (7.4 -- -13)
Ireland,6551 (4030 -- 11416),Likely decreasing,0.99 (0.85 -- 1.2),-0.0022 (-0.029 -- 0.03),-310 (23 -- -24)
Italy,13083 (9853 -- 17831),Decreasing,0.9 (0.8 -- 0.99),-0.018 (-0.04 -- -0.0012),-38 (-590 -- -17)
Latvia,12114 (8436 -- 18282),Increasing,1.4 (1.2 -- 1.6),0.056 (0.027 -- 0.089),12 (7.8 -- 25)
Liechtenstein,87 (17 -- 792),Likely increasing,1.6 (0.81 -- 4.6),0.092 (-0.037 -- 0.31),7.5 (2.2 -- -19)
Lithuania,14420 (8770 -- 23810),Likely increasing,1.1 (0.86 -- 1.5),0.022 (-0.028 -- 0.07),31 (9.8 -- -25)
Luxembourg,566 (304 -- 1070),Likely increasing,1.1 (0.8 -- 1.5),0.021 (-0.04 -- 0.082),33 (8.5 -- -17)
Malta,116 (37 -- 308),Stable,1.1 (0.49 -- 2),0.018 (-0.12 -- 0.13),39 (5.2 -- -5.7)
Netherlands,12110 (6216 -- 35216),Likely increasing,1.1 (0.86 -- 2.1),0.023 (-0.026 -- 0.14),30 (4.8 -- -26)
Norway,1419 (609 -- 3015),Likely decreasing,0.81 (0.47 -- 1.3),-0.038 (-0.13 -- 0.047),-18 (15 -- -5.3)
Poland,14499 (10477 -- 20461),Increasing,1.4 (1.2 -- 1.7),0.062 (0.028 -- 0.094),11 (7.3 -- 25)
Portugal,3466 (2291 -- 5428),Likely increasing,1.2 (0.92 -- 1.5),0.026 (-0.014 -- 0.073),27 (9.4 -- -48)
Romania,82903 (58815 -- 117240),Stable,1 (0.83 -- 1.2),0.0019 (-0.034 -- 0.029),370 (24 -- -20)
Slovakia,11353 (5254 -- 25177),Likely increasing,1.2 (0.89 -- 1.6),0.04 (-0.021 -- 0.094),17 (7.4 -- -32)
Slovenia,3479 (1961 -- 5426),Likely decreasing,0.91 (0.61 -- 1.2),-0.017 (-0.088 -- 0.031),-40 (22 -- -7.9)
Spain,7350 (5378 -- 10331),Likely decreasing,0.94 (0.82 -- 1.1),-0.012 (-0.035 -- 0.014),-58 (48 -- -20)
Sweden,3192 (1892 -- 5634),Stable,1 (0.76 -- 1.5),0.0075 (-0.05 -- 0.07),93 (9.9 -- -14)
Switzerland,3559 (680 -- 11297),Likely decreasing,0.88 (0.5 -- 1.2),-0.023 (-0.12 -- 0.032),-30 (22 -- -5.7)
United Kingdom,167904 (116485 -- 276610),Likely increasing,1.1 (0.84 -- 1.5),0.013 (-0.031 -- 0.07),53 (9.9 -- -23)
